Gender,true,Work,sans_activite,Age,16:20,29,39
Gender,false,Work,agriculteur,Age,21:25,36,64
Gender,false,Work,artisant,Age,21:25,42,67
Gender,false,Work,commercant,Age,21:25,28,26
Gender,false,Work,conducteur,Age,21:25,45,32
Gender,false,Work,ecolier,Age,21:25,23,0
Gender,false,Work,employe_prive,Age,21:25,42,0
Gender,false,Work,enseignant,Age,21:25,30,20
Gender,false,Work,militaire,Age,21:25,31,29
Gender,false,Work,ouvrier,Age,21:25,48,94
Gender,false,Work,ouvrier_agricole,Age,21:25,29,0
Gender,false,Work,ouvrier_batiment,Age,21:25,39,39
Gender,false,Work,retraite,Age,21:25,36,23
Gender,false,Work,sans_activite,Age,21:25,50,0
Gender,true,Work,agriculteur,Age,21:25,30,46
Gender,true,Work,artisant,Age,21:25,30,14
Gender,true,Work,commercant,Age,21:25,31,0
Gender,true,Work,conducteur,Age,21:25,36,27
Gender,true,Work,ecolier,Age,21:25,43,33
Gender,true,Work,employe_prive,Age,21:25,35,43
Gender,true,Work,enseignant,Age,21:25,43,44
Gender,true,Work,militaire,Age,21:25,32,28
Gender,true,Work,ouvrier,Age,21:25,34,71
Gender,true,Work,ouvrier_agricole,Age,21:25,51,0
Gender,true,Work,ouvrier_batiment,Age,21:25,45,24
Gender,true,Work,retraite,Age,21:25,34,35
Gender,true,Work,sans_activite,Age,21:25,37,0
Gender,false,Work,agriculteur,Age,26:30,38,67
Gender,false,Work,artisant,Age,26:30,36,60
Gender,false,Work,commercant,Age,26:30,37,36
Gender,false,Work,conducteur,Age,26:30,40,33
Gender,false,Work,ecolier,Age,26:30,48,58
Gender,false,Work,employe_prive,Age,26:30,32,0
Gender,false,Work,enseignant,Age,26:30,29,29
Gender,false,Work,militaire,Age,26:30,38,25
Gender,false,Work,ouvrier,Age,26:30,46,0
Gender,false,Work,ouvrier_agricole,Age,26:30,28,28
Gender,false,Work,ouvrier_batiment,Age,26:30,39,39
Gender,false,Work,retraite,Age,26:30,43,43
Gender,false,Work,sans_activite,Age,26:30,42,0
Gender,true,Work,agriculteur,Age,26:30,37,42
Gender,true,Work,artisant,Age,26:30,43,43
Gender,true,Work,commercant,Age,26:30,38,59
Gender,true,Work,conducteur,Age,26:30,31,18
Gender,true,Work,ecolier,Age,26:30,39,39
Gender,true,Work,employe_prive,Age,26:30,36,36
Gender,true,Work,enseignant,Age,26:30,40,47
Gender,true,Work,militaire,Age,26:30,35,37
Gender,true,Work,ouvrier,Age,26:30,31,0
Gender,true,Work,ouvrier_agricole,Age,26:30,39,39
Gender,true,Work,ouvrier_batiment,Age,26:30,32,32
Gender,true,Work,retraite,Age,26:30,40,40
Gender,true,Work,sans_activite,Age,26:30,36,0
Gender,false,Work,agriculteur,Age,31:50,35,89
Gender,false,Work,artisant,Age,31:50,28,28
Gender,false,Work,commercant,Age,31:50,35,35
Gender,false,Work,conducteur,Age,31:50,27,27
Gender,false,Work,ecolier,Age,31:50,38,27
Gender,false,Work,employe_prive,Age,31:50,41,23
Gender,false,Work,enseignant,Age,31:50,40,35
Gender,false,Work,militaire,Age,31:50,37,62
Gender,false,Work,ouvrier,Age,31:50,25,12
Gender,false,Work,ouvrier_agricole,Age,31:50,40,40
Gender,false,Work,ouvrier_batiment,Age,31:50,38,21
Gender,false,Work,retraite,Age,31:50,42,45
Gender,false,Work,sans_activite,Age,31:50,37,38
Gender,true,Work,agriculteur,Age,31:50,42,48
Gender,true,Work,artisant,Age,31:50,20,0
Gender,true,Work,commercant,Age,31:50,40,35
Gender,true,Work,conducteur,Age,31:50,30,33
Gender,true,Work,ecolier,Age,31:50,42,29
Gender,true,Work,employe_prive,Age,31:50,34,33
Gender,true,Work,enseignant,Age,31:50,36,0
Gender,true,Work,militaire,Age,31:50,37,37
Gender,true,Work,ouvrier,Age,31:50,34,42
Gender,true,Work,ouvrier_agricole,Age,31:50,38,0
Gender,true,Work,ouvrier_batiment,Age,31:50,35,45
Gender,true,Work,retraite,Age,31:50,35,21
Gender,true,Work,sans_activite,Age,31:50,32,32
Gender,false,Work,agriculteur,Age,51:60,35,37
Gender,false,Work,artisant,Age,51:60,28,28
Gender,false,Work,commercant,Age,51:60,36,36
Gender,false,Work,conducteur,Age,51:60,33,33
Gender,false,Work,ecolier,Age,51:60,42,42
Gender,false,Work,employe_prive,Age,51:60,36,36
Gender,false,Work,enseignant,Age,51:60,30,0
Gender,false,Work,militaire,Age,51:60,26,18
Gender,false,Work,ouvrier,Age,51:60,32,30
Gender,false,Work,ouvrier_agricole,Age,51:60,27,16
Gender,false,Work,ouvrier_batiment,Age,51:60,33,35
Gender,false,Work,retraite,Age,51:60,38,24
Gender,false,Work,sans_activite,Age,51:60,44,58
Gender,true,Work,agriculteur,Age,51:60,39,45
Gender,true,Work,artisant,Age,51:60,32,32
Gender,true,Work,commercant,Age,51:60,34,18
Gender,true,Work,conducteur,Age,51:60,35,32
Gender,true,Work,ecolier,Age,51:60,35,35
Gender,true,Work,employe_prive,Age,51:60,27,0
Gender,true,Work,enseignant,Age,51:60,28,0
Gender,true,Work,militaire,Age,51:60,38,41
Gender,true,Work,ouvrier,Age,51:60,32,32
Gender,true,Work,ouvrier_agricole,Age,51:60,46,60
Gender,true,Work,ouvrier_batiment,Age,51:60,31,31
Gender,true,Work,retraite,Age,51:60,28,38
Gender,true,Work,sans_activite,Age,51:60,37,36
Gender,false,Work,agriculteur,Age,61:75,47,58
Gender,false,Work,artisant,Age,61:75,42,40
Gender,false,Work,commercant,Age,61:75,39,49
Gender,false,Work,conducteur,Age,61:75,30,22
Gender,false,Work,ecolier,Age,61:75,40,59
Gender,false,Work,employe_prive,Age,61:75,43,39
Gender,false,Work,enseignant,Age,61:75,29,0
Gender,false,Work,militaire,Age,61:75,41,41
Gender,false,Work,ouvrier,Age,61:75,34,0
Gender,false,Work,ouvrier_agricole,Age,61:75,32,0
Gender,false,Work,ouvrier_batiment,Age,61:75,33,23
Gender,false,Work,retraite,Age,61:75,47,38
Gender,false,Work,sans_activite,Age,61:75,21,0
Gender,true,Work,agriculteur,Age,61:75,43,43
Gender,true,Work,artisant,Age,61:75,33,33
Gender,true,Work,commercant,Age,61:75,34,73
Gender,true,Work,conducteur,Age,61:75,35,34
Gender,true,Work,ecolier,Age,61:75,25,25
Gender,true,Work,employe_prive,Age,61:75,34,34
Gender,true,Work,enseignant,Age,61:75,31,31
Gender,true,Work,militaire,Age,61:75,36,36
Gender,true,Work,ouvrier,Age,61:75,25,25
Gender,true,Work,ouvrier_agricole,Age,61:75,39,39
Gender,true,Work,ouvrier_batiment,Age,61:75,39,39
Gender,true,Work,retraite,Age,61:75,31,31
Gender,true,Work,sans_activite,Age,61:75,33,0
Gender,false,Work,agriculteur,Age,76:80,44,44
Gender,false,Work,artisant,Age,76:80,30,30
Gender,false,Work,commercant,Age,76:80,27,25
Gender,false,Work,conducteur,Age,76:80,28,28
Gender,false,Work,ecolier,Age,76:80,41,0
Gender,false,Work,employe_prive,Age,76:80,45,45
Gender,false,Work,enseignant,Age,76:80,33,33
Gender,false,Work,militaire,Age,76:80,30,0
Gender,false,Work,ouvrier,Age,76:80,35,0
Gender,false,Work,ouvrier_agricole,Age,76:80,37,37
Gender,false,Work,ouvrier_batiment,Age,76:80,33,33
Gender,false,Work,retraite,Age,76:80,34,19
Gender,false,Work,sans_activite,Age,76:80,38,0
Gender,true,Work,agriculteur,Age,76:80,35,35
Gender,true,Work,artisant,Age,76:80,38,38
Gender,true,Work,commercant,Age,76:80,43,38
Gender,true,Work,conducteur,Age,76:80,24,0
Gender,true,Work,ecolier,Age,76:80,53,53
Gender,true,Work,employe_prive,Age,76:80,37,36
Gender,true,Work,enseignant,Age,76:80,38,38
Gender,true,Work,militaire,Age,76:80,33,33
Gender,true,Work,ouvrier,Age,76:80,41,42
Gender,true,Work,ouvrier_agricole,Age,76:80,36,36
Gender,true,Work,ouvrier_batiment,Age,76:80,34,35
Gender,true,Work,retraite,Age,76:80,32,32
Gender,true,Work,sans_activite,Age,76:80,29,0
Gender,false,Work,agriculteur,Age,81:100,31,0
Gender,false,Work,artisant,Age,81:100,31,0
Gender,false,Work,commercant,Age,81:100,22,0
Gender,false,Work,conducteur,Age,81:100,23,0
Gender,false,Work,ecolier,Age,81:100,40,40
Gender,false,Work,employe_prive,Age,81:100,33,46
Gender,false,Work,enseignant,Age,81:100,37,37
Gender,false,Work,militaire,Age,81:100,26,26
Gender,false,Work,ouvrier,Age,81:100,37,37
Gender,false,Work,ouvrier_agricole,Age,81:100,24,24
Gender,false,Work,ouvrier_batiment,Age,81:100,31,0
Gender,false,Work,retraite,Age,81:100,31,31
Gender,false,Work,sans_activite,Age,81:100,28,28
Gender,true,Work,agriculteur,Age,81:100,41,41
Gender,true,Work,artisant,Age,81:100,26,26
Gender,true,Work,commercant,Age,81:100,33,32
Gender,true,Work,conducteur,Age,81:100,35,0
Gender,true,Work,ecolier,Age,81:100,25,25
Gender,true,Work,employe_prive,Age,81:100,23,23
Gender,true,Work,enseignant,Age,81:100,34,34
Gender,true,Work,militaire,Age,81:100,26,0
Gender,true,Work,ouvrier,Age,81:100,47,47
Gender,true,Work,ouvrier_agricole,Age,81:100,38,38
Gender,true,Work,ouvrier_batiment,Age,81:100,46,46
Gender,true,Work,retraite,Age,81:100,34,34
Gender,true,Work,sans_activite,Age,81:100,35,35
