age,gender,work
5,true,enseignant
58,false,ecolier
27,true,ouvrier_agricole
30,true,militaire
7,true,commercant
61,true,artisant
72,false,sans_activite
83,false,conducteur
75,false,ouvrier_agricole
83,true,sans_activite
44,true,ouvrier
46,false,conducteur
76,false,agriculteur
33,false,enseignant
5,true,militaire
86,true,employe_prive
61,true,ouvrier
2,false,ecolier
79,false,conducteur
60,false,ouvrier_agricole
97,true,conducteur
27,false,artisant
23,true,artisant
80,true,conducteur
36,false,ouvrier
52,false,ouvrier_agricole
60,false,enseignant
35,true,retraite
22,false,artisant
95,false,retraite
58,true,militaire
59,false,artisant
44,false,ouvrier_agricole
28,true,agriculteur
70,true,commercant
41,false,militaire
61,true,conducteur
20,true,agriculteur
76,false,retraite
27,false,retraite
12,true,ouvrier_agricole
29,true,militaire
55,false,employe_prive
26,true,employe_prive
53,true,ouvrier_batiment
17,true,ouvrier_agricole
76,true,enseignant
10,true,agriculteur
78,true,retraite
97,true,ecolier
67,true,ouvrier_agricole
78,true,conducteur
25,false,commercant
16,true,enseignant
76,false,sans_activite
30,false,ouvrier_batiment
20,true,ouvrier
77,false,conducteur
4,true,ouvrier_agricole
55,false,ouvrier
70,true,retraite
38,false,artisant
14,true,sans_activite
70,true,artisant
21,false,conducteur
46,true,employe_prive
53,false,militaire
31,true,enseignant
17,true,ouvrier_batiment
66,false,militaire
97,true,retraite
29,true,sans_activite
73,true,artisant
7,true,agriculteur
81,true,commercant
87,true,ouvrier_batiment
19,false,ouvrier_batiment
23,true,commercant
24,true,conducteur
70,true,ouvrier_batiment
6,true,employe_prive
77,true,commercant
5,true,ecolier
69,true,militaire
78,false,militaire
50,true,commercant
17,true,artisant
78,false,ouvrier_batiment
79,true,retraite
28,false,sans_activite
23,false,militaire
77,true,commercant
15,false,ouvrier_agricole
100,true,militaire
97,false,commercant
20,true,ouvrier
42,false,ouvrier_batiment
91,false,conducteur
89,true,conducteur
17,true,artisant
99,true,agriculteur
25,true,ouvrier
76,false,enseignant
73,true,ouvrier_agricole
72,false,agriculteur
54,true,ecolier
73,true,sans_activite
69,false,commercant
78,true,enseignant
20,true,militaire
88,false,artisant
61,false,agriculteur
36,true,retraite
0,true,ouvrier
90,false,employe_prive
46,false,enseignant
78,true,ouvrier
57,false,ouvrier_batiment
0,true,ouvrier_agricole
94,true,retraite
45,false,conducteur
27,false,militaire
21,false,agriculteur
51,true,commercant
29,true,employe_prive
27,true,ouvrier_agricole
30,true,agriculteur
58,false,sans_activite
69,false,ecolier
28,true,enseignant
15,true,artisant
67,false,commercant
22,false,retraite
51,false,enseignant
79,true,commercant
17,true,agriculteur
76,false,conducteur
80,true,retraite
76,true,conducteur
79,false,commercant
80,false,retraite
78,true,ouvrier_batiment
12,true,ouvrier
29,false,conducteur
65,false,artisant
70,true,commercant
45,false,ecolier
20,true,ouvrier
74,true,conducteur
22,false,ecolier
98,true,ecolier
16,true,retraite
35,false,employe_prive
27,true,commercant
67,true,enseignant
78,false,ouvrier
38,true,ecolier
25,true,ouvrier
21,false,sans_activite
45,true,ouvrier_batiment
23,false,ouvrier
100,false,artisant
18,false,retraite
47,true,militaire
80,false,retraite
52,true,militaire
16,true,ouvrier
8,false,employe_prive
55,false,conducteur
13,true,ecolier
25,true,artisant
14,true,ouvrier_batiment
12,true,conducteur
31,true,employe_prive
53,false,employe_prive
56,false,retraite
38,false,agriculteur
41,false,ecolier
40,false,agriculteur
24,false,agriculteur
42,true,ouvrier_agricole
67,false,conducteur
11,false,artisant
61,true,enseignant
27,false,ecolier
51,false,sans_activite
59,true,ecolier
24,false,ouvrier
60,false,artisant
76,true,employe_prive
74,false,commercant
26,false,employe_prive
84,true,ouvrier
59,true,conducteur
34,true,retraite
29,true,artisant
91,true,artisant
27,true,agriculteur
79,false,retraite
21,false,artisant
80,false,conducteur
23,false,sans_activite
23,false,ecolier
83,false,artisant
30,true,militaire
23,true,sans_activite
26,false,ouvrier_batiment
52,false,sans_activite
56,true,ouvrier
65,false,ouvrier_batiment
98,true,sans_activite
12,true,ouvrier_batiment
22,false,artisant
65,false,agriculteur
80,false,ecolier
28,true,militaire
30,false,ouvrier
29,false,employe_prive
31,false,artisant
22,false,agriculteur
23,true,enseignant
17,true,artisant
22,false,enseignant
23,true,militaire
71,false,enseignant
40,false,enseignant
24,true,enseignant
30,false,ecolier
15,true,enseignant
23,false,ouvrier_batiment
52,true,sans_activite
17,false,ecolier
46,true,ouvrier_batiment
28,true,enseignant
18,true,militaire
87,false,ouvrier
21,true,ouvrier
59,true,ecolier
23,false,ouvrier_batiment
23,false,enseignant
16,true,employe_prive
23,true,ecolier
55,true,ecolier
2,false,ouvrier
74,true,sans_activite
80,true,employe_prive
16,false,ouvrier
71,true,ouvrier_batiment
77,false,ecolier
55,false,artisant
18,true,artisant
56,true,enseignant
21,true,retraite
33,true,artisant
34,false,commercant
65,true,sans_activite
36,true,conducteur
29,true,ouvrier_batiment
2,false,ouvrier_agricole
69,true,militaire
24,false,ouvrier
12,false,employe_prive
38,true,artisant
24,true,ouvrier_agricole
22,true,agriculteur
89,true,artisant
69,true,conducteur
27,true,militaire
95,true,agriculteur
96,false,artisant
47,false,ouvrier
78,false,ouvrier_batiment
73,false,employe_prive
22,false,enseignant
18,true,ouvrier_agricole
78,false,retraite
56,true,ouvrier_agricole
82,false,ouvrier
40,false,conducteur
78,false,retraite
32,true,ouvrier_batiment
18,false,enseignant
3,false,ouvrier
52,false,ecolier
51,true,conducteur
29,true,artisant
21,true,employe_prive
52,true,commercant
79,false,ecolier
55,true,agriculteur
16,true,ecolier
77,false,ecolier
21,false,retraite
42,false,ouvrier
66,false,ouvrier_batiment
84,false,employe_prive
23,true,ouvrier
72,false,sans_activite
4,true,conducteur
100,true,sans_activite
48,false,ouvrier
11,false,militaire
4,true,militaire
76,true,ouvrier
75,true,militaire
26,false,ouvrier_agricole
78,true,ecolier
51,false,conducteur
30,false,sans_activite
27,true,ouvrier_agricole
40,false,ouvrier_batiment
66,true,ouvrier_batiment
34,false,commercant
0,true,enseignant
66,true,artisant
5,false,militaire
3,false,ouvrier_batiment
19,false,ouvrier
32,true,ouvrier_agricole
78,false,conducteur
31,false,ouvrier_batiment
30,false,ecolier
4,true,conducteur
68,false,artisant
26,true,militaire
63,true,ecolier
24,false,conducteur
94,true,ouvrier_agricole
21,false,ouvrier_agricole
18,true,conducteur
16,true,agriculteur
90,false,commercant
18,true,retraite
56,false,ouvrier_batiment
54,true,retraite
21,false,employe_prive
57,false,ouvrier_agricole
78,false,sans_activite
78,false,employe_prive
69,true,commercant
94,false,militaire
28,true,ouvrier_agricole
54,false,ouvrier
55,false,enseignant
43,true,sans_activite
24,false,ouvrier
62,true,sans_activite
78,true,conducteur
77,false,militaire
17,false,retraite
78,false,sans_activite
61,true,artisant
2,true,commercant
10,true,ouvrier
82,true,retraite
6,false,retraite
76,false,artisant
29,false,employe_prive
19,false,militaire
19,true,conducteur
63,true,ouvrier
98,true,ecolier
27,false,militaire
66,false,sans_activite
78,false,ouvrier_agricole
51,false,employe_prive
52,false,ouvrier
54,false,sans_activite
78,false,employe_prive
75,true,retraite
90,true,artisant
38,false,conducteur
19,true,ouvrier
39,true,ouvrier
23,true,conducteur
82,false,enseignant
27,true,commercant
66,true,sans_activite
2,true,ouvrier_agricole
35,true,agriculteur
98,true,retraite
17,false,artisant
18,true,artisant
13,true,militaire
96,true,conducteur
28,true,ecolier
78,false,sans_activite
81,true,ouvrier_batiment
26,false,militaire
10,true,artisant
18,true,ouvrier
81,true,ouvrier
46,false,enseignant
68,false,commercant
7,true,conducteur
76,false,retraite
96,false,employe_prive
15,true,agriculteur
31,false,sans_activite
27,true,artisant
16,false,agriculteur
25,true,conducteur
9,true,militaire
77,false,ecolier
22,true,employe_prive
33,true,ouvrier_agricole
27,false,enseignant
22,false,sans_activite
17,true,militaire
21,false,enseignant
25,true,ecolier
18,true,militaire
18,true,ouvrier_batiment
23,false,ouvrier
76,true,enseignant
19,true,enseignant
82,false,artisant
80,false,retraite
25,false,employe_prive
23,true,ouvrier_agricole
90,false,artisant
24,true,conducteur
63,true,ouvrier
47,true,ouvrier_batiment
37,false,ouvrier_agricole
79,true,militaire
97,false,commercant
76,false,conducteur
10,false,enseignant
16,false,agriculteur
17,true,ouvrier_agricole
56,true,commercant
45,false,retraite
28,true,commercant
61,false,employe_prive
91,true,ouvrier_agricole
42,true,ouvrier_batiment
98,false,conducteur
18,true,militaire
29,true,enseignant
77,true,employe_prive
76,false,commercant
24,true,employe_prive
14,false,conducteur
62,true,enseignant
24,false,ecolier
73,true,ouvrier
80,false,ouvrier_batiment
24,true,ecolier
77,false,enseignant
22,true,enseignant
36,true,ouvrier_batiment
73,true,ouvrier_agricole
2,true,artisant
53,false,retraite
70,true,ouvrier_agricole
94,false,artisant
24,true,agriculteur
48,false,agriculteur
29,false,commercant
65,false,ouvrier
76,true,ouvrier_batiment
29,false,sans_activite
18,false,employe_prive
15,true,militaire
19,true,agriculteur
18,false,agriculteur
54,false,ouvrier
95,true,ouvrier
30,true,militaire
25,true,commercant
76,true,artisant
6,true,ouvrier_batiment
97,true,ecolier
98,true,ecolier
22,true,ouvrier_batiment
4,false,artisant
78,true,ouvrier_agricole
10,false,agriculteur
81,false,ouvrier_batiment
16,true,agriculteur
20,true,ouvrier
25,true,ouvrier_agricole
18,true,artisant
21,false,ouvrier_batiment
12,true,ouvrier_agricole
17,true,ouvrier_batiment
57,true,commercant
23,true,ouvrier
29,true,militaire
93,false,enseignant
59,true,militaire
17,true,conducteur
58,false,commercant
56,true,sans_activite
63,true,commercant
45,true,artisant
41,false,sans_activite
25,true,enseignant
45,true,enseignant
26,false,ouvrier_batiment
51,true,commercant
51,true,ouvrier
31,false,conducteur
17,false,ouvrier
18,true,ouvrier_batiment
80,true,sans_activite
94,true,enseignant
37,true,artisant
80,true,enseignant
11,true,conducteur
48,true,militaire
28,true,retraite
79,false,retraite
61,false,commercant
77,true,commercant
23,true,ouvrier
94,false,ouvrier
42,false,ouvrier
22,true,artisant
20,false,employe_prive
41,false,sans_activite
64,true,agriculteur
93,true,ecolier
45,false,ouvrier_batiment
34,true,employe_prive
30,false,militaire
2,true,ouvrier_agricole
55,true,agriculteur
16,false,ecolier
26,false,retraite
98,false,retraite
27,true,sans_activite
73,true,sans_activite
80,true,artisant
22,true,retraite
69,false,ecolier
69,false,enseignant
71,false,enseignant
54,false,enseignant
58,false,commercant
65,false,agriculteur
65,true,ouvrier
29,true,ecolier
30,true,retraite
100,true,agriculteur
75,true,artisant
90,true,retraite
22,true,conducteur
21,true,enseignant
30,false,ouvrier_batiment
80,true,ouvrier
55,false,artisant
54,true,commercant
18,true,commercant
28,false,ecolier
71,false,commercant
79,false,commercant
53,true,sans_activite
77,false,agriculteur
76,false,agriculteur
46,true,ecolier
55,true,conducteur
53,false,enseignant
13,true,militaire
22,false,artisant
68,false,retraite
46,true,ouvrier_agricole
67,false,ouvrier_agricole
24,true,agriculteur
14,true,commercant
99,true,employe_prive
24,false,ouvrier_agricole
33,true,ouvrier_batiment
7,true,artisant
59,false,commercant
78,true,ouvrier
28,true,ouvrier_batiment
88,false,sans_activite
58,true,militaire
71,false,enseignant
96,false,ouvrier
25,false,ouvrier
75,true,conducteur
0,false,ouvrier_agricole
17,false,ecolier
28,true,ecolier
53,false,conducteur
57,true,agriculteur
42,true,employe_prive
85,true,agriculteur
19,true,ouvrier_agricole
10,true,artisant
29,true,conducteur
97,true,retraite
61,false,employe_prive
98,true,ouvrier_agricole
80,false,sans_activite
23,false,conducteur
73,true,enseignant
59,false,agriculteur
54,true,agriculteur
23,false,ouvrier
20,true,sans_activite
17,false,ouvrier
11,true,militaire
57,false,employe_prive
26,false,commercant
79,false,militaire
93,false,enseignant
21,false,ouvrier_batiment
2,true,militaire
18,true,ouvrier_agricole
1,true,ouvrier_agricole
25,false,artisant
56,false,ouvrier_agricole
26,true,retraite
3,false,enseignant
23,true,enseignant
27,false,enseignant
58,true,ouvrier_batiment
24,true,employe_prive
38,false,ouvrier_agricole
1,false,retraite
18,true,militaire
97,false,ouvrier_agricole
51,true,enseignant
60,false,enseignant
80,true,ecolier
42,false,employe_prive
28,true,ouvrier
20,true,enseignant
12,true,ecolier
69,true,commercant
26,false,artisant
85,true,commercant
12,true,ecolier
1,false,ouvrier_agricole
26,false,ecolier
24,true,commercant
8,false,retraite
44,false,commercant
14,true,retraite
43,false,retraite
52,true,ouvrier_agricole
66,true,retraite
24,false,conducteur
3,false,artisant
60,true,enseignant
86,false,enseignant
18,false,artisant
97,true,ouvrier_batiment
65,true,commercant
26,false,ouvrier
0,false,ecolier
19,true,retraite
82,true,sans_activite
61,false,employe_prive
41,false,sans_activite
58,false,ouvrier_batiment
62,false,agriculteur
19,true,ouvrier
79,false,ouvrier_batiment
67,true,ouvrier_batiment
35,false,militaire
63,true,sans_activite
57,false,ouvrier
20,false,artisant
81,false,conducteur
51,true,commercant
78,false,retraite
79,false,commercant
54,false,militaire
63,true,ouvrier_batiment
25,true,ouvrier_agricole
28,false,commercant
64,true,ecolier
48,false,agriculteur
44,true,agriculteur
27,false,ouvrier_agricole
27,true,conducteur
72,true,ouvrier
28,false,militaire
77,false,retraite
1,true,ecolier
54,false,retraite
3,true,commercant
84,false,employe_prive
76,true,militaire
66,false,militaire
56,true,ouvrier
80,false,ouvrier_batiment
92,true,ouvrier_batiment
29,true,ouvrier_agricole
55,true,ouvrier_agricole
8,true,retraite
78,false,conducteur
77,false,sans_activite
20,true,sans_activite
96,true,commercant
12,false,sans_activite
8,false,ecolier
20,true,artisant
60,false,artisant
79,false,enseignant
24,false,retraite
25,true,ouvrier_batiment
22,true,militaire
41,false,agriculteur
76,false,ouvrier
18,false,militaire
99,false,employe_prive
49,true,ouvrier_agricole
25,true,militaire
76,true,militaire
23,false,ouvrier
86,false,militaire
77,true,militaire
77,true,commercant
84,false,enseignant
59,false,ecolier
21,true,ouvrier_agricole
93,false,artisant
12,true,agriculteur
29,false,militaire
65,true,agriculteur
26,false,militaire
36,false,militaire
45,false,retraite
47,false,sans_activite
54,true,ouvrier_batiment
21,false,militaire
44,true,artisant
60,false,ouvrier_agricole
22,true,agriculteur
17,false,conducteur
21,false,commercant
77,false,employe_prive
5,false,ouvrier_agricole
24,true,artisant
62,false,ouvrier_agricole
78,true,retraite
32,true,ouvrier_batiment
71,true,ecolier
97,true,artisant
12,false,conducteur
33,false,militaire
73,false,sans_activite
24,false,ecolier
85,true,agriculteur
67,true,artisant
29,false,commercant
79,false,sans_activite
46,true,sans_activite
88,false,artisant
23,false,commercant
23,false,ouvrier_agricole
1,false,enseignant
28,false,conducteur
71,true,ouvrier_batiment
15,false,ouvrier
63,true,ouvrier_batiment
16,true,ecolier
27,false,militaire
51,false,artisant
21,false,enseignant
54,true,retraite
20,false,ouvrier_agricole
88,false,artisant
32,true,ecolier
96,true,conducteur
70,false,agriculteur
76,false,agriculteur
29,true,ouvrier_batiment
14,true,retraite
43,false,ecolier
26,false,artisant
16,false,retraite
24,true,employe_prive
40,true,enseignant
27,true,ecolier
2,false,ouvrier
60,false,ouvrier
80,false,militaire
61,false,militaire
60,true,ouvrier
53,false,sans_activite
66,true,ouvrier_batiment
17,true,enseignant
27,false,conducteur
57,false,employe_prive
77,false,ouvrier_batiment
44,true,artisant
54,true,employe_prive
26,true,ecolier
39,true,ouvrier
25,true,employe_prive
48,false,ouvrier
51,false,ecolier
33,false,agriculteur
29,false,commercant
59,false,agriculteur
31,true,employe_prive
61,true,ecolier
21,true,commercant
21,true,sans_activite
60,true,conducteur
16,false,retraite
87,true,conducteur
93,false,artisant
36,true,retraite
23,true,ouvrier_agricole
62,false,retraite
17,false,enseignant
87,true,sans_activite
98,true,sans_activite
1,true,commercant
30,true,ecolier
20,true,agriculteur
39,false,commercant
99,false,conducteur
91,false,enseignant
73,true,employe_prive
63,false,ouvrier
77,false,militaire
57,false,retraite
76,true,agriculteur
76,true,retraite
90,true,commercant
25,false,ouvrier
58,true,ouvrier
17,false,militaire
87,true,sans_activite
73,false,agriculteur
5,false,sans_activite
2,true,artisant
60,true,employe_prive
74,false,enseignant
22,true,agriculteur
95,true,employe_prive
90,true,militaire
53,false,artisant
78,true,employe_prive
57,false,ouvrier_batiment
17,true,ouvrier_agricole
3,true,employe_prive
47,true,conducteur
52,true,retraite
69,false,agriculteur
22,false,retraite
21,true,enseignant
25,true,ouvrier_batiment
29,true,employe_prive
23,false,agriculteur
96,true,ecolier
5,false,employe_prive
19,true,conducteur
41,false,commercant
66,false,sans_activite
65,false,enseignant
78,true,conducteur
68,true,employe_prive
20,true,artisant
59,true,ouvrier
27,true,retraite
18,false,conducteur
40,true,commercant
22,false,artisant
91,true,enseignant
95,false,commercant
61,false,sans_activite
27,true,retraite
17,false,ecolier
76,false,commercant
59,true,employe_prive
29,true,sans_activite
40,false,employe_prive
27,true,artisant
23,false,ouvrier_agricole
46,true,enseignant
21,true,enseignant
22,false,ouvrier
27,true,enseignant
42,false,ouvrier_agricole
10,false,ouvrier_batiment
100,true,ecolier
96,false,ouvrier
87,false,enseignant
95,false,sans_activite
9,true,militaire
97,true,sans_activite
54,false,ecolier
72,false,ouvrier_batiment
58,false,militaire
75,false,conducteur
25,true,employe_prive
16,true,ouvrier_batiment
68,false,retraite
27,true,sans_activite
76,true,commercant
84,false,militaire
59,true,retraite
68,true,artisant
70,false,commercant
67,false,militaire
46,true,ouvrier_agricole
73,false,retraite
55,false,ecolier
12,false,militaire
70,false,ouvrier_agricole
29,true,ouvrier
70,true,employe_prive
23,true,militaire
26,true,commercant
18,false,ouvrier_agricole
80,true,sans_activite
56,true,employe_prive
27,false,enseignant
59,false,retraite
21,false,agriculteur
29,false,retraite
29,false,artisant
24,false,employe_prive
80,false,ouvrier_batiment
98,true,ouvrier_agricole
29,true,employe_prive
3,false,enseignant
53,false,artisant
78,true,retraite
76,true,enseignant
33,false,ouvrier
85,false,ouvrier
7,true,sans_activite
52,true,ouvrier_agricole
83,false,ouvrier
11,false,enseignant
21,true,ouvrier
76,true,ouvrier_agricole
30,true,ecolier
83,false,commercant
66,true,conducteur
17,true,ouvrier
28,true,employe_prive
98,true,agriculteur
42,true,employe_prive
61,true,employe_prive
19,true,ecolier
67,true,enseignant
12,false,sans_activite
16,false,ecolier
61,false,conducteur
52,true,ecolier
19,true,enseignant
58,true,enseignant
29,false,agriculteur
18,false,artisant
44,true,ouvrier_agricole
24,false,sans_activite
78,false,commercant
13,false,ouvrier
53,false,ouvrier_batiment
12,false,sans_activite
59,false,employe_prive
17,false,sans_activite
60,true,ecolier
58,true,enseignant
2,false,militaire
18,false,agriculteur
52,true,ouvrier
18,true,artisant
78,true,enseignant
56,false,ecolier
6,false,enseignant
14,true,artisant
37,false,retraite
2,false,agriculteur
83,true,sans_activite
48,false,commercant
27,false,agriculteur
79,true,ouvrier_agricole
60,false,enseignant
94,true,employe_prive
17,false,ouvrier_agricole
98,true,commercant
29,false,ouvrier_batiment
21,false,conducteur
16,true,commercant
39,false,militaire
25,true,enseignant
57,false,conducteur
49,true,ouvrier
18,false,ecolier
75,true,artisant
57,true,conducteur
47,false,commercant
33,true,ouvrier_agricole
68,true,employe_prive
17,true,militaire
58,false,commercant
96,true,ouvrier
65,false,sans_activite
9,false,ouvrier
62,false,retraite
56,true,enseignant
22,true,agriculteur
43,true,agriculteur
80,true,conducteur
14,true,employe_prive
59,true,militaire
29,true,ouvrier_agricole
35,false,conducteur
51,true,artisant
31,false,artisant
80,true,ouvrier_batiment
57,false,ouvrier_batiment
27,true,artisant
17,true,retraite
5,false,ouvrier
27,false,conducteur
77,true,ouvrier_batiment
7,true,ouvrier_batiment
24,true,conducteur
8,false,commercant
33,false,ouvrier
79,false,agriculteur
14,false,ecolier
65,false,ouvrier
64,true,artisant
27,false,ecolier
67,false,agriculteur
76,false,ouvrier
62,false,commercant
94,false,ouvrier_batiment
17,false,commercant
3,false,conducteur
53,true,artisant
19,false,sans_activite
35,false,agriculteur
29,true,ouvrier_batiment
80,true,enseignant
32,true,ecolier
36,false,militaire
22,true,employe_prive
78,true,artisant
23,false,militaire
7,false,ecolier
88,true,employe_prive
8,true,militaire
66,false,retraite
73,true,conducteur
86,false,agriculteur
66,false,enseignant
84,true,commercant
66,false,sans_activite
94,true,commercant
57,true,ecolier
30,false,retraite
82,true,retraite
80,false,agriculteur
2,false,agriculteur
16,true,employe_prive
33,false,militaire
17,true,militaire
26,false,enseignant
20,false,ouvrier_agricole
46,false,commercant
13,false,ecolier
77,false,conducteur
29,false,militaire
30,true,retraite
7,true,employe_prive
3,true,employe_prive
56,false,agriculteur
59,true,ouvrier_agricole
77,true,ouvrier_batiment
16,true,conducteur
36,false,conducteur
7,false,ouvrier
83,false,artisant
50,true,sans_activite
79,false,agriculteur
53,true,ouvrier_agricole
25,false,enseignant
65,false,commercant
25,false,ouvrier
27,false,artisant
16,true,commercant
30,false,militaire
66,false,conducteur
100,true,employe_prive
9,true,ouvrier_batiment
78,true,ouvrier_batiment
59,false,ouvrier
92,false,ouvrier
63,false,ouvrier_agricole
63,true,artisant
52,true,ecolier
47,false,artisant
87,false,enseignant
10,false,agriculteur
46,true,agriculteur
51,true,ouvrier
14,true,employe_prive
85,true,conducteur
47,false,retraite
19,false,ouvrier_agricole
20,false,employe_prive
55,true,ouvrier
11,true,agriculteur
28,false,commercant
77,false,conducteur
18,false,ecolier
72,false,artisant
21,false,ouvrier_agricole
98,true,retraite
5,true,ecolier
51,true,artisant
1,false,conducteur
89,true,ouvrier
16,true,retraite
81,true,commercant
18,true,commercant
28,false,ecolier
58,true,ouvrier
80,true,militaire
36,false,sans_activite
79,false,ouvrier
17,true,employe_prive
42,true,ouvrier_agricole
35,true,ouvrier
38,false,ecolier
23,false,conducteur
7,false,enseignant
77,false,ecolier
20,false,ouvrier_batiment
16,false,conducteur
69,false,conducteur
50,true,employe_prive
28,true,sans_activite
42,false,enseignant
78,true,ouvrier_batiment
18,true,ouvrier_batiment
12,false,agriculteur
24,false,artisant
32,true,conducteur
60,false,retraite
26,false,enseignant
73,true,ouvrier_agricole
98,false,sans_activite
54,false,agriculteur
84,true,ouvrier_agricole
98,false,retraite
15,false,militaire
93,false,ouvrier_batiment
78,false,ouvrier
56,false,conducteur
18,false,agriculteur
24,true,employe_prive
24,false,employe_prive
15,false,ouvrier_agricole
44,true,artisant
48,false,militaire
32,true,conducteur
52,false,commercant
59,true,commercant
86,false,employe_prive
60,false,conducteur
57,true,commercant
26,true,employe_prive
20,false,agriculteur
56,true,agriculteur
19,true,agriculteur
88,true,commercant
13,true,commercant
52,true,ouvrier
39,false,artisant
24,false,conducteur
89,true,ouvrier
7,true,commercant
24,true,ouvrier_batiment
29,false,artisant
29,true,ecolier
78,false,ecolier
