Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,2,5
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,2,12
Household Income,Low,Household Size,2,Household Type,type1,Number Of Bicycles,3,4
Household Income,Low,Household Size,2,Household Type,type2,Number Of Bicycles,3,5
Household Income,Low,Household Size,2,Household Type,type3,Number Of Bicycles,3,6
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,0,2
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,0,9
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,0,8
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,1,6
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,1,22
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,1,56
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,2,20
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,2,61
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,2,39
Household Income,Low,Household Size,3,Household Type,type1,Number Of Bicycles,3,64
Household Income,Low,Household Size,3,Household Type,type2,Number Of Bicycles,3,20
Household Income,Low,Household Size,3,Household Type,type3,Number Of Bicycles,3,163
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,0,5
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,1,6
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,2,2
Household Income,High,Household Type,type1,Number Of Bicycles,0,Number Of Cars,3,5
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,0,3
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,1,9
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,2,7
Household Income,High,Household Type,type2,Number Of Bicycles,0,Number Of Cars,3,1
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,0,4
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,1,10
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,2,4
Household Income,High,Household Type,type3,Number Of Bicycles,0,Number Of Cars,3,5
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,0,2
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,1,4
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,2,8
Household Income,High,Household Type,type1,Number Of Bicycles,1,Number Of Cars,3,9
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,0,9
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,1,8
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,2,4
Household Income,High,Household Type,type2,Number Of Bicycles,1,Number Of Cars,3,8
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,0,5
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,1,1
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,2,3
Household Income,High,Household Type,type3,Number Of Bicycles,1,Number Of Cars,3,10
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,0,9
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,1,10
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,2,3
Household Income,High,Household Type,type1,Number Of Bicycles,2,Number Of Cars,3,10
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,0,2
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,1,7
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,2,7
Household Income,High,Household Type,type2,Number Of Bicycles,2,Number Of Cars,3,3
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,0,10
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,1,9
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,2,11
Household Income,High,Household Type,type3,Number Of Bicycles,2,Number Of Cars,3,11
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,0,11
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,1,5
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,2,12
Household Income,High,Household Type,type1,Number Of Bicycles,3,Number Of Cars,3,9
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,0,12
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,1,11
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,2,11
Household Income,High,Household Type,type2,Number Of Bicycles,3,Number Of Cars,3,7
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,0,8
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,1,5
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,2,4
Household Income,High,Household Type,type3,Number Of Bicycles,3,Number Of Cars,3,3
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,0,2
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,1,13
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,2,7
Household Income,Low,Household Type,type1,Number Of Bicycles,0,Number Of Cars,3,5
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,0,9
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,1,5
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,2,11
Household Income,Low,Household Type,type2,Number Of Bicycles,0,Number Of Cars,3,12
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,0,12
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,1,5
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,2,13
Household Income,Low,Household Type,type3,Number Of Bicycles,0,Number Of Cars,3,1
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,0,12
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,1,8
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,2,15
Household Income,Low,Household Type,type1,Number Of Bicycles,1,Number Of Cars,3,8
Household Income,Low,Household Type,type2,Number Of Bicycles,1,Number Of Cars,0,2
Household Income,Low,Household Type,type2,Number Of Bicycles,1,Number Of Cars,1,7
Household Income,Low,Household Type,type2,Number Of Bicycles,1,Number Of Cars,2,5
Household Income,Low,Household Type,type2,Number Of Bicycles,1,Number Of Cars,3,13
Household Income,Low,Household Type,type3,Number Of Bicycles,1,Number Of Cars,0,8
Household Income,Low,Household Type,type3,Number Of Bicycles,1,Number Of Cars,1,9
Household Income,Low,Household Type,type3,Number Of Bicycles,1,Number Of Cars,2,15
Household Income,Low,Household Type,type3,Number Of Bicycles,1,Number Of Cars,3,1
Household Income,Low,Household Type,type1,Number Of Bicycles,2,Number Of Cars,0,4
Household Income,Low,Household Type,type1,Number Of Bicycles,2,Number Of Cars,1,19
Household Income,Low,Household Type,type1,Number Of Bicycles,2,Number Of Cars,2,16
Household Income,Low,Household Type,type1,Number Of Bicycles,2,Number Of Cars,3,2
Household Income,Low,Household Type,type2,Number Of Bicycles,2,Number Of Cars,0,12
Household Income,Low,Household Type,type2,Number Of Bicycles,2,Number Of Cars,1,12
Household Income,Low,Household Type,type2,Number Of Bicycles,2,Number Of Cars,2,11
Household Income,Low,Household Type,type2,Number Of Bicycles,2,Number Of Cars,3,8
Household Income,Low,Household Type,type3,Number Of Bicycles,2,Number Of Cars,0,22
Household Income,Low,Household Type,type3,Number Of Bicycles,2,Number Of Cars,1,9
Household Income,Low,Household Type,type3,Number Of Bicycles,2,Number Of Cars,2,11
Household Income,Low,Household Type,type3,Number Of Bicycles,2,Number Of Cars,3,6
Household Income,Low,Household Type,type1,Number Of Bicycles,3,Number Of Cars,0,17
Household Income,Low,Household Type,type1,Number Of Bicycles,3,Number Of Cars,1,7
Household Income,Low,Household Type,type1,Number Of Bicycles,3,Number Of Cars,2,11
Household Income,Low,Household Type,type1,Number Of Bicycles,3,Number Of Cars,3,13
Household Income,Low,Household Type,type2,Number Of Bicycles,3,Number Of Cars,0,11
Household Income,Low,Household Type,type2,Number Of Bicycles,3,Number Of Cars,1,28
Household Income,Low,Household Type,type2,Number Of Bicycles,3,Number Of Cars,2,32
Household Income,Low,Household Type,type2,Number Of Bicycles,3,Number Of Cars,3,13
Household Income,Low,Household Type,type3,Number Of Bicycles,3,Number Of Cars,0,34
Household Income,Low,Household Type,type3,Number Of Bicycles,3,Number Of Cars,1,25
Household Income,Low,Household Type,type3,Number Of Bicycles,3,Number Of Cars,2,75
Household Income,Low,Household Type,type3,Number Of Bicycles,3,Number Of Cars,3,82
Household Size,1,Household Type,type1,Number Of Bicycles,0,Number Of Cars,0,5
Household Size,1,Household Type,type1,Number Of Bicycles,0,Number Of Cars,1,1
Household Size,1,Household Type,type1,Number Of Bicycles,0,Number Of Cars,2,4
Household Size,1,Household Type,type1,Number Of Bicycles,0,Number Of Cars,3,5
Household Size,1,Household Type,type2,Number Of Bicycles,0,Number Of Cars,0,5
Household Size,1,Household Type,type2,Number Of Bicycles,0,Number Of Cars,1,3
Household Size,1,Household Type,type2,Number Of Bicycles,0,Number Of Cars,2,3
Household Size,1,Household Type,type2,Number Of Bicycles,0,Number Of Cars,3,6
Household Size,1,Household Type,type3,Number Of Bicycles,0,Number Of Cars,0,5
Household Size,1,Household Type,type3,Number Of Bicycles,0,Number Of Cars,1,3
Household Size,1,Household Type,type3,Number Of Bicycles,0,Number Of Cars,2,5
Household Size,1,Household Type,type3,Number Of Bicycles,0,Number Of Cars,3,3
Household Size,1,Household Type,type1,Number Of Bicycles,1,Number Of Cars,0,2
Household Size,1,Household Type,type1,Number Of Bicycles,1,Number Of Cars,1,2
Household Size,1,Household Type,type1,Number Of Bicycles,1,Number Of Cars,2,6
Household Size,1,Household Type,type1,Number Of Bicycles,1,Number Of Cars,3,5
Household Size,1,Household Type,type2,Number Of Bicycles,1,Number Of Cars,0,6
Household Size,1,Household Type,type2,Number Of Bicycles,1,Number Of Cars,1,3
Household Size,1,Household Type,type2,Number Of Bicycles,1,Number Of Cars,2,2
Household Size,1,Household Type,type2,Number Of Bicycles,1,Number Of Cars,3,6
Household Size,1,Household Type,type3,Number Of Bicycles,1,Number Of Cars,0,1
Household Size,1,Household Type,type3,Number Of Bicycles,1,Number Of Cars,1,1
Household Size,1,Household Type,type3,Number Of Bicycles,1,Number Of Cars,2,3
Household Size,1,Household Type,type3,Number Of Bicycles,1,Number Of Cars,3,4
Household Size,1,Household Type,type1,Number Of Bicycles,2,Number Of Cars,0,2
Household Size,1,Household Type,type1,Number Of Bicycles,2,Number Of Cars,1,4
Household Size,1,Household Type,type1,Number Of Bicycles,2,Number Of Cars,2,3
Household Size,1,Household Type,type1,Number Of Bicycles,2,Number Of Cars,3,6
Household Size,1,Household Type,type2,Number Of Bicycles,2,Number Of Cars,0,3
Household Size,1,Household Type,type2,Number Of Bicycles,2,Number Of Cars,1,2
Household Size,1,Household Type,type2,Number Of Bicycles,2,Number Of Cars,2,3
Household Size,1,Household Type,type2,Number Of Bicycles,2,Number Of Cars,3,6
Household Size,1,Household Type,type3,Number Of Bicycles,2,Number Of Cars,0,6
Household Size,1,Household Type,type3,Number Of Bicycles,2,Number Of Cars,1,6
Household Size,1,Household Type,type3,Number Of Bicycles,2,Number Of Cars,2,3
Household Size,1,Household Type,type3,Number Of Bicycles,2,Number Of Cars,3,5
Household Size,1,Household Type,type1,Number Of Bicycles,3,Number Of Cars,0,4
Household Size,1,Household Type,type1,Number Of Bicycles,3,Number Of Cars,1,2
Household Size,1,Household Type,type1,Number Of Bicycles,3,Number Of Cars,2,6
Household Size,1,Household Type,type1,Number Of Bicycles,3,Number Of Cars,3,5
Household Size,1,Household Type,type2,Number Of Bicycles,3,Number Of Cars,0,1
Household Size,1,Household Type,type2,Number Of Bicycles,3,Number Of Cars,1,5
Household Size,1,Household Type,type2,Number Of Bicycles,3,Number Of Cars,2,4
Household Size,1,Household Type,type2,Number Of Bicycles,3,Number Of Cars,3,6
Household Size,1,Household Type,type3,Number Of Bicycles,3,Number Of Cars,0,1
Household Size,1,Household Type,type3,Number Of Bicycles,3,Number Of Cars,1,6
Household Size,1,Household Type,type3,Number Of Bicycles,3,Number Of Cars,2,5
Household Size,1,Household Type,type3,Number Of Bicycles,3,Number Of Cars,3,5
Household Size,2,Household Type,type1,Number Of Bicycles,0,Number Of Cars,0,6
Household Size,2,Household Type,type1,Number Of Bicycles,0,Number Of Cars,1,7
Household Size,2,Household Type,type1,Number Of Bicycles,0,Number Of Cars,2,2
Household Size,2,Household Type,type1,Number Of Bicycles,0,Number Of Cars,3,7
Household Size,2,Household Type,type2,Number Of Bicycles,0,Number Of Cars,0,1
Household Size,2,Household Type,type2,Number Of Bicycles,0,Number Of Cars,1,6
Household Size,2,Household Type,type2,Number Of Bicycles,0,Number Of Cars,2,3
Household Size,2,Household Type,type2,Number Of Bicycles,0,Number Of Cars,3,1
Household Size,2,Household Type,type3,Number Of Bicycles,0,Number Of Cars,0,4
Household Size,2,Household Type,type3,Number Of Bicycles,0,Number Of Cars,1,2
Household Size,2,Household Type,type3,Number Of Bicycles,0,Number Of Cars,2,3
Household Size,2,Household Type,type3,Number Of Bicycles,0,Number Of Cars,3,6
Household Size,2,Household Type,type1,Number Of Bicycles,1,Number Of Cars,0,7
Household Size,2,Household Type,type1,Number Of Bicycles,1,Number Of Cars,1,2
Household Size,2,Household Type,type1,Number Of Bicycles,1,Number Of Cars,2,8
Household Size,2,Household Type,type1,Number Of Bicycles,1,Number Of Cars,3,6
Household Size,2,Household Type,type2,Number Of Bicycles,1,Number Of Cars,0,3
Household Size,2,Household Type,type2,Number Of Bicycles,1,Number Of Cars,1,7
Household Size,2,Household Type,type2,Number Of Bicycles,1,Number Of Cars,2,6
Household Size,2,Household Type,type2,Number Of Bicycles,1,Number Of Cars,3,3
Household Size,2,Household Type,type3,Number Of Bicycles,1,Number Of Cars,0,8
Household Size,2,Household Type,type3,Number Of Bicycles,1,Number Of Cars,1,7
Household Size,2,Household Type,type3,Number Of Bicycles,1,Number Of Cars,2,2
Household Size,2,Household Type,type3,Number Of Bicycles,1,Number Of Cars,3,6
Household Size,2,Household Type,type1,Number Of Bicycles,2,Number Of Cars,0,4
Household Size,2,Household Type,type1,Number Of Bicycles,2,Number Of Cars,1,2
Household Size,2,Household Type,type1,Number Of Bicycles,2,Number Of Cars,2,5
Household Size,2,Household Type,type1,Number Of Bicycles,2,Number Of Cars,3,1
Household Size,2,Household Type,type2,Number Of Bicycles,2,Number Of Cars,0,3
Household Size,2,Household Type,type2,Number Of Bicycles,2,Number Of Cars,1,1
Household Size,2,Household Type,type2,Number Of Bicycles,2,Number Of Cars,2,6
Household Size,2,Household Type,type2,Number Of Bicycles,2,Number Of Cars,3,6
Household Size,2,Household Type,type3,Number Of Bicycles,2,Number Of Cars,0,8
Household Size,2,Household Type,type3,Number Of Bicycles,2,Number Of Cars,1,5
Household Size,2,Household Type,type3,Number Of Bicycles,2,Number Of Cars,2,8
Household Size,2,Household Type,type3,Number Of Bicycles,2,Number Of Cars,3,9
Household Size,2,Household Type,type1,Number Of Bicycles,3,Number Of Cars,0,9
Household Size,2,Household Type,type1,Number Of Bicycles,3,Number Of Cars,1,5
Household Size,2,Household Type,type1,Number Of Bicycles,3,Number Of Cars,2,1
Household Size,2,Household Type,type1,Number Of Bicycles,3,Number Of Cars,3,1
Household Size,2,Household Type,type2,Number Of Bicycles,3,Number Of Cars,0,4
Household Size,2,Household Type,type2,Number Of Bicycles,3,Number Of Cars,1,1
Household Size,2,Household Type,type2,Number Of Bicycles,3,Number Of Cars,2,3
Household Size,2,Household Type,type2,Number Of Bicycles,3,Number Of Cars,3,9
Household Size,2,Household Type,type3,Number Of Bicycles,3,Number Of Cars,0,5
Household Size,2,Household Type,type3,Number Of Bicycles,3,Number Of Cars,1,4
Household Size,2,Household Type,type3,Number Of Bicycles,3,Number Of Cars,2,9
Household Size,2,Household Type,type3,Number Of Bicycles,3,Number Of Cars,3,11
Household Size,3,Household Type,type1,Number Of Bicycles,0,Number Of Cars,0,6
Household Size,3,Household Type,type1,Number Of Bicycles,0,Number Of Cars,1,10
Household Size,3,Household Type,type1,Number Of Bicycles,0,Number Of Cars,2,6
Household Size,3,Household Type,type1,Number Of Bicycles,0,Number Of Cars,3,7
Household Size,3,Household Type,type2,Number Of Bicycles,0,Number Of Cars,0,6
Household Size,3,Household Type,type2,Number Of Bicycles,0,Number Of Cars,1,1
Household Size,3,Household Type,type2,Number Of Bicycles,0,Number Of Cars,2,9
Household Size,3,Household Type,type2,Number Of Bicycles,0,Number Of Cars,3,6
Household Size,3,Household Type,type3,Number Of Bicycles,0,Number Of Cars,0,1
Household Size,3,Household Type,type3,Number Of Bicycles,0,Number Of Cars,1,1
Household Size,3,Household Type,type3,Number Of Bicycles,0,Number Of Cars,2,12
Household Size,3,Household Type,type3,Number Of Bicycles,0,Number Of Cars,3,7
Household Size,3,Household Type,type1,Number Of Bicycles,1,Number Of Cars,0,5
Household Size,3,Household Type,type1,Number Of Bicycles,1,Number Of Cars,1,9
Household Size,3,Household Type,type1,Number Of Bicycles,1,Number Of Cars,2,2
Household Size,3,Household Type,type1,Number Of Bicycles,1,Number Of Cars,3,5
Household Size,3,Household Type,type2,Number Of Bicycles,1,Number Of Cars,0,3
Household Size,3,Household Type,type2,Number Of Bicycles,1,Number Of Cars,1,4
Household Size,3,Household Type,type2,Number Of Bicycles,1,Number Of Cars,2,6
Household Size,3,Household Type,type2,Number Of Bicycles,1,Number Of Cars,3,4
Household Size,3,Household Type,type3,Number Of Bicycles,1,Number Of Cars,0,15
Household Size,3,Household Type,type3,Number Of Bicycles,1,Number Of Cars,1,11
Household Size,3,Household Type,type3,Number Of Bicycles,1,Number Of Cars,2,14
Household Size,3,Household Type,type3,Number Of Bicycles,1,Number Of Cars,3,7
Household Size,3,Household Type,type1,Number Of Bicycles,2,Number Of Cars,0,9
Household Size,3,Household Type,type1,Number Of Bicycles,2,Number Of Cars,1,14
Household Size,3,Household Type,type1,Number Of Bicycles,2,Number Of Cars,2,9
Household Size,3,Household Type,type1,Number Of Bicycles,2,Number Of Cars,3,7
Household Size,3,Household Type,type2,Number Of Bicycles,2,Number Of Cars,0,15
Household Size,3,Household Type,type2,Number Of Bicycles,2,Number Of Cars,1,10
Household Size,3,Household Type,type2,Number Of Bicycles,2,Number Of Cars,2,5
Household Size,3,Household Type,type2,Number Of Bicycles,2,Number Of Cars,3,17
Household Size,3,Household Type,type3,Number Of Bicycles,2,Number Of Cars,0,5
Household Size,3,Household Type,type3,Number Of Bicycles,2,Number Of Cars,1,8
Household Size,3,Household Type,type3,Number Of Bicycles,2,Number Of Cars,2,18
Household Size,3,Household Type,type3,Number Of Bicycles,2,Number Of Cars,3,7
Household Size,3,Household Type,type1,Number Of Bicycles,3,Number Of Cars,0,11
Household Size,3,Household Type,type1,Number Of Bicycles,3,Number Of Cars,1,2
Household Size,3,Household Type,type1,Number Of Bicycles,3,Number Of Cars,2,24
Household Size,3,Household Type,type1,Number Of Bicycles,3,Number Of Cars,3,8
Household Size,3,Household Type,type2,Number Of Bicycles,3,Number Of Cars,0,4
Household Size,3,Household Type,type2,Number Of Bicycles,3,Number Of Cars,1,8
Household Size,3,Household Type,type2,Number Of Bicycles,3,Number Of Cars,2,36
Household Size,3,Household Type,type2,Number Of Bicycles,3,Number Of Cars,3,33
Household Size,3,Household Type,type3,Number Of Bicycles,3,Number Of Cars,0,41
Household Size,3,Household Type,type3,Number Of Bicycles,3,Number Of Cars,1,20
Household Size,3,Household Type,type3,Number Of Bicycles,3,Number Of Cars,2,5
Household Size,3,Household Type,type3,Number Of Bicycles,3,Number Of Cars,3,106
Household Income,High,Household Size,1,Number Of Bicycles,0,Number Of Cars,0,5
Household Income,High,Household Size,1,Number Of Bicycles,0,Number Of Cars,1,2
Household Income,High,Household Size,1,Number Of Bicycles,0,Number Of Cars,2,7
Household Income,High,Household Size,1,Number Of Bicycles,0,Number Of Cars,3,4
Household Income,High,Household Size,1,Number Of Bicycles,1,Number Of Cars,0,9
Household Income,High,Household Size,1,Number Of Bicycles,1,Number Of Cars,1,9
Household Income,High,Household Size,1,Number Of Bicycles,1,Number Of Cars,2,9
Household Income,High,Household Size,1,Number Of Bicycles,1,Number Of Cars,3,4
Household Income,High,Household Size,1,Number Of Bicycles,2,Number Of Cars,0,8
Household Income,High,Household Size,1,Number Of Bicycles,2,Number Of Cars,1,6
Household Income,High,Household Size,1,Number Of Bicycles,2,Number Of Cars,2,3
Household Income,High,Household Size,1,Number Of Bicycles,2,Number Of Cars,3,7
Household Income,High,Household Size,1,Number Of Bicycles,3,Number Of Cars,0,4
Household Income,High,Household Size,1,Number Of Bicycles,3,Number Of Cars,1,1
Household Income,High,Household Size,1,Number Of Bicycles,3,Number Of Cars,2,10
Household Income,High,Household Size,1,Number Of Bicycles,3,Number Of Cars,3,2
Household Income,High,Household Size,2,Number Of Bicycles,0,Number Of Cars,0,7
Household Income,High,Household Size,2,Number Of Bicycles,0,Number Of Cars,1,10
Household Income,High,Household Size,2,Number Of Bicycles,0,Number Of Cars,2,6
Household Income,High,Household Size,2,Number Of Bicycles,0,Number Of Cars,3,5
Household Income,High,Household Size,2,Number Of Bicycles,1,Number Of Cars,0,8
Household Income,High,Household Size,2,Number Of Bicycles,1,Number Of Cars,1,3
Household Income,High,Household Size,2,Number Of Bicycles,1,Number Of Cars,2,10
Household Income,High,Household Size,2,Number Of Bicycles,1,Number Of Cars,3,9
Household Income,High,Household Size,2,Number Of Bicycles,2,Number Of Cars,0,10
Household Income,High,Household Size,2,Number Of Bicycles,2,Number Of Cars,1,9
Household Income,High,Household Size,2,Number Of Bicycles,2,Number Of Cars,2,8
Household Income,High,Household Size,2,Number Of Bicycles,2,Number Of Cars,3,6
Household Income,High,Household Size,2,Number Of Bicycles,3,Number Of Cars,0,2
Household Income,High,Household Size,2,Number Of Bicycles,3,Number Of Cars,1,11
Household Income,High,Household Size,2,Number Of Bicycles,3,Number Of Cars,2,10
Household Income,High,Household Size,2,Number Of Bicycles,3,Number Of Cars,3,9
Household Income,High,Household Size,3,Number Of Bicycles,0,Number Of Cars,0,1
Household Income,High,Household Size,3,Number Of Bicycles,0,Number Of Cars,1,8
Household Income,High,Household Size,3,Number Of Bicycles,0,Number Of Cars,2,5
Household Income,High,Household Size,3,Number Of Bicycles,0,Number Of Cars,3,2
Household Income,High,Household Size,3,Number Of Bicycles,1,Number Of Cars,0,8
Household Income,High,Household Size,3,Number Of Bicycles,1,Number Of Cars,1,10
Household Income,High,Household Size,3,Number Of Bicycles,1,Number Of Cars,2,1
Household Income,High,Household Size,3,Number Of Bicycles,1,Number Of Cars,3,1
Household Income,High,Household Size,3,Number Of Bicycles,2,Number Of Cars,0,8
Household Income,High,Household Size,3,Number Of Bicycles,2,Number Of Cars,1,4
Household Income,High,Household Size,3,Number Of Bicycles,2,Number Of Cars,2,6
Household Income,High,Household Size,3,Number Of Bicycles,2,Number Of Cars,3,7
Household Income,High,Household Size,3,Number Of Bicycles,3,Number Of Cars,0,5
Household Income,High,Household Size,3,Number Of Bicycles,3,Number Of Cars,1,10
Household Income,High,Household Size,3,Number Of Bicycles,3,Number Of Cars,2,2
Household Income,High,Household Size,3,Number Of Bicycles,3,Number Of Cars,3,6
Household Income,Low,Household Size,1,Number Of Bicycles,0,Number Of Cars,0,3
Household Income,Low,Household Size,1,Number Of Bicycles,0,Number Of Cars,1,6
Household Income,Low,Household Size,1,Number Of Bicycles,0,Number Of Cars,2,6
