Age,21:25,Gender,false,Work,militaire,31,17
Age,21:25,Gender,false,Work,ouvrier,48,17
Age,21:25,Gender,false,Work,ouvrier_agricole,29,29
Age,21:25,Gender,false,Work,ouvrier_batiment,39,39
Age,21:25,Gender,false,Work,retraite,36,12
Age,21:25,Gender,false,Work,sans_activite,50,58
Age,21:25,Gender,true,Work,agriculteur,30,30
Age,21:25,Gender,true,Work,artisant,30,40
Age,21:25,Gender,true,Work,commercant,31,0
Age,21:25,Gender,true,Work,conducteur,36,55
Age,21:25,Gender,true,Work,ecolier,43,15
Age,21:25,Gender,true,Work,employe_prive,35,29
Age,21:25,Gender,true,Work,enseignant,43,28
Age,21:25,Gender,true,Work,militaire,32,34
Age,21:25,Gender,true,Work,ouvrier,34,38
Age,21:25,Gender,true,Work,ouvrier_agricole,51,40
Age,21:25,Gender,true,Work,ouvrier_batiment,45,50
Age,21:25,Gender,true,Work,retraite,34,56
Age,21:25,Gender,true,Work,sans_activite,37,35
Age,26:30,Gender,false,Work,agriculteur,38,24
Age,26:30,Gender,false,Work,artisant,36,36
Age,26:30,Gender,false,Work,commercant,37,14
Age,26:30,Gender,false,Work,conducteur,40,39
Age,26:30,Gender,false,Work,ecolier,48,45
Age,26:30,Gender,false,Work,employe_prive,32,32
Age,26:30,Gender,false,Work,enseignant,29,17
Age,26:30,Gender,false,Work,militaire,38,38
Age,26:30,Gender,false,Work,ouvrier,46,48
Age,26:30,Gender,false,Work,ouvrier_agricole,28,28
Age,26:30,Gender,false,Work,ouvrier_batiment,39,42
Age,26:30,Gender,false,Work,retraite,43,57
Age,26:30,Gender,false,Work,sans_activite,42,59
Age,26:30,Gender,true,Work,agriculteur,37,20
Age,26:30,Gender,true,Work,artisant,43,26
Age,26:30,Gender,true,Work,commercant,38,39
Age,26:30,Gender,true,Work,conducteur,31,31
Age,26:30,Gender,true,Work,ecolier,39,0
Age,26:30,Gender,true,Work,employe_prive,36,0
Age,26:30,Gender,true,Work,enseignant,40,40
Age,26:30,Gender,true,Work,militaire,35,12
Age,26:30,Gender,true,Work,ouvrier,31,37
Age,26:30,Gender,true,Work,ouvrier_agricole,39,54
Age,26:30,Gender,true,Work,ouvrier_batiment,32,13
Age,26:30,Gender,true,Work,retraite,40,40
Age,26:30,Gender,true,Work,sans_activite,36,66
Age,31:50,Gender,false,Work,agriculteur,35,0
Age,31:50,Gender,false,Work,artisant,28,28
Age,31:50,Gender,false,Work,commercant,35,0
Age,31:50,Gender,false,Work,conducteur,27,24
Age,31:50,Gender,false,Work,ecolier,38,9
Age,31:50,Gender,false,Work,employe_prive,41,41
Age,31:50,Gender,false,Work,enseignant,40,41
Age,31:50,Gender,false,Work,militaire,37,13
Age,31:50,Gender,false,Work,ouvrier,25,0
Age,31:50,Gender,false,Work,ouvrier_agricole,40,41
Age,31:50,Gender,false,Work,ouvrier_batiment,38,18
Age,31:50,Gender,false,Work,retraite,42,47
Age,31:50,Gender,false,Work,sans_activite,37,34
Age,31:50,Gender,true,Work,agriculteur,42,16
Age,31:50,Gender,true,Work,artisant,20,20
Age,31:50,Gender,true,Work,commercant,40,40
Age,31:50,Gender,true,Work,conducteur,30,0
Age,31:50,Gender,true,Work,ecolier,42,23
Age,31:50,Gender,true,Work,employe_prive,34,49
Age,31:50,Gender,true,Work,enseignant,36,38
Age,31:50,Gender,true,Work,militaire,37,41
Age,31:50,Gender,true,Work,ouvrier,34,33
Age,31:50,Gender,true,Work,ouvrier_agricole,38,52
Age,31:50,Gender,true,Work,ouvrier_batiment,35,35
Age,31:50,Gender,true,Work,retraite,35,33
Age,31:50,Gender,true,Work,sans_activite,32,22
Age,51:60,Gender,false,Work,agriculteur,35,36
Age,51:60,Gender,false,Work,artisant,28,26
Age,51:60,Gender,false,Work,commercant,36,0
Age,51:60,Gender,false,Work,conducteur,33,24
Age,51:60,Gender,false,Work,ecolier,42,77
Age,51:60,Gender,false,Work,employe_prive,36,37
Age,51:60,Gender,false,Work,enseignant,30,30
Age,51:60,Gender,false,Work,militaire,26,0
Age,51:60,Gender,false,Work,ouvrier,32,0
Age,51:60,Gender,false,Work,ouvrier_agricole,27,27
Age,51:60,Gender,false,Work,ouvrier_batiment,33,29
Age,51:60,Gender,false,Work,retraite,38,38
Age,51:60,Gender,false,Work,sans_activite,44,13
Age,51:60,Gender,true,Work,agriculteur,39,13
Age,51:60,Gender,true,Work,artisant,32,0
Age,51:60,Gender,true,Work,commercant,34,0
Age,51:60,Gender,true,Work,conducteur,35,10
Age,51:60,Gender,true,Work,ecolier,35,35
Age,51:60,Gender,true,Work,employe_prive,27,0
Age,51:60,Gender,true,Work,enseignant,28,0
Age,51:60,Gender,true,Work,militaire,38,38
Age,51:60,Gender,true,Work,ouvrier,32,55
Age,51:60,Gender,true,Work,ouvrier_agricole,46,47
Age,51:60,Gender,true,Work,ouvrier_batiment,31,0
Age,51:60,Gender,true,Work,retraite,28,20
Age,51:60,Gender,true,Work,sans_activite,37,0
Age,61:75,Gender,false,Work,agriculteur,47,47
Age,61:75,Gender,false,Work,artisant,42,57
Age,61:75,Gender,false,Work,commercant,39,39
Age,61:75,Gender,false,Work,conducteur,30,22
Age,61:75,Gender,false,Work,ecolier,40,0
Age,61:75,Gender,false,Work,employe_prive,43,43
Age,61:75,Gender,false,Work,enseignant,29,29
Age,61:75,Gender,false,Work,militaire,41,41
Age,61:75,Gender,false,Work,ouvrier,34,34
Age,61:75,Gender,false,Work,ouvrier_agricole,32,53
Age,61:75,Gender,false,Work,ouvrier_batiment,33,50
Age,61:75,Gender,false,Work,retraite,47,0
Age,61:75,Gender,false,Work,sans_activite,21,0
Age,61:75,Gender,true,Work,agriculteur,43,50
Age,61:75,Gender,true,Work,artisant,33,0
Age,61:75,Gender,true,Work,commercant,34,34
Age,61:75,Gender,true,Work,conducteur,35,0
Age,61:75,Gender,true,Work,ecolier,25,27
Age,61:75,Gender,true,Work,employe_prive,34,12
Age,61:75,Gender,true,Work,enseignant,31,31
Age,61:75,Gender,true,Work,militaire,36,36
Age,61:75,Gender,true,Work,ouvrier,25,0
Age,61:75,Gender,true,Work,ouvrier_agricole,39,39
Age,61:75,Gender,true,Work,ouvrier_batiment,39,39
Age,61:75,Gender,true,Work,retraite,31,31
Age,61:75,Gender,true,Work,sans_activite,33,0
Age,76:80,Gender,false,Work,agriculteur,44,44
Age,76:80,Gender,false,Work,artisant,30,30
Age,76:80,Gender,false,Work,commercant,27,16
Age,76:80,Gender,false,Work,conducteur,28,28
Age,76:80,Gender,false,Work,ecolier,41,41
Age,76:80,Gender,false,Work,employe_prive,45,45
Age,76:80,Gender,false,Work,enseignant,33,33
Age,76:80,Gender,false,Work,militaire,30,30
Age,76:80,Gender,false,Work,ouvrier,35,36
Age,76:80,Gender,false,Work,ouvrier_agricole,37,34
Age,76:80,Gender,false,Work,ouvrier_batiment,33,0
Age,76:80,Gender,false,Work,retraite,34,34
Age,76:80,Gender,false,Work,sans_activite,38,38
Age,76:80,Gender,true,Work,agriculteur,35,39
Age,76:80,Gender,true,Work,artisant,38,0
Age,76:80,Gender,true,Work,commercant,43,43
Age,76:80,Gender,true,Work,conducteur,24,24
Age,76:80,Gender,true,Work,ecolier,53,53
Age,76:80,Gender,true,Work,employe_prive,37,45
Age,76:80,Gender,true,Work,enseignant,38,38
Age,76:80,Gender,true,Work,militaire,33,33
Age,76:80,Gender,true,Work,ouvrier,41,0
Age,76:80,Gender,true,Work,ouvrier_agricole,36,0
Age,76:80,Gender,true,Work,ouvrier_batiment,34,34
Age,76:80,Gender,true,Work,retraite,32,32
Age,76:80,Gender,true,Work,sans_activite,29,29
Age,81:100,Gender,false,Work,agriculteur,31,31
Age,81:100,Gender,false,Work,artisant,31,31
Age,81:100,Gender,false,Work,commercant,22,0
Age,81:100,Gender,false,Work,conducteur,23,0
Age,81:100,Gender,false,Work,ecolier,40,40
Age,81:100,Gender,false,Work,employe_prive,33,33
Age,81:100,Gender,false,Work,enseignant,37,37
Age,81:100,Gender,false,Work,militaire,26,26
Age,81:100,Gender,false,Work,ouvrier,37,37
Age,81:100,Gender,false,Work,ouvrier_agricole,24,24
Age,81:100,Gender,false,Work,ouvrier_batiment,31,31
Age,81:100,Gender,false,Work,retraite,31,32
Age,81:100,Gender,false,Work,sans_activite,28,28
Age,81:100,Gender,true,Work,agriculteur,41,41
Age,81:100,Gender,true,Work,artisant,26,26
Age,81:100,Gender,true,Work,commercant,33,33
Age,81:100,Gender,true,Work,conducteur,35,35
Age,81:100,Gender,true,Work,ecolier,25,0
Age,81:100,Gender,true,Work,employe_prive,23,23
Age,81:100,Gender,true,Work,enseignant,34,34
Age,81:100,Gender,true,Work,militaire,26,0
Age,81:100,Gender,true,Work,ouvrier,47,47
Age,81:100,Gender,true,Work,ouvrier_agricole,38,38
Age,81:100,Gender,true,Work,ouvrier_batiment,46,47
Age,81:100,Gender,true,Work,retraite,34,0
Age,81:100,Gender,true,Work,sans_activite,35,35
