Household Income,Low,HouseholdSize,2,Number Of Cars,0,Household Type,type3,45,61
Household Income,Low,HouseholdSize,2,Number Of Cars,1,Household Type,type3,85,41
Household Income,Low,HouseholdSize,2,Number Of Cars,2,Household Type,type3,29,28
Household Income,Low,HouseholdSize,2,Number Of Cars,3,Household Type,type3,56,23
Household Income,High,HouseholdSize,3,Number Of Cars,0,Household Type,type1,55,12
Household Income,High,HouseholdSize,3,Number Of Cars,1,Household Type,type1,8,26
Household Income,High,HouseholdSize,3,Number Of Cars,2,Household Type,type1,10,10
Household Income,High,HouseholdSize,3,Number Of Cars,3,Household Type,type1,63,33
Household Income,High,HouseholdSize,3,Number Of Cars,0,Household Type,type2,75,125
Household Income,High,HouseholdSize,3,Number Of Cars,1,Household Type,type2,47,45
Household Income,High,HouseholdSize,3,Number Of Cars,2,Household Type,type2,55,22
Household Income,High,HouseholdSize,3,Number Of Cars,3,Household Type,type2,23,7
Household Income,High,HouseholdSize,3,Number Of Cars,0,Household Type,type3,47,16
Household Income,High,HouseholdSize,3,Number Of Cars,1,Household Type,type3,85,34
Household Income,High,HouseholdSize,3,Number Of Cars,2,Household Type,type3,84,48
Household Income,High,HouseholdSize,3,Number Of Cars,3,Household Type,type3,79,103
Household Income,Low,HouseholdSize,3,Number Of Cars,0,Household Type,type1,7,4
Household Income,Low,HouseholdSize,3,Number Of Cars,1,Household Type,type1,84,37
Household Income,Low,HouseholdSize,3,Number Of Cars,2,Household Type,type1,29,6
Household Income,Low,HouseholdSize,3,Number Of Cars,3,Household Type,type1,73,39
Household Income,Low,HouseholdSize,3,Number Of Cars,0,Household Type,type2,70,60
Household Income,Low,HouseholdSize,3,Number Of Cars,1,Household Type,type2,90,21
Household Income,Low,HouseholdSize,3,Number Of Cars,2,Household Type,type2,98,79
Household Income,Low,HouseholdSize,3,Number Of Cars,3,Household Type,type2,90,131
Household Income,Low,HouseholdSize,3,Number Of Cars,0,Household Type,type3,93,12
Household Income,Low,HouseholdSize,3,Number Of Cars,1,Household Type,type3,7,34
Household Income,Low,HouseholdSize,3,Number Of Cars,2,Household Type,type3,70,73
Household Income,Low,HouseholdSize,3,Number Of Cars,3,Household Type,type3,21,4
