householdID,householdSize,householdIncome,householdType,numberOfCars
54,1,High,type1,2
18,1,High,type1,1
40,1,High,type1,3
40,1,High,type1,3
51,1,High,type1,2
18,1,High,type1,1
41,1,High,type1,3
18,1,High,type1,1
40,1,High,type1,3
14,1,High,type1,3
14,1,High,type1,3
18,1,High,type1,1
36,1,High,type1,1
40,1,High,type1,3
30,1,High,type1,1
54,1,High,type1,2
51,1,High,type1,2
40,1,High,type1,3
36,1,High,type1,1
36,1,High,type1,1
30,1,High,type1,1
54,1,High,type1,2
14,1,High,type1,3
36,1,High,type1,1
40,1,High,type1,3
51,1,High,type1,2
54,1,High,type1,2
30,1,High,type1,1
51,1,High,type1,2
51,1,High,type1,2
40,1,High,type1,3
36,1,High,type1,1
40,1,High,type1,3
36,1,High,type1,1
30,1,High,type1,1
40,1,High,type1,3
14,1,High,type1,3
54,1,High,type1,2
18,1,High,type1,1
36,1,High,type1,1
41,1,High,type1,3
18,1,High,type1,1
54,1,High,type1,2
54,1,High,type1,2
14,1,High,type1,3
30,1,High,type1,1
54,1,High,type1,2
54,1,High,type1,2
18,1,High,type1,1
36,1,High,type1,1
36,1,High,type1,1
40,1,High,type1,3
51,1,High,type1,2
54,1,High,type1,2
30,1,High,type1,1
54,1,High,type1,2
36,1,High,type1,1
41,1,High,type1,3
36,1,High,type1,1
36,1,High,type1,1
54,1,High,type1,2
36,1,High,type1,1
51,1,High,type1,2
36,1,High,type1,1
30,1,High,type1,1
14,1,High,type1,3
51,1,High,type1,2
18,1,High,type1,1
51,1,High,type1,2
41,1,High,type1,3
41,1,High,type1,3
54,1,High,type1,2
18,1,High,type1,1
41,1,High,type1,3
51,1,High,type1,2
18,1,High,type1,1
14,1,High,type1,3
54,1,High,type1,2
40,1,High,type1,3
18,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
40,1,High,type1,3
51,1,High,type1,2
30,1,High,type1,1
41,1,High,type1,3
51,1,High,type1,2
14,1,High,type1,3
41,1,High,type1,3
40,1,High,type1,3
30,1,High,type1,1
51,1,High,type1,2
54,1,High,type1,2
40,1,High,type1,3
36,1,High,type1,1
14,1,High,type1,3
30,1,High,type1,1
54,1,High,type1,2
54,1,High,type1,2
30,1,High,type1,1
54,1,High,type1,2
18,1,High,type1,1
51,1,High,type1,2
41,1,High,type1,3
18,1,High,type1,1
18,1,High,type1,1
14,1,High,type1,3
41,1,High,type1,3
51,1,High,type1,2
18,1,High,type1,1
14,1,High,type1,3
18,1,High,type1,1
54,1,High,type1,2
18,1,High,type1,1
41,1,High,type1,3
54,1,High,type1,2
51,1,High,type1,2
54,1,High,type1,2
40,1,High,type1,3
51,1,High,type1,2
40,1,High,type1,3
40,1,High,type1,3
18,1,High,type1,1
30,1,High,type1,1
41,1,High,type1,3
51,1,High,type1,2
30,1,High,type1,1
41,1,High,type1,3
36,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
36,1,High,type1,1
51,1,High,type1,2
41,1,High,type1,3
30,1,High,type1,1
18,1,High,type1,1
54,1,High,type1,2
14,1,High,type1,3
14,1,High,type1,3
51,1,High,type1,2
41,1,High,type1,3
30,1,High,type1,1
14,1,High,type1,3
40,1,High,type1,3
14,1,High,type1,3
18,1,High,type1,1
14,1,High,type1,3
54,1,High,type1,2
14,1,High,type1,3
41,1,High,type1,3
54,1,High,type1,2
30,1,High,type1,1
30,1,High,type1,1
30,1,High,type1,1
41,1,High,type1,3
54,1,High,type1,2
41,1,High,type1,3
54,1,High,type1,2
54,1,High,type1,2
51,1,High,type1,2
41,1,High,type1,3
36,1,High,type1,1
51,1,High,type1,2
40,1,High,type1,3
40,1,High,type1,3
51,1,High,type1,2
54,1,High,type1,2
30,1,High,type1,1
30,1,High,type1,1
41,1,High,type1,3
14,1,High,type1,3
36,1,High,type1,1
54,1,High,type1,2
40,1,High,type1,3
41,1,High,type1,3
51,1,High,type1,2
30,1,High,type1,1
41,1,High,type1,3
51,1,High,type1,2
41,1,High,type1,3
51,1,High,type1,2
41,1,High,type1,3
14,1,High,type1,3
51,1,High,type1,2
54,1,High,type1,2
51,1,High,type1,2
41,1,High,type1,3
18,1,High,type1,1
36,1,High,type1,1
54,1,High,type1,2
14,1,High,type1,3
18,1,High,type1,1
18,1,High,type1,1
30,1,High,type1,1
14,1,High,type1,3
30,1,High,type1,1
54,1,High,type1,2
14,1,High,type1,3
36,1,High,type1,1
14,1,High,type1,3
41,1,High,type1,3
40,1,High,type1,3
36,1,High,type1,1
18,1,High,type1,1
41,1,High,type1,3
41,1,High,type1,3
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
9,1,High,type3,0
58,1,Low,type1,0
50,1,Low,type1,0
65,1,Low,type1,0
58,1,Low,type1,0
65,1,Low,type1,0
65,1,Low,type1,0
58,1,Low,type1,0
50,1,Low,type1,0
76,1,Low,type1,1
50,1,Low,type1,0
58,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
65,1,Low,type1,0
58,1,Low,type1,0
65,1,Low,type1,0
76,1,Low,type1,1
65,1,Low,type1,0
76,1,Low,type1,1
76,1,Low,type1,1
58,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
76,1,Low,type1,1
58,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
58,1,Low,type1,0
76,1,Low,type1,1
50,1,Low,type1,0
58,1,Low,type1,0
58,1,Low,type1,0
58,1,Low,type1,0
65,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
76,1,Low,type1,1
65,1,Low,type1,0
58,1,Low,type1,0
50,1,Low,type1,0
65,1,Low,type1,0
76,1,Low,type1,1
65,1,Low,type1,0
58,1,Low,type1,0
58,1,Low,type1,0
50,1,Low,type1,0
58,1,Low,type1,0
76,1,Low,type1,1
76,1,Low,type1,1
50,1,Low,type1,0
50,1,Low,type1,0
76,1,Low,type1,1
50,1,Low,type1,0
50,1,Low,type1,0
76,1,Low,type1,1
76,1,Low,type1,1
50,1,Low,type1,0
50,1,Low,type1,0
76,1,Low,type1,1
50,1,Low,type1,0
58,1,Low,type1,0
76,1,Low,type1,1
50,1,Low,type1,0
76,1,Low,type1,1
50,1,Low,type1,0
58,1,Low,type1,0
76,1,Low,type1,1
50,1,Low,type1,0
58,1,Low,type1,0
50,1,Low,type1,0
50,1,Low,type1,0
76,1,Low,type1,1
69,1,Low,type2,2
69,1,Low,type2,2
2,1,Low,type2,3
69,1,Low,type2,2
25,1,Low,type2,2
2,1,Low,type2,3
66,1,Low,type2,0
3,1,Low,type2,1
42,1,Low,type2,2
66,1,Low,type2,0
23,1,Low,type2,3
69,1,Low,type2,2
33,1,Low,type2,1
44,1,Low,type2,0
23,1,Low,type2,3
25,1,Low,type2,2
62,1,Low,type2,0
33,1,Low,type2,1
44,1,Low,type2,0
62,1,Low,type2,0
66,1,Low,type2,0
25,1,Low,type2,2
2,1,Low,type2,3
42,1,Low,type2,2
66,1,Low,type2,0
2,1,Low,type2,3
23,1,Low,type2,3
62,1,Low,type2,0
66,1,Low,type2,0
2,1,Low,type2,3
2,1,Low,type2,3
3,1,Low,type2,1
23,1,Low,type2,3
25,1,Low,type2,2
42,1,Low,type2,2
66,1,Low,type2,0
25,1,Low,type2,2
44,1,Low,type2,0
42,1,Low,type2,2
23,1,Low,type2,3
2,1,Low,type2,3
66,1,Low,type2,0
62,1,Low,type2,0
66,1,Low,type2,0
25,1,Low,type2,2
33,1,Low,type2,1
2,1,Low,type2,3
2,1,Low,type2,3
69,1,Low,type2,2
25,1,Low,type2,2
3,1,Low,type2,1
66,1,Low,type2,0
3,1,Low,type2,1
62,1,Low,type2,0
42,1,Low,type2,2
44,1,Low,type2,0
69,1,Low,type2,2
66,1,Low,type2,0
2,1,Low,type2,3
25,1,Low,type2,2
23,1,Low,type2,3
42,1,Low,type2,2
66,1,Low,type2,0
23,1,Low,type2,3
25,1,Low,type2,2
33,1,Low,type2,1
2,1,Low,type2,3
25,1,Low,type2,2
66,1,Low,type2,0
33,1,Low,type2,1
3,1,Low,type2,1
2,1,Low,type2,3
66,1,Low,type2,0
23,1,Low,type2,3
23,1,Low,type2,3
25,1,Low,type2,2
23,1,Low,type2,3
25,1,Low,type2,2
2,1,Low,type2,3
2,1,Low,type2,3
44,1,Low,type2,0
44,1,Low,type2,0
3,1,Low,type2,1
23,1,Low,type2,3
23,1,Low,type2,3
44,1,Low,type2,0
25,1,Low,type2,2
23,1,Low,type2,3
42,1,Low,type2,2
62,1,Low,type2,0
33,1,Low,type2,1
3,1,Low,type2,1
42,1,Low,type2,2
42,1,Low,type2,2
69,1,Low,type2,2
42,1,Low,type2,2
44,1,Low,type2,0
3,1,Low,type2,1
42,1,Low,type2,2
3,1,Low,type2,1
62,1,Low,type2,0
33,1,Low,type2,1
33,1,Low,type2,1
62,1,Low,type2,0
62,1,Low,type2,0
66,1,Low,type2,0
66,1,Low,type2,0
69,1,Low,type2,2
25,1,Low,type2,2
23,1,Low,type2,3
23,1,Low,type2,3
66,1,Low,type2,0
23,1,Low,type2,3
44,1,Low,type2,0
23,1,Low,type2,3
66,1,Low,type2,0
66,1,Low,type2,0
69,1,Low,type2,2
62,1,Low,type2,0
69,1,Low,type2,2
66,1,Low,type2,0
66,1,Low,type2,0
25,1,Low,type2,2
33,1,Low,type2,1
69,1,Low,type2,2
69,1,Low,type2,2
3,1,Low,type2,1
69,1,Low,type2,2
25,1,Low,type2,2
25,1,Low,type2,2
23,1,Low,type2,3
25,1,Low,type2,2
42,1,Low,type2,2
2,1,Low,type2,3
69,1,Low,type2,2
25,1,Low,type2,2
25,1,Low,type2,2
69,1,Low,type2,2
62,1,Low,type2,0
2,1,Low,type2,3
33,1,Low,type2,1
3,1,Low,type2,1
44,1,Low,type2,0
69,1,Low,type2,2
23,1,Low,type2,3
62,1,Low,type2,0
44,1,Low,type2,0
66,1,Low,type2,0
42,1,Low,type2,2
23,1,Low,type2,3
44,1,Low,type2,0
42,1,Low,type2,2
33,1,Low,type2,1
23,1,Low,type2,3
25,1,Low,type2,2
23,1,Low,type2,3
66,1,Low,type2,0
33,1,Low,type2,1
69,1,Low,type2,2
23,1,Low,type2,3
62,1,Low,type2,0
62,1,Low,type2,0
25,1,Low,type2,2
69,1,Low,type2,2
25,1,Low,type2,2
62,1,Low,type2,0
3,1,Low,type2,1
42,1,Low,type2,2
3,1,Low,type2,1
25,1,Low,type2,2
3,1,Low,type2,1
25,1,Low,type2,2
62,1,Low,type2,0
23,1,Low,type2,3
69,1,Low,type2,2
33,1,Low,type2,1
44,1,Low,type2,0
62,1,Low,type2,0
33,1,Low,type2,1
25,1,Low,type2,2
42,1,Low,type2,2
25,1,Low,type2,2
33,1,Low,type2,1
69,1,Low,type2,2
23,1,Low,type2,3
62,1,Low,type2,0
2,1,Low,type2,3
23,1,Low,type2,3
62,1,Low,type2,0
33,1,Low,type2,1
33,1,Low,type2,1
3,1,Low,type2,1
2,1,Low,type2,3
2,1,Low,type2,3
42,1,Low,type2,2
2,1,Low,type2,3
23,1,Low,type2,3
33,1,Low,type2,1
3,1,Low,type2,1
33,1,Low,type2,1
42,1,Low,type2,2
66,1,Low,type2,0
66,1,Low,type2,0
33,1,Low,type2,1
25,1,Low,type2,2
25,1,Low,type2,2
3,1,Low,type2,1
66,1,Low,type2,0
66,1,Low,type2,0
23,1,Low,type2,3
44,1,Low,type2,0
23,1,Low,type2,3
44,1,Low,type2,0
25,1,Low,type2,2
66,1,Low,type2,0
3,1,Low,type2,1
44,1,Low,type2,0
44,1,Low,type2,0
66,1,Low,type2,0
66,1,Low,type2,0
23,1,Low,type2,3
3,1,Low,type2,1
3,1,Low,type2,1
3,1,Low,type2,1
2,1,Low,type2,3
23,1,Low,type2,3
69,1,Low,type2,2
3,1,Low,type2,1
66,1,Low,type2,0
66,1,Low,type2,0
23,1,Low,type2,3
44,1,Low,type2,0
33,1,Low,type2,1
25,1,Low,type2,2
66,1,Low,type2,0
62,1,Low,type2,0
42,1,Low,type2,2
33,1,Low,type2,1
2,1,Low,type2,3
25,1,Low,type2,2
66,1,Low,type2,0
66,1,Low,type2,0
25,1,Low,type2,2
3,1,Low,type2,1
44,1,Low,type2,0
3,1,Low,type2,1
69,1,Low,type2,2
44,1,Low,type2,0
33,1,Low,type2,1
23,1,Low,type2,3
3,1,Low,type2,1
62,1,Low,type2,0
3,1,Low,type2,1
66,1,Low,type2,0
66,1,Low,type2,0
25,1,Low,type2,2
25,1,Low,type2,2
33,1,Low,type2,1
69,1,Low,type2,2
44,1,Low,type2,0
2,1,Low,type2,3
3,1,Low,type2,1
2,1,Low,type2,3
69,1,Low,type2,2
42,1,Low,type2,2
2,1,Low,type2,3
44,1,Low,type2,0
3,1,Low,type2,1
69,1,Low,type2,2
3,1,Low,type2,1
23,1,Low,type2,3
2,1,Low,type2,3
44,1,Low,type2,0
42,1,Low,type2,2
42,1,Low,type2,2
33,1,Low,type2,1
44,1,Low,type2,0
25,1,Low,type2,2
44,1,Low,type2,0
25,1,Low,type2,2
66,1,Low,type2,0
23,1,Low,type2,3
23,1,Low,type2,3
3,1,Low,type2,1
62,1,Low,type2,0
66,1,Low,type2,0
44,1,Low,type2,0
3,1,Low,type2,1
3,1,Low,type2,1
66,1,Low,type2,0
42,1,Low,type2,2
25,1,Low,type2,2
42,1,Low,type2,2
3,1,Low,type2,1
2,1,Low,type2,3
44,1,Low,type2,0
42,1,Low,type2,2
25,1,Low,type2,2
62,1,Low,type2,0
23,1,Low,type2,3
3,1,Low,type2,1
3,1,Low,type2,1
23,1,Low,type2,3
69,1,Low,type2,2
66,1,Low,type2,0
42,1,Low,type2,2
66,1,Low,type2,0
42,1,Low,type2,2
2,1,Low,type2,3
2,1,Low,type2,3
62,1,Low,type2,0
69,1,Low,type2,2
2,1,Low,type2,3
25,1,Low,type2,2
2,1,Low,type2,3
42,1,Low,type2,2
69,1,Low,type2,2
3,1,Low,type2,1
23,1,Low,type2,3
3,1,Low,type2,1
62,1,Low,type2,0
33,1,Low,type2,1
42,1,Low,type2,2
2,1,Low,type2,3
2,1,Low,type2,3
33,1,Low,type2,1
44,1,Low,type2,0
2,1,Low,type2,3
3,1,Low,type2,1
23,1,Low,type2,3
33,1,Low,type2,1
3,1,Low,type2,1
3,1,Low,type2,1
3,1,Low,type2,1
25,1,Low,type2,2
62,1,Low,type2,0
66,1,Low,type2,0
42,1,Low,type2,2
33,1,Low,type2,1
2,1,Low,type2,3
25,1,Low,type2,2
62,1,Low,type2,0
66,1,Low,type2,0
69,1,Low,type2,2
3,1,Low,type2,1
33,1,Low,type2,1
25,1,Low,type2,2
23,1,Low,type2,3
3,1,Low,type2,1
66,1,Low,type2,0
33,1,Low,type2,1
66,1,Low,type2,0
42,1,Low,type2,2
44,1,Low,type2,0
42,1,Low,type2,2
3,1,Low,type2,1
23,1,Low,type2,3
23,1,Low,type2,3
3,1,Low,type2,1
33,1,Low,type2,1
42,1,Low,type2,2
3,1,Low,type2,1
62,1,Low,type2,0
44,1,Low,type2,0
2,1,Low,type2,3
3,1,Low,type2,1
33,1,Low,type2,1
3,1,Low,type2,1
62,1,Low,type2,0
42,1,Low,type2,2
25,1,Low,type2,2
3,1,Low,type2,1
23,1,Low,type2,3
44,1,Low,type2,0
69,1,Low,type2,2
33,1,Low,type2,1
2,1,Low,type2,3
33,1,Low,type2,1
25,1,Low,type2,2
33,1,Low,type2,1
69,1,Low,type2,2
2,1,Low,type2,3
2,1,Low,type2,3
69,1,Low,type2,2
62,1,Low,type2,0
25,1,Low,type2,2
44,1,Low,type2,0
66,1,Low,type2,0
42,1,Low,type2,2
42,1,Low,type2,2
44,1,Low,type2,0
33,1,Low,type2,1
2,1,Low,type2,3
66,1,Low,type2,0
3,1,Low,type2,1
3,1,Low,type2,1
62,1,Low,type2,0
25,1,Low,type2,2
3,1,Low,type2,1
23,1,Low,type2,3
42,1,Low,type2,2
62,1,Low,type2,0
66,1,Low,type2,0
23,1,Low,type2,3
2,1,Low,type2,3
3,1,Low,type2,1
62,1,Low,type2,0
42,1,Low,type2,2
42,1,Low,type2,2
66,1,Low,type2,0
66,1,Low,type2,0
62,1,Low,type2,0
66,1,Low,type2,0
25,1,Low,type2,2
42,1,Low,type2,2
69,1,Low,type2,2
62,1,Low,type2,0
33,1,Low,type2,1
23,1,Low,type2,3
62,1,Low,type2,0
2,1,Low,type2,3
33,1,Low,type2,1
25,1,Low,type2,2
69,1,Low,type2,2
23,1,Low,type2,3
23,1,Low,type2,3
62,1,Low,type2,0
23,1,Low,type2,3
66,1,Low,type2,0
62,1,Low,type2,0
3,1,Low,type2,1
66,1,Low,type2,0
23,1,Low,type2,3
66,1,Low,type2,0
2,1,Low,type2,3
23,1,Low,type2,3
66,1,Low,type2,0
63,1,Low,type3,0
63,1,Low,type3,0
60,1,Low,type3,1
73,1,Low,type3,1
74,1,Low,type3,2
73,1,Low,type3,1
11,1,Low,type3,1
74,1,Low,type3,2
63,1,Low,type3,0
74,1,Low,type3,2
74,1,Low,type3,2
63,1,Low,type3,0
73,1,Low,type3,1
11,1,Low,type3,1
73,1,Low,type3,1
73,1,Low,type3,1
63,1,Low,type3,0
74,1,Low,type3,2
74,1,Low,type3,2
73,1,Low,type3,1
60,1,Low,type3,1
74,1,Low,type3,2
74,1,Low,type3,2
60,1,Low,type3,1
73,1,Low,type3,1
11,1,Low,type3,1
11,1,Low,type3,1
63,1,Low,type3,0
63,1,Low,type3,0
11,1,Low,type3,1
74,1,Low,type3,2
74,1,Low,type3,2
63,1,Low,type3,0
73,1,Low,type3,1
73,1,Low,type3,1
74,1,Low,type3,2
11,1,Low,type3,1
73,1,Low,type3,1
11,1,Low,type3,1
11,1,Low,type3,1
63,1,Low,type3,0
74,1,Low,type3,2
74,1,Low,type3,2
63,1,Low,type3,0
11,1,Low,type3,1
74,1,Low,type3,2
60,1,Low,type3,1
63,1,Low,type3,0
74,1,Low,type3,2
73,1,Low,type3,1
74,1,Low,type3,2
60,1,Low,type3,1
60,1,Low,type3,1
63,1,Low,type3,0
11,1,Low,type3,1
60,1,Low,type3,1
60,1,Low,type3,1
74,1,Low,type3,2
11,1,Low,type3,1
74,1,Low,type3,2
74,1,Low,type3,2
63,1,Low,type3,0
60,1,Low,type3,1
74,1,Low,type3,2
63,1,Low,type3,0
63,1,Low,type3,0
63,1,Low,type3,0
11,1,Low,type3,1
74,1,Low,type3,2
60,1,Low,type3,1
63,1,Low,type3,0
60,1,Low,type3,1
74,1,Low,type3,2
11,1,Low,type3,1
73,1,Low,type3,1
74,1,Low,type3,2
74,1,Low,type3,2
63,1,Low,type3,0
11,1,Low,type3,1
63,1,Low,type3,0
63,1,Low,type3,0
11,1,Low,type3,1
73,1,Low,type3,1
73,1,Low,type3,1
63,1,Low,type3,0
73,1,Low,type3,1
60,1,Low,type3,1
60,1,Low,type3,1
74,1,Low,type3,2
60,1,Low,type3,1
11,1,Low,type3,1
63,1,Low,type3,0
63,1,Low,type3,0
11,1,Low,type3,1
63,1,Low,type3,0
74,1,Low,type3,2
74,1,Low,type3,2
73,1,Low,type3,1
60,1,Low,type3,1
11,1,Low,type3,1
11,1,Low,type3,1
73,1,Low,type3,1
73,1,Low,type3,1
60,1,Low,type3,1
74,1,Low,type3,2
11,1,Low,type3,1
11,1,Low,type3,1
63,1,Low,type3,0
74,1,Low,type3,2
60,1,Low,type3,1
11,1,Low,type3,1
73,1,Low,type3,1
74,1,Low,type3,2
60,1,Low,type3,1
