Number Of Cars,1,HouseholdSize,2,Household Type,type3,158,150
Number Of Cars,2,HouseholdSize,2,Household Type,type3,103,102
Number Of Cars,3,HouseholdSize,2,Household Type,type3,88,105
Number Of Cars,0,HouseholdSize,3,Household Type,type1,62,82
Number Of Cars,1,HouseholdSize,3,Household Type,type1,92,125
Number Of Cars,2,HouseholdSize,3,Household Type,type1,39,33
Number Of Cars,3,HouseholdSize,3,Household Type,type1,136,90
Number Of Cars,0,HouseholdSize,3,Household Type,type2,145,182
Number Of Cars,1,HouseholdSize,3,Household Type,type2,137,100
Number Of Cars,2,HouseholdSize,3,Household Type,type2,153,159
Number Of Cars,3,HouseholdSize,3,Household Type,type2,113,107
Number Of Cars,0,HouseholdSize,3,Household Type,type3,140,121
Number Of Cars,1,HouseholdSize,3,Household Type,type3,92,53
Number Of Cars,2,HouseholdSize,3,Household Type,type3,154,178
Number Of Cars,3,HouseholdSize,3,Household Type,type3,100,134
