householdSize,householdIncome,householdType,numberOfCars,householdID
4,Low,type1,1,504
5,High,type3,0,505
2,High,type3,0,506
3,High,type3,3,507
5,High,type3,0,508
5,High,type1,0,509
2,High,type2,2,510
6,Low,type3,1,511
2,High,type2,2,512
3,High,type2,2,513
5,High,type3,0,514
5,Low,type2,3,515
4,Low,type3,2,516
6,High,type2,1,517
3,High,type1,3,518
4,Low,type1,3,519
4,High,type1,0,520
4,Low,type3,2,521
2,High,type3,0,522
3,Low,type1,3,523
2,High,type3,2,524
2,Low,type3,3,525
4,High,type3,3,526
4,Low,type2,2,527
2,High,type3,0,528
4,Low,type2,1,529
2,Low,type3,1,530
2,High,type1,1,531
3,High,type3,0,532
3,High,type3,3,533
4,High,type3,1,534
4,Low,type2,3,535
2,Low,type2,2,536
1,Low,type3,3,537
3,Low,type2,3,538
3,Low,type2,1,539
6,High,type2,0,540
6,High,type1,2,541
6,High,type1,0,542
2,High,type1,2,543
5,High,type1,2,544
6,Low,type3,1,545
2,High,type3,0,546
5,Low,type2,3,547
6,Low,type3,3,548
3,High,type1,3,549
5,Low,type3,2,550
3,High,type3,1,551
3,Low,type3,3,552
5,High,type1,3,553
3,Low,type3,0,554
5,Low,type2,1,555
1,Low,type2,3,556
2,High,type1,1,557
6,High,type2,3,558
4,Low,type1,1,559
5,High,type1,1,560
1,High,type2,2,561
5,Low,type1,1,562
1,High,type3,1,563
2,Low,type2,0,564
3,High,type3,0,565
1,Low,type1,1,566
5,Low,type1,0,567
2,High,type3,2,568
2,High,type1,3,569
1,High,type2,3,570
6,High,type1,0,571
2,Low,type1,3,572
2,High,type3,3,573
1,Low,type2,1,574
3,Low,type3,3,575
4,High,type3,1,576
2,Low,type1,2,577
5,High,type1,1,578
2,High,type2,1,579
4,High,type1,3,580
3,Low,type3,1,581
1,Low,type2,0,582
5,Low,type3,2,583
6,High,type1,3,584
6,High,type1,3,585
4,Low,type3,3,586
5,High,type1,2,587
1,High,type2,3,588
2,High,type2,1,589
6,Low,type3,2,590
3,High,type2,3,591
6,High,type1,0,592
4,High,type3,0,593
1,High,type2,0,594
6,High,type1,2,595
4,Low,type2,3,596
2,High,type2,1,597
3,High,type1,3,598
4,High,type1,3,599
6,High,type2,2,600
4,Low,type2,3,601
3,High,type3,1,602
5,High,type1,1,603
2,High,type1,2,604
5,High,type1,2,605
6,Low,type3,2,606
6,High,type3,1,607
4,High,type1,3,608
6,Low,type1,3,609
5,Low,type2,1,610
6,Low,type2,0,611
3,High,type2,0,612
5,High,type3,3,613
2,High,type1,2,614
6,Low,type1,3,615
6,Low,type1,1,616
6,Low,type1,0,617
4,High,type1,0,618
3,Low,type3,0,619
6,Low,type1,0,620
6,Low,type3,3,621
6,High,type2,0,622
4,Low,type2,3,623
1,High,type2,0,624
6,High,type1,1,625
3,High,type1,1,626
2,High,type2,0,627
6,Low,type3,1,628
2,Low,type3,2,629
1,High,type2,2,630
2,High,type3,1,631
5,High,type2,3,632
2,High,type2,0,633
2,Low,type1,3,634
1,High,type1,1,635
5,Low,type3,3,636
2,Low,type2,1,637
4,High,type2,3,638
5,High,type1,1,639
1,High,type1,2,640
5,High,type2,2,641
6,Low,type2,1,642
6,Low,type3,3,643
2,High,type1,0,644
6,Low,type1,3,645
1,High,type2,2,646
1,Low,type1,0,647
2,Low,type3,3,648
3,High,type3,1,649
6,High,type2,2,650
4,Low,type3,2,651
5,High,type1,0,652
4,Low,type1,1,653
5,Low,type1,2,654
4,High,type2,1,655
5,Low,type1,0,656
2,High,type1,3,657
4,High,type3,1,658
1,Low,type1,3,659
1,High,type3,1,660
4,Low,type1,3,661
5,Low,type2,0,662
6,Low,type3,3,663
3,High,type2,2,664
5,Low,type3,2,665
3,Low,type3,2,666
1,Low,type3,2,667
2,Low,type3,2,668
4,High,type2,0,669
4,High,type2,3,670
1,Low,type3,2,671
2,Low,type1,3,672
3,High,type2,2,673
5,Low,type2,3,674
4,Low,type1,1,675
2,Low,type2,1,676
3,High,type2,0,677
3,High,type1,3,678
5,High,type2,3,679
1,High,type1,0,680
4,Low,type3,3,681
5,Low,type2,0,682
3,Low,type2,0,683
4,Low,type2,1,684
5,High,type2,0,685
6,Low,type1,3,686
6,High,type3,0,687
5,High,type3,2,688
3,High,type1,0,689
5,High,type3,3,690
6,High,type2,2,691
2,High,type3,2,692
6,Low,type2,1,693
6,Low,type2,1,694
1,Low,type1,3,695
3,High,type1,3,696
6,High,type1,1,697
3,Low,type2,1,698
4,Low,type3,0,699
6,High,type3,2,700
4,High,type3,3,701
5,Low,type2,0,702
6,High,type3,1,703
2,High,type1,2,704
3,High,type1,3,705
2,Low,type1,2,706
6,Low,type3,3,707
5,High,type2,2,708
3,Low,type3,0,709
1,Low,type1,1,710
5,High,type2,2,711
6,High,type2,3,712
5,High,type2,3,713
6,High,type1,1,714
1,High,type1,1,715
6,Low,type1,2,716
2,Low,type1,0,717
4,High,type2,3,718
1,High,type3,1,719
2,Low,type3,3,720
4,Low,type3,3,721
5,Low,type2,3,722
2,Low,type1,0,723
3,High,type3,3,724
5,Low,type2,2,725
6,High,type3,1,726
3,High,type3,3,727
5,High,type3,3,728
5,Low,type2,3,729
4,Low,type3,1,730
3,Low,type3,0,731
2,High,type2,2,732
2,Low,type3,0,733
6,High,type3,1,734
1,Low,type3,2,735
4,Low,type3,3,736
1,High,type1,3,737
2,High,type3,1,738
3,High,type1,1,739
2,Low,type3,0,740
3,Low,type2,1,741
6,High,type1,2,742
4,Low,type2,3,743
4,Low,type1,3,744
1,Low,type2,3,745
5,Low,type3,0,746
6,Low,type3,1,747
5,High,type2,2,748
2,Low,type3,1,749
5,High,type3,2,750
4,High,type2,3,751
3,High,type2,1,752
6,Low,type1,3,753
3,Low,type2,3,754
4,High,type2,1,755
2,High,type1,3,756
3,Low,type2,1,757
2,Low,type1,2,758
6,High,type1,3,759
2,Low,type3,2,760
4,Low,type2,2,761
1,Low,type2,0,762
6,Low,type2,0,763
2,High,type2,1,764
3,Low,type2,3,765
3,Low,type2,0,766
6,High,type1,0,767
6,High,type1,1,768
6,Low,type2,0,769
3,High,type3,3,770
6,Low,type3,2,771
5,High,type3,2,772
4,High,type3,0,773
1,High,type1,3,774
5,Low,type2,1,775
2,High,type1,0,776
2,High,type1,0,777
5,High,type1,1,778
3,High,type2,0,779
6,Low,type1,1,780
6,High,type2,2,781
4,Low,type3,2,782
6,High,type1,0,783
5,High,type2,1,784
6,Low,type1,1,785
2,Low,type1,0,786
4,Low,type2,2,787
4,Low,type2,0,788
5,High,type1,2,789
6,Low,type1,3,790
1,Low,type3,3,791
6,Low,type2,3,792
2,High,type3,0,793
4,Low,type1,3,794
3,High,type2,2,795
2,High,type3,3,796
3,Low,type3,0,797
2,Low,type3,1,798
2,High,type1,2,799
3,High,type2,1,800
1,High,type2,1,801
6,High,type3,0,802
4,Low,type2,3,803
5,High,type2,2,804
1,High,type2,3,805
3,Low,type3,3,806
4,High,type3,0,807
5,High,type2,1,808
5,High,type3,1,809
2,Low,type2,3,810
6,High,type2,0,811
3,High,type3,1,812
1,High,type1,3,813
1,Low,type3,0,814
2,Low,type3,1,815
5,Low,type2,1,816
5,High,type3,0,817
5,Low,type1,1,818
5,High,type3,2,819
1,High,type3,3,820
5,High,type1,0,821
5,Low,type2,1,822
4,Low,type2,0,823
2,High,type2,0,824
6,High,type2,3,825
2,Low,type2,0,826
3,High,type1,0,827
1,High,type1,1,828
3,Low,type3,2,829
4,High,type3,3,830
5,Low,type3,0,831
1,Low,type3,3,832
5,Low,type1,2,833
3,High,type2,3,834
6,Low,type3,2,835
1,Low,type2,2,836
3,Low,type2,2,837
1,High,type3,0,838
1,Low,type1,3,839
2,High,type2,0,840
5,Low,type2,1,841
3,High,type2,3,842
2,Low,type1,2,843
3,Low,type2,0,844
5,Low,type3,3,845
3,Low,type2,3,846
3,High,type3,3,847
6,Low,type1,3,848
6,Low,type1,1,849
6,High,type3,2,850
1,Low,type3,1,851
5,Low,type1,0,852
2,Low,type3,0,853
3,High,type3,0,854
5,High,type2,2,855
6,High,type3,1,856
3,Low,type3,0,857
6,Low,type2,0,858
3,Low,type3,2,859
2,High,type2,3,860
2,Low,type3,0,861
5,High,type1,3,862
6,High,type2,0,863
1,Low,type1,2,864
2,Low,type3,1,865
3,Low,type2,3,866
3,Low,type3,2,867
6,High,type3,3,868
1,Low,type1,1,869
4,Low,type2,2,870
5,Low,type2,1,871
6,Low,type3,3,872
3,Low,type3,1,873
3,Low,type3,3,874
1,High,type2,0,875
6,Low,type3,3,876
3,High,type1,0,877
4,Low,type2,0,878
2,High,type3,2,879
2,High,type2,3,880
3,Low,type3,3,881
1,Low,type3,1,882
3,High,type2,3,883
3,Low,type2,0,884
6,Low,type1,3,885
1,High,type2,3,886
1,Low,type3,0,887
3,Low,type3,2,888
6,Low,type3,3,889
1,High,type1,0,890
2,Low,type1,0,891
2,High,type3,2,892
5,Low,type3,2,893
1,Low,type2,0,894
1,High,type3,3,895
4,High,type1,2,896
1,Low,type2,1,897
6,High,type2,1,898
6,Low,type3,1,899
4,Low,type2,0,900
2,High,type2,0,901
2,Low,type3,2,902
2,High,type2,3,903
6,High,type3,3,904
5,High,type2,2,905
5,Low,type1,0,906
2,High,type2,2,907
1,High,type3,1,908
5,Low,type3,3,909
2,Low,type1,1,910
4,Low,type3,3,911
3,High,type2,2,912
6,High,type3,1,913
3,Low,type1,1,914
6,High,type1,2,915
6,High,type3,2,916
6,Low,type2,0,917
6,High,type3,3,918
3,High,type3,3,919
6,High,type2,1,920
2,Low,type2,1,921
2,High,type3,0,922
5,Low,type2,0,923
4,Low,type1,1,924
3,Low,type2,0,925
3,High,type2,3,926
5,Low,type1,0,927
3,Low,type2,2,928
4,High,type1,3,929
1,High,type2,1,930
6,High,type2,3,931
6,High,type2,1,932
3,High,type3,3,933
3,High,type2,0,934
2,Low,type1,1,935
3,Low,type2,0,936
4,Low,type3,3,937
2,High,type1,2,938
1,High,type2,2,939
3,Low,type3,3,940
6,High,type2,0,941
2,Low,type1,3,942
4,Low,type2,2,943
6,Low,type2,0,944
4,Low,type3,2,945
1,High,type1,3,946
3,Low,type3,0,947
1,High,type1,0,948
2,Low,type1,0,949
5,Low,type2,2,950
4,Low,type2,1,951
4,Low,type3,1,952
4,High,type2,2,953
4,High,type1,2,954
3,High,type2,2,955
1,High,type2,0,956
3,Low,type1,3,957
6,High,type2,1,958
2,Low,type2,1,959
2,High,type1,2,960
6,High,type3,3,961
2,High,type3,3,962
3,Low,type2,0,963
2,High,type3,2,964
1,Low,type1,3,965
6,Low,type2,3,966
6,Low,type2,2,967
4,Low,type1,1,968
6,Low,type2,0,969
3,Low,type1,1,970
5,Low,type1,1,971
5,Low,type2,1,972
5,Low,type3,2,973
4,High,type2,0,974
6,High,type2,2,975
3,Low,type3,0,976
1,Low,type1,0,977
2,High,type3,2,978
4,High,type3,2,979
3,Low,type3,1,980
3,High,type3,3,981
4,Low,type2,3,982
2,Low,type3,3,983
3,High,type1,1,984
1,Low,type2,2,985
5,High,type3,1,986
6,High,type3,0,987
2,Low,type3,2,988
1,High,type2,2,989
5,High,type3,2,990
1,High,type2,1,991
3,High,type2,1,992
2,High,type1,0,993
6,High,type3,2,994
1,High,type3,0,995
1,Low,type3,1,996
5,High,type2,3,997
3,Low,type1,3,998
3,Low,type3,3,999
4,High,type1,3,1000
2,High,type3,0,1001
6,High,type3,1,1002
5,High,type1,3,1003
1,High,type3,3,1004
5,High,type1,2,1005
6,Low,type1,3,1006
4,High,type2,0,1007
6,High,type2,2,1008
1,High,type3,3,1009
3,High,type1,2,1010
6,Low,type2,2,1011
5,Low,type2,1,1012
5,Low,type1,3,1013
2,High,type3,1,1014
4,High,type1,1,1015
4,Low,type1,3,1016
4,High,type1,2,1017
4,High,type3,1,1018
6,High,type1,2,1019
2,High,type1,0,1020
2,Low,type2,1,1021
1,High,type2,3,1022
2,High,type1,3,1023
5,Low,type1,1,1024
5,High,type2,2,1025
5,Low,type1,2,1026
1,High,type2,3,1027
6,High,type3,3,1028
6,High,type1,3,1029
6,Low,type1,2,1030
4,High,type1,3,1031
2,Low,type3,1,1032
2,Low,type2,3,1033
2,High,type2,3,1034
4,Low,type1,0,1035
6,Low,type1,1,1036
1,High,type3,0,1037
1,High,type1,3,1038
1,Low,type1,2,1039
6,High,type2,3,1040
3,High,type2,1,1041
3,High,type1,3,1042
3,Low,type2,3,1043
1,Low,type1,3,1044
5,High,type1,0,1045
3,High,type2,0,1046
4,Low,type1,1,1047
3,Low,type1,1,1048
6,High,type3,2,1049
1,High,type1,3,1050
6,Low,type3,3,1051
2,Low,type2,3,1052
6,Low,type3,1,1053
3,Low,type3,1,1054
6,Low,type2,0,1055
6,Low,type3,3,1056
5,Low,type3,3,1057
6,Low,type2,3,1058
1,Low,type3,0,1059
6,High,type3,2,1060
5,Low,type2,1,1061
6,Low,type2,3,1062
2,Low,type1,2,1063
1,High,type1,2,1064
3,High,type3,3,1065
1,High,type2,2,1066
6,High,type3,3,1067
4,Low,type2,3,1068
2,High,type2,1,1069
1,High,type2,1,1070
2,Low,type2,1,1071
6,High,type3,2,1072
2,Low,type3,1,1073
1,High,type2,1,1074
4,Low,type3,0,1075
1,Low,type3,0,1076
3,Low,type3,2,1077
6,High,type2,1,1078
3,High,type2,1,1079
5,High,type3,1,1080
6,Low,type3,1,1081
1,Low,type3,2,1082
1,High,type2,2,1083
5,Low,type2,2,1084
4,High,type1,0,1085
4,Low,type2,1,1086
5,High,type1,3,1087
2,Low,type1,1,1088
1,Low,type2,1,1089
1,Low,type2,2,1090
3,High,type1,2,1091
5,High,type3,1,1092
5,High,type2,2,1093
2,Low,type1,0,1094
2,Low,type3,1,1095
2,High,type3,0,1096
1,Low,type2,1,1097
2,Low,type3,2,1098
2,High,type3,2,1099
2,High,type3,0,1100
2,Low,type3,2,1101
3,Low,type2,2,1102
4,Low,type3,2,1103
1,High,type2,2,1104
5,Low,type1,0,1105
2,High,type2,1,1106
4,High,type3,3,1107
2,Low,type2,1,1108
2,Low,type3,3,1109
6,High,type2,2,1110
2,High,type1,3,1111
4,High,type2,3,1112
3,High,type1,1,1113
5,Low,type2,0,1114
6,High,type1,0,1115
2,High,type3,3,1116
1,High,type1,0,1117
1,Low,type3,2,1118
6,High,type3,0,1119
4,High,type1,0,1120
3,High,type3,3,1121
5,Low,type1,2,1122
2,High,type1,2,1123
2,High,type1,2,1124
5,Low,type1,0,1125
3,High,type1,0,1126
6,Low,type1,2,1127
5,High,type3,0,1128
1,High,type3,2,1129
4,High,type3,1,1130
6,High,type1,1,1131
4,High,type2,1,1132
5,Low,type3,2,1133
1,Low,type3,0,1134
2,Low,type3,1,1135
2,High,type1,3,1136
3,Low,type2,1,1137
5,Low,type1,3,1138
2,Low,type2,1,1139
4,Low,type3,1,1140
6,High,type3,2,1141
2,High,type1,1,1142
4,High,type2,1,1143
1,High,type3,3,1144
5,High,type2,0,1145
4,Low,type2,1,1146
6,High,type3,2,1147
2,High,type3,2,1148
2,Low,type2,0,1149
1,Low,type1,3,1150
5,High,type1,0,1151
5,High,type2,3,1152
2,Low,type3,1,1153
4,Low,type1,1,1154
1,Low,type3,3,1155
5,High,type1,2,1156
2,Low,type3,2,1157
2,High,type3,0,1158
4,Low,type1,1,1159
6,High,type2,2,1160
6,High,type1,0,1161
2,High,type1,0,1162
5,Low,type3,2,1163
1,Low,type2,0,1164
2,Low,type3,1,1165
4,High,type1,1,1166
1,Low,type2,1,1167
4,High,type2,2,1168
5,High,type3,3,1169
1,High,type2,3,1170
6,Low,type3,3,1171
5,Low,type2,1,1172
2,Low,type3,3,1173
6,High,type2,3,1174
3,High,type3,1,1175
2,High,type2,2,1176
6,High,type1,3,1177
6,Low,type1,1,1178
4,High,type2,2,1179
2,Low,type3,1,1180
1,Low,type2,3,1181
3,Low,type2,2,1182
1,High,type2,0,1183
2,High,type3,2,1184
2,Low,type2,2,1185
3,Low,type3,0,1186
1,Low,type2,0,1187
3,Low,type1,1,1188
3,High,type2,1,1189
4,Low,type1,3,1190
3,High,type1,0,1191
6,Low,type1,1,1192
3,High,type2,3,1193
5,High,type3,0,1194
1,Low,type3,2,1195
5,Low,type1,0,1196
