householdSize,householdIncome,householdType,numberOfCars,householdID
1,High,type1,0,364
1,High,type3,3,365
1,High,type1,1,366
1,High,type2,2,367
1,High,type2,2,368
1,High,type1,1,369
1,High,type3,2,370
1,High,type1,2,371
1,High,type1,2,372
1,High,type3,3,373
1,High,type1,0,374
1,High,type2,3,375
1,High,type1,3,376
1,High,type1,2,377
1,High,type1,3,378
1,High,type1,0,379
1,High,type2,2,380
1,High,type3,2,381
1,High,type1,1,382
1,High,type2,2,383
1,High,type1,3,384
1,High,type2,3,385
1,High,type2,0,386
1,High,type1,0,387
1,High,type1,0,388
1,High,type3,3,389
1,High,type3,3,390
1,High,type3,2,391
1,High,type1,3,392
1,High,type3,0,393
1,High,type3,2,394
1,High,type1,1,395
1,High,type3,3,396
1,High,type1,2,397
1,High,type2,0,398
1,High,type2,0,399
1,High,type3,3,400
1,High,type1,3,401
1,High,type2,3,402
1,High,type2,2,403
1,High,type1,1,404
1,High,type1,1,405
1,High,type2,1,406
1,High,type3,2,407
1,High,type1,3,408
1,High,type3,3,409
1,High,type1,1,410
1,High,type1,1,411
1,High,type2,1,412
1,High,type1,1,413
1,High,type1,3,414
1,High,type2,0,415
1,High,type2,3,416
1,High,type1,3,417
1,High,type1,3,418
1,High,type3,3,419
1,High,type2,0,420
1,High,type1,2,421
1,High,type2,2,422
1,High,type1,1,423
1,High,type3,2,424
1,High,type1,2,425
1,High,type1,0,426
1,High,type1,0,427
1,High,type1,0,428
1,High,type2,3,429
1,High,type3,3,430
1,High,type3,2,431
1,High,type3,0,432
1,High,type1,3,433
1,High,type3,2,434
1,High,type2,0,435
1,High,type2,3,436
1,High,type2,0,437
1,High,type2,0,438
1,High,type1,3,439
1,High,type3,3,440
1,High,type1,3,441
1,High,type1,0,442
1,High,type1,0,443
1,High,type3,0,444
1,High,type2,0,445
1,High,type1,1,446
1,High,type3,1,447
1,High,type1,1,448
1,High,type3,3,449
1,High,type1,2,450
1,High,type1,2,451
1,High,type1,1,452
1,High,type1,3,453
1,High,type3,2,454
1,High,type1,2,455
1,High,type2,1,456
1,High,type2,0,457
1,High,type3,0,458
1,High,type1,3,459
1,High,type1,3,460
1,High,type1,3,461
1,High,type1,2,462
1,High,type2,2,463
1,High,type2,0,464
1,High,type1,2,465
1,High,type3,1,466
1,High,type1,3,467
1,High,type3,2,468
1,High,type2,0,469
1,High,type3,3,470
1,High,type1,3,471
1,High,type3,0,472
1,High,type2,3,473
1,High,type3,3,474
1,High,type2,1,475
1,High,type2,0,476
1,High,type1,3,477
1,High,type2,0,478
1,High,type1,2,479
1,High,type1,1,480
1,High,type1,2,481
1,High,type1,1,482
1,High,type3,2,483
1,High,type1,2,484
1,High,type2,3,485
1,High,type2,1,486
1,High,type1,3,487
1,High,type1,3,488
1,High,type3,1,489
1,High,type1,1,490
1,High,type1,3,491
1,High,type3,0,492
1,High,type1,1,493
1,High,type2,3,494
1,High,type3,2,495
1,High,type2,2,496
1,High,type2,1,497
1,High,type2,0,498
1,High,type2,0,499
1,High,type3,1,500
1,High,type3,1,501
1,High,type1,0,502
1,High,type2,1,503
1,High,type3,0,504
1,High,type3,0,505
1,High,type2,2,506
1,High,type1,2,507
1,High,type3,2,508
1,High,type3,3,509
1,High,type2,0,510
1,High,type1,2,511
1,High,type3,3,512
1,High,type1,0,513
1,High,type2,1,514
1,High,type2,1,515
1,High,type2,0,516
1,High,type1,1,517
1,High,type1,2,518
1,High,type1,1,519
1,High,type1,1,520
1,High,type1,2,521
1,High,type1,1,522
1,High,type1,0,523
1,High,type1,2,524
1,High,type2,3,525
1,High,type3,0,526
1,High,type1,1,527
1,High,type3,0,528
1,High,type3,2,529
1,High,type1,1,530
1,High,type1,1,531
1,High,type3,2,532
1,High,type2,3,533
1,High,type3,1,534
1,High,type3,1,535
1,High,type1,2,536
1,High,type3,3,537
1,High,type2,1,538
1,High,type3,3,539
1,High,type2,2,540
1,High,type1,1,541
1,High,type1,0,542
1,High,type1,1,543
1,High,type1,2,544
1,High,type3,2,545
1,High,type3,3,546
1,High,type3,0,547
1,High,type3,3,548
1,High,type1,3,549
1,High,type3,2,550
1,High,type1,3,551
1,High,type1,3,552
1,High,type2,1,553
1,High,type3,1,554
1,High,type2,0,555
1,High,type1,1,556
1,High,type1,0,557
1,High,type2,2,558
1,High,type1,0,559
1,High,type1,2,560
1,High,type1,2,561
1,High,type1,3,562
1,High,type1,0,563
1,High,type3,1,564
1,High,type1,1,565
1,High,type3,1,566
1,High,type3,0,567
1,High,type1,1,568
1,High,type1,1,569
1,High,type2,1,570
1,High,type3,1,571
1,High,type1,3,572
1,High,type3,1,573
1,High,type3,3,574
1,High,type1,2,575
1,High,type1,0,576
1,High,type1,2,577
1,High,type1,0,578
1,High,type1,3,579
1,High,type3,2,580
1,High,type3,0,581
1,High,type2,2,582
1,High,type1,1,583
1,High,type1,0,584
1,High,type3,0,585
1,High,type2,1,586
1,High,type2,3,587
1,High,type2,1,588
1,High,type2,3,589
1,High,type3,3,590
1,High,type1,1,591
1,High,type2,1,592
1,High,type3,2,593
1,High,type1,1,594
1,High,type2,1,595
1,High,type3,0,596
1,High,type1,1,597
1,High,type2,1,598
1,High,type1,2,599
1,High,type2,1,600
1,High,type1,3,601
1,High,type3,1,602
1,High,type2,0,603
1,High,type1,0,604
1,High,type3,0,605
1,High,type3,3,606
1,High,type3,0,607
1,High,type2,2,608
1,High,type3,2,609
1,High,type3,0,610
1,High,type1,2,611
1,High,type3,3,612
1,High,type2,0,613
1,High,type2,3,614
1,High,type1,2,615
1,High,type2,1,616
1,High,type1,1,617
1,High,type2,3,618
1,High,type1,0,619
1,High,type2,0,620
1,High,type1,3,621
1,High,type1,1,622
1,High,type1,2,623
1,High,type3,0,624
1,High,type1,1,625
1,High,type3,3,626
1,High,type1,0,627
1,High,type1,1,628
1,High,type2,0,629
1,High,type2,2,630
1,High,type3,3,631
1,High,type1,3,632
1,High,type2,1,633
1,High,type2,0,634
1,High,type3,0,635
1,High,type3,3,636
1,High,type1,2,637
1,High,type3,2,638
1,High,type1,1,639
1,High,type3,2,640
1,High,type2,3,641
1,High,type1,2,642
1,High,type3,1,643
1,High,type2,0,644
1,High,type3,3,645
1,High,type2,0,646
1,High,type1,2,647
1,High,type3,3,648
1,High,type1,2,649
1,High,type1,3,650
1,High,type1,1,651
1,High,type2,0,652
1,High,type3,0,653
1,High,type1,3,654
1,High,type2,3,655
1,High,type3,0,656
1,High,type2,3,657
1,High,type1,2,658
1,High,type3,3,659
1,High,type1,2,660
1,High,type3,3,661
1,High,type3,2,662
1,High,type1,2,663
1,High,type3,1,664
1,High,type1,3,665
1,High,type1,2,666
1,High,type3,2,667
1,High,type1,0,668
1,High,type3,2,669
1,High,type1,1,670
1,High,type1,2,671
1,High,type1,0,672
1,High,type2,0,673
1,High,type3,2,674
1,High,type1,3,675
1,High,type1,2,676
1,High,type3,2,677
1,High,type1,1,678
1,High,type3,3,679
1,High,type1,2,680
1,High,type1,2,681
1,High,type2,0,682
1,High,type2,2,683
1,High,type2,3,684
1,High,type1,2,685
1,High,type1,3,686
1,High,type2,3,687
1,High,type1,0,688
1,High,type3,3,689
1,High,type1,1,690
1,High,type3,1,691
1,High,type1,1,692
1,High,type1,1,693
1,High,type3,3,694
1,High,type1,3,695
1,High,type2,3,696
1,High,type3,1,697
1,High,type3,2,698
1,High,type1,1,699
1,High,type1,1,700
1,High,type1,2,701
1,High,type3,1,702
1,High,type2,1,703
1,High,type2,3,704
1,High,type1,1,705
1,High,type3,0,706
1,High,type2,0,707
1,High,type2,3,708
1,High,type3,2,709
1,High,type3,3,710
1,High,type1,0,711
1,High,type1,3,712
1,High,type1,1,713
1,High,type2,1,714
1,High,type1,1,715
1,High,type1,3,716
1,High,type3,1,717
1,High,type1,1,718
1,High,type2,0,719
1,High,type1,2,720
1,High,type2,0,721
1,High,type3,1,722
1,High,type1,2,723
1,High,type2,1,724
1,High,type3,0,725
1,High,type1,0,726
1,High,type1,2,727
1,High,type3,2,728
1,High,type3,2,729
1,High,type1,0,730
1,High,type3,3,731
1,High,type3,0,732
1,High,type1,2,733
1,High,type3,0,734
1,High,type1,3,735
1,High,type2,0,736
1,High,type2,1,737
1,High,type3,2,738
1,High,type2,2,739
1,High,type1,1,740
1,High,type2,3,741
1,High,type3,3,742
1,High,type3,3,743
1,High,type1,1,744
1,High,type3,0,745
1,High,type3,3,746
1,High,type1,3,747
1,High,type1,0,748
1,High,type1,0,749
1,High,type3,3,750
1,High,type3,3,751
1,High,type3,1,752
1,High,type3,3,753
1,High,type1,2,754
1,High,type3,2,755
1,High,type1,3,756
1,High,type1,1,757
1,High,type2,3,758
1,High,type2,3,759
1,High,type3,0,760
1,High,type1,2,761
1,High,type3,2,762
1,High,type3,2,763
1,High,type1,0,764
1,High,type1,3,765
1,High,type1,2,766
1,High,type2,0,767
1,High,type2,0,768
1,High,type1,2,769
1,High,type1,3,770
1,High,type3,0,771
1,High,type3,3,772
1,High,type1,1,773
1,High,type2,2,774
1,High,type1,1,775
1,High,type1,1,776
1,High,type2,1,777
1,High,type1,0,778
1,High,type2,0,779
1,High,type1,2,780
1,High,type2,3,781
1,High,type1,3,782
1,High,type1,1,783
1,High,type2,1,784
1,High,type2,0,785
1,High,type3,1,786
1,High,type1,3,787
1,High,type2,1,788
1,High,type3,1,789
1,High,type1,3,790
1,High,type1,2,791
1,High,type1,0,792
1,High,type1,3,793
1,High,type2,0,794
1,High,type2,2,795
1,High,type1,2,796
1,High,type3,2,797
1,High,type2,2,798
1,High,type2,3,799
1,High,type2,0,800
1,High,type1,1,801
1,High,type3,3,802
1,High,type3,3,803
1,High,type1,3,804
1,High,type3,2,805
1,High,type3,1,806
1,High,type3,2,807
1,High,type1,1,808
1,High,type1,3,809
1,High,type2,3,810
1,High,type1,1,811
1,High,type2,0,812
1,High,type2,0,813
1,High,type2,0,814
1,High,type2,3,815
1,High,type1,2,816
1,High,type3,2,817
1,High,type3,3,818
1,High,type3,2,819
1,High,type2,1,820
1,High,type1,2,821
1,High,type3,1,822
1,High,type1,2,823
1,High,type2,3,824
1,High,type1,1,825
1,High,type1,1,826
1,High,type2,1,827
1,High,type2,2,828
1,High,type1,2,829
1,High,type2,0,830
1,High,type3,3,831
1,High,type1,3,832
1,High,type3,3,833
1,High,type3,3,834
1,High,type2,1,835
1,High,type3,3,836
1,High,type2,1,837
1,High,type1,1,838
1,High,type1,3,839
1,High,type1,2,840
1,High,type3,3,841
1,High,type3,1,842
1,High,type2,1,843
1,High,type1,2,844
1,High,type1,1,845
1,High,type1,2,846
1,High,type1,1,847
1,High,type3,0,848
1,High,type1,0,849
1,High,type1,2,850
1,High,type3,0,851
1,High,type3,3,852
1,High,type2,1,853
1,High,type3,3,854
1,High,type2,3,855
1,High,type3,0,856
1,High,type2,3,857
1,High,type3,2,858
1,High,type1,0,859
1,High,type1,2,860
1,High,type2,0,861
1,High,type1,1,862
1,High,type3,0,863
1,High,type2,0,864
1,High,type2,1,865
1,High,type2,3,866
1,High,type1,3,867
1,High,type1,3,868
1,High,type2,3,869
1,High,type3,2,870
1,High,type3,2,871
1,High,type3,0,872
1,High,type3,0,873
1,High,type2,0,874
1,High,type2,0,875
1,High,type2,3,876
1,High,type2,1,877
1,High,type3,0,878
1,High,type1,3,879
1,High,type1,2,880
1,High,type3,0,881
1,High,type3,2,882
1,High,type1,2,883
1,High,type2,0,884
1,High,type1,1,885
1,High,type1,1,886
1,High,type1,0,887
1,High,type3,0,888
1,High,type1,3,889
1,High,type2,0,890
1,High,type3,0,891
1,High,type2,3,892
1,High,type3,3,893
1,High,type3,1,894
1,High,type2,0,895
1,High,type2,1,896
1,High,type2,0,897
1,High,type3,2,898
1,High,type2,2,899
1,High,type2,3,900
1,High,type1,0,901
1,High,type3,2,902
1,High,type2,2,903
1,High,type2,0,904
1,High,type1,3,905
1,High,type2,0,906
1,High,type3,0,907
1,High,type3,0,908
1,High,type3,1,909
1,High,type2,2,910
1,High,type2,0,911
1,High,type3,3,912
1,High,type3,3,913
1,High,type1,1,914
1,High,type3,0,915
1,High,type2,2,916
1,High,type1,2,917
1,High,type1,3,918
1,High,type1,2,919
1,High,type3,0,920
1,High,type2,3,921
1,High,type2,1,922
1,High,type1,3,923
1,High,type2,1,924
1,High,type2,1,925
1,High,type1,3,926
1,High,type1,1,927
1,High,type3,2,928
1,High,type1,1,929
1,High,type1,3,930
1,High,type3,0,931
1,High,type3,3,932
1,High,type1,2,933
1,High,type1,1,934
1,High,type3,0,935
1,High,type3,3,936
1,High,type3,3,937
1,High,type2,2,938
1,High,type3,0,939
1,High,type1,1,940
1,High,type3,0,941
1,High,type1,2,942
1,High,type1,1,943
1,High,type1,1,944
1,High,type2,1,945
1,High,type1,2,946
1,High,type2,1,947
1,High,type2,1,948
1,High,type3,2,949
1,High,type3,0,950
1,High,type1,1,951
1,High,type3,3,952
1,High,type3,1,953
1,High,type1,3,954
1,High,type2,1,955
1,High,type2,0,956
1,High,type3,0,957
1,High,type1,2,958
1,High,type3,0,959
1,High,type3,3,960
1,High,type3,2,961
1,High,type3,2,962
1,High,type2,1,963
1,High,type1,3,964
1,High,type3,2,965
1,High,type3,3,966
1,High,type2,1,967
1,High,type3,1,968
1,High,type3,0,969
1,High,type1,1,970
1,High,type1,1,971
1,High,type3,2,972
1,High,type2,2,973
1,High,type1,0,974
1,High,type1,2,975
1,High,type2,2,976
1,High,type3,3,977
1,High,type2,3,978
1,High,type3,1,979
1,High,type2,1,980
1,High,type1,1,981
1,High,type3,1,982
1,High,type1,3,983
1,High,type2,3,984
1,High,type1,2,985
1,High,type1,3,986
1,High,type3,0,987
1,High,type1,3,988
1,High,type1,3,989
1,High,type3,0,990
1,High,type1,2,991
1,High,type2,2,992
1,High,type3,2,993
1,High,type3,0,994
1,High,type2,1,995
1,High,type1,3,996
1,High,type1,3,997
1,High,type3,0,998
1,High,type2,0,999
1,High,type1,1,1000
1,High,type1,2,1001
1,High,type2,3,1002
1,High,type3,3,1003
1,High,type2,0,1004
1,High,type2,1,1005
1,High,type1,3,1006
1,High,type1,0,1007
1,High,type3,2,1008
1,High,type2,2,1009
1,High,type1,3,1010
1,High,type2,3,1011
1,High,type1,2,1012
1,High,type2,3,1013
1,High,type2,3,1014
1,High,type1,2,1015
1,High,type1,1,1016
1,High,type2,2,1017
1,High,type2,0,1018
1,High,type1,1,1019
1,High,type3,3,1020
1,High,type3,3,1021
1,High,type3,1,1022
1,High,type1,2,1023
1,High,type3,3,1024
1,High,type1,3,1025
1,High,type2,3,1026
1,High,type2,1,1027
1,High,type1,1,1028
1,High,type1,1,1029
1,High,type3,3,1030
1,High,type1,1,1031
1,High,type2,3,1032
1,High,type3,2,1033
1,High,type2,3,1034
1,High,type2,2,1035
1,High,type1,2,1036
1,High,type3,3,1037
1,High,type1,2,1038
1,High,type1,1,1039
1,High,type2,1,1040
1,High,type3,1,1041
1,High,type3,0,1042
1,High,type3,0,1043
1,High,type1,0,1044
1,High,type2,3,1045
1,High,type2,3,1046
1,High,type1,3,1047
1,High,type3,1,1048
1,High,type2,0,1049
1,High,type1,3,1050
1,High,type2,3,1051
1,High,type3,3,1052
1,High,type1,1,1053
1,High,type1,0,1054
1,High,type2,1,1055
1,High,type1,3,1056
1,High,type3,2,1057
1,High,type2,1,1058
1,High,type1,1,1059
1,High,type1,0,1060
1,High,type3,0,1061
1,High,type3,3,1062
1,High,type3,1,1063
1,High,type3,1,1064
1,High,type1,0,1065
1,High,type1,2,1066
1,High,type2,1,1067
1,High,type3,1,1068
1,High,type2,3,1069
1,High,type2,1,1070
1,High,type1,1,1071
1,High,type3,1,1072
1,High,type1,3,1073
1,High,type3,0,1074
1,High,type1,3,1075
1,High,type1,3,1076
1,High,type1,1,1077
1,High,type1,1,1078
1,High,type1,1,1079
1,High,type1,0,1080
1,High,type1,0,1081
1,High,type1,1,1082
1,High,type1,1,1083
1,High,type2,1,1084
1,High,type1,1,1085
1,High,type1,3,1086
1,High,type2,2,1087
1,High,type2,3,1088
1,High,type2,2,1089
1,High,type1,2,1090
1,High,type2,1,1091
1,High,type3,0,1092
1,High,type2,0,1093
1,High,type3,3,1094
1,High,type1,3,1095
1,High,type2,0,1096
1,High,type1,2,1097
1,High,type3,1,1098
1,High,type3,3,1099
1,High,type3,1,1100
1,High,type2,1,1101
1,High,type1,1,1102
1,High,type2,0,1103
1,High,type3,2,1104
1,High,type1,3,1105
1,High,type3,3,1106
1,High,type1,0,1107
1,High,type1,2,1108
1,High,type3,1,1109
1,High,type3,2,1110
1,High,type1,2,1111
1,High,type1,0,1112
1,High,type1,2,1113
1,High,type1,1,1114
1,High,type2,3,1115
1,High,type3,0,1116
1,High,type1,2,1117
1,High,type2,2,1118
1,High,type1,2,1119
1,High,type1,0,1120
1,High,type3,2,1121
1,High,type1,2,1122
1,High,type2,1,1123
1,High,type1,1,1124
1,High,type1,1,1125
1,High,type3,2,1126
1,High,type1,0,1127
1,High,type3,3,1128
1,High,type3,3,1129
1,High,type1,0,1130
1,High,type3,0,1131
1,High,type3,0,1132
1,High,type3,3,1133
1,High,type3,2,1134
1,High,type2,0,1135
1,High,type1,0,1136
1,High,type1,2,1137
1,High,type1,3,1138
1,High,type1,2,1139
1,High,type1,2,1140
1,High,type1,1,1141
1,High,type3,1,1142
1,High,type2,0,1143
1,High,type3,2,1144
1,High,type3,3,1145
1,High,type1,2,1146
1,High,type1,1,1147
1,High,type3,0,1148
1,High,type3,3,1149
1,High,type1,1,1150
1,High,type1,1,1151
1,High,type3,2,1152
1,High,type2,3,1153
1,High,type1,1,1154
1,High,type3,1,1155
1,High,type3,1,1156
1,High,type3,3,1157
1,High,type1,3,1158
1,High,type1,1,1159
1,High,type3,1,1160
1,High,type1,2,1161
1,High,type2,3,1162
1,High,type2,0,1163
1,High,type1,0,1164
1,High,type1,3,1165
1,High,type1,2,1166
1,High,type1,2,1167
1,High,type3,0,1168
1,High,type1,0,1169
1,High,type1,2,1170
1,High,type2,3,1171
1,High,type2,1,1172
1,High,type2,2,1173
1,High,type1,3,1174
1,High,type2,3,1175
1,High,type3,0,1176
1,High,type1,0,1177
1,High,type3,0,1178
1,High,type1,1,1179
1,High,type1,2,1180
1,High,type3,0,1181
1,High,type1,1,1182
1,High,type2,0,1183
1,High,type2,3,1184
1,High,type2,2,1185
1,High,type3,0,1186
1,High,type3,2,1187
1,High,type3,3,1188
1,High,type1,3,1189
1,High,type2,0,1190
1,High,type1,1,1191
1,High,type2,0,1192
1,High,type3,3,1193
1,High,type1,1,1194
1,High,type1,1,1195
1,High,type2,1,1196
1,High,type1,1,1197
1,High,type2,3,1198
1,High,type3,3,1199
1,High,type2,3,1200
1,High,type1,1,1201
1,High,type3,1,1202
1,High,type1,3,1203
1,High,type3,2,1204
1,High,type2,3,1205
1,High,type1,1,1206
1,High,type2,3,1207
1,High,type2,3,1208
1,High,type3,2,1209
1,High,type3,1,1210
1,High,type3,3,1211
1,High,type3,1,1212
1,High,type2,2,1213
1,High,type3,2,1214
1,High,type3,3,1215
1,High,type3,3,1216
1,High,type3,2,1217
1,High,type1,0,1218
1,High,type1,2,1219
1,High,type1,1,1220
1,High,type1,1,1221
1,High,type3,0,1222
1,High,type1,1,1223
1,High,type1,1,1224
1,High,type1,3,1225
1,High,type3,1,1226
1,High,type1,3,1227
1,High,type1,1,1228
1,High,type1,1,1229
1,High,type2,1,1230
1,High,type3,3,1231
1,High,type2,1,1232
1,High,type3,2,1233
1,High,type3,3,1234
1,High,type2,0,1235
1,High,type1,3,1236
1,High,type2,2,1237
1,High,type1,0,1238
1,High,type1,0,1239
1,High,type1,2,1240
1,High,type1,2,1241
1,High,type3,3,1242
1,High,type1,0,1243
1,High,type1,2,1244
