householdSize,householdIncome,householdType,numberOfCars,householdID
6,Low,type2,1,2381
2,High,type1,0,4405
5,Low,type2,1,17588
5,Low,type3,3,9126
2,Low,type1,1,12574
3,Low,type2,1,5300
6,High,type1,2,9202
2,High,type2,1,15466
4,Low,type3,2,10121
2,High,type2,2,11625
4,High,type2,1,7490
5,High,type2,0,15332
2,High,type1,1,3840
3,Low,type3,2,9320
4,Low,type3,2,16088
1,High,type1,3,14441
5,High,type1,2,3211
4,High,type2,3,15904
1,High,type1,1,12612
4,Low,type3,2,16009
5,Low,type3,0,3939
5,High,type1,0,14387
1,High,type2,0,15708
4,High,type2,1,9542
3,High,type1,2,16857
5,Low,type3,3,15455
3,High,type3,0,321
6,Low,type3,0,8749
1,Low,type3,0,2372
1,High,type2,2,256
4,Low,type2,1,529
2,Low,type2,0,17432
2,Low,type2,1,10470
3,Low,type1,2,2949
1,Low,type2,3,5795
5,Low,type1,0,7139
1,High,type3,0,353
6,Low,type1,0,14029
1,High,type3,1,14115
1,Low,type2,2,11902
3,High,type1,1,8729
2,Low,type2,1,4810
2,Low,type1,3,14846
5,Low,type1,3,16683
6,Low,type3,1,3850
6,Low,type2,3,8989
6,Low,type1,3,5073
1,Low,type3,3,17775
3,High,type3,0,7849
5,High,type3,1,17314
1,High,type3,3,5901
4,Low,type2,0,8902
2,Low,type1,3,16782
1,Low,type3,3,15364
2,Low,type2,3,3145
6,Low,type1,3,13792
5,Low,type3,2,15835
4,Low,type1,3,2986
5,High,type1,1,5457
1,Low,type3,1,17723
2,Low,type2,3,15653
2,High,type1,2,14627
3,High,type2,3,6577
1,High,type2,0,13715
2,High,type3,3,7414
6,High,type3,3,6097
6,High,type3,1,4361
1,Low,type1,0,14854
4,High,type2,3,11832
2,High,type1,3,16101
4,High,type1,1,5758
5,High,type3,0,3925
1,High,type2,3,6181
2,Low,type1,3,8413
2,Low,type3,2,9730
2,High,type2,2,8074
4,Low,type2,0,17949
5,Low,type2,2,12704
1,High,type2,1,13272
4,Low,type1,0,18569
2,Low,type3,0,8515
1,Low,type2,0,14851
1,High,type1,1,12669
6,Low,type2,2,8415
1,High,type3,3,3673
1,Low,type3,0,16885
3,High,type2,1,19247
2,High,type3,3,15815
2,High,type2,3,18700
1,High,type2,1,12870
4,Low,type2,3,15995
6,High,type3,3,12342
1,Low,type2,2,3044
4,High,type3,3,17088
5,High,type3,2,5397
5,High,type2,1,11394
1,Low,type2,3,7693
5,High,type3,3,15672
1,High,type2,1,13770
5,Low,type1,2,17991
1,Low,type3,3,8495
2,High,type1,2,11232
5,Low,type3,2,3706
3,Low,type3,1,14082
2,Low,type3,3,8072
6,Low,type3,0,7120
3,Low,type2,0,6938
2,High,type2,3,7544
1,High,type2,1,14334
5,Low,type1,0,10158
4,Low,type2,2,5925
4,High,type2,3,9684
4,High,type2,3,670
5,Low,type3,3,1760
5,High,type1,0,14362
1,High,type1,2,19905
6,Low,type3,2,11985
5,High,type3,1,6085
1,High,type3,3,183
1,High,type1,3,501
3,Low,type2,1,5473
1,Low,type3,0,11978
2,High,type3,1,1326
6,High,type3,1,12391
6,Low,type2,2,15854
5,High,type2,0,4196
2,Low,type1,3,7683
1,Low,type1,1,11834
4,High,type3,2,19125
2,Low,type3,1,282
1,Low,type3,3,12640
2,High,type3,0,528
5,Low,type3,2,9314
2,High,type2,3,6146
2,Low,type1,3,4701
4,Low,type3,2,7842
2,High,type2,0,6
2,High,type1,3,15529
1,Low,type1,3,1751
2,Low,type2,0,15070
1,Low,type2,2,14013
2,Low,type1,2,12725
1,Low,type2,0,8788
1,High,type1,3,6786
1,High,type1,1,11503
3,High,type1,1,4936
4,High,type3,2,12628
1,Low,type3,2,15049
1,Low,type1,0,11792
5,High,type3,1,5522
6,Low,type3,1,3516
4,Low,type1,1,13606
5,High,type1,2,2425
5,Low,type1,3,10604
2,High,type2,0,17992
4,Low,type3,1,11341
2,High,type1,1,12673
5,High,type1,1,12734
4,High,type2,2,6606
4,Low,type2,2,527
3,Low,type2,0,127
1,Low,type1,1,7997
4,Low,type3,2,4305
5,High,type1,0,8104
1,Low,type3,2,3617
5,High,type1,2,3419
5,High,type2,1,5422
1,High,type3,2,8958
5,High,type2,3,11449
5,Low,type1,3,17175
4,Low,type2,2,19690
2,Low,type3,0,9630
1,Low,type1,0,8569
5,High,type1,1,3377
2,High,type1,3,11248
2,Low,type1,0,19662
2,Low,type2,2,6893
1,High,type1,0,6289
5,Low,type1,2,8547
1,High,type1,3,16720
4,High,type2,3,3832
5,High,type3,1,13643
1,Low,type2,0,8295
5,Low,type2,0,5090
1,High,type3,3,4927
3,High,type3,3,15037
2,High,type2,2,9168
6,Low,type3,0,12644
3,Low,type3,3,16146
2,Low,type3,1,749
5,Low,type1,2,10417
3,High,type1,3,6639
1,High,type2,1,12782
1,Low,type1,2,10867
6,Low,type1,1,6306
3,Low,type1,0,14047
4,Low,type3,2,18500
6,Low,type2,0,6480
6,High,type3,3,5980
3,Low,type3,0,13939
5,High,type1,2,9353
1,High,type3,2,19571
5,Low,type2,0,15924
3,High,type1,0,14709
4,Low,type1,2,4764
5,Low,type3,2,15406
1,High,type3,1,16184
1,Low,type3,3,7710
2,Low,type3,1,11952
5,Low,type3,2,18316
6,High,type2,0,4003
3,High,type2,2,6680
4,High,type2,2,13493
1,High,type1,0,18238
1,Low,type1,0,2507
2,Low,type2,2,6091
6,High,type2,1,3563
6,High,type3,3,15841
2,Low,type1,3,16051
4,Low,type1,2,17251
6,Low,type2,1,19507
1,Low,type2,3,16863
6,High,type1,0,4448
2,Low,type1,3,14314
2,Low,type2,1,4794
4,High,type1,0,345
6,High,type2,0,16772
3,Low,type3,0,75
3,Low,type3,2,8858
4,High,type1,3,8672
1,Low,type1,0,7571
2,Low,type2,2,14467
3,Low,type2,1,12962
3,Low,type3,3,7068
4,Low,type2,2,17253
1,Low,type1,3,14830
2,High,type3,0,793
2,High,type3,1,18946
2,High,type2,1,12417
4,Low,type1,1,19486
4,High,type1,3,3860
3,Low,type2,2,7428
1,High,type3,3,14776
2,High,type2,0,18409
6,High,type2,3,18191
5,Low,type2,1,19626
2,Low,type3,0,5989
4,Low,type3,3,17228
6,Low,type2,2,6890
4,High,type3,3,7603
4,High,type1,2,3099
3,High,type1,3,2012
2,Low,type2,0,7614
5,Low,type1,2,9663
1,High,type1,3,6504
6,Low,type1,0,19056
3,High,type1,3,14898
4,High,type2,2,12355
1,Low,type1,3,12079
4,High,type1,3,10213
3,Low,type2,3,18082
1,Low,type3,2,14238
5,Low,type3,3,283
1,High,type1,0,9334
4,Low,type2,1,14018
3,Low,type1,3,14797
1,Low,type3,3,14597
2,High,type2,3,7547
4,High,type1,1,5309
3,Low,type1,0,12655
6,Low,type2,1,18647
2,High,type2,2,6969
2,High,type1,3,12526
2,High,type3,1,6275
6,Low,type3,1,4130
2,Low,type1,2,16848
3,Low,type3,3,18851
4,High,type3,2,15847
2,Low,type1,3,7666
5,Low,type1,0,8480
6,Low,type2,0,16560
2,High,type3,3,11194
6,High,type1,2,2651
1,High,type1,2,15577
5,Low,type1,2,11658
5,High,type2,1,17530
4,High,type1,1,6136
1,High,type3,3,7829
5,High,type1,0,9272
3,High,type1,2,3554
5,Low,type2,1,8623
3,High,type3,3,19126
3,Low,type2,3,6667
2,Low,type3,3,5601
6,High,type2,1,17966
5,Low,type1,1,4871
5,High,type2,0,3847
6,High,type3,3,19024
2,Low,type2,1,5916
2,High,type1,1,3317
5,Low,type1,1,11604
3,High,type1,0,3530
6,High,type3,2,10924
1,Low,type3,2,266
2,High,type3,0,17642
3,Low,type3,0,1186
1,Low,type2,0,16551
2,Low,type3,2,9533
6,High,type1,1,17739
1,High,type3,0,7424
5,Low,type1,3,2256
3,High,type1,0,9550
4,High,type1,2,5231
1,Low,type2,2,985
3,Low,type1,3,4375
2,High,type3,1,8456
1,Low,type2,2,14352
5,High,type1,2,17580
2,Low,type2,0,1601
6,High,type2,2,6452
6,High,type3,3,5159
5,Low,type3,3,11158
4,Low,type1,2,12578
5,Low,type3,2,14123
1,Low,type2,1,13314
4,Low,type1,3,6797
4,Low,type2,0,2266
3,Low,type3,0,14990
6,Low,type3,2,11616
3,Low,type3,2,13711
5,High,type2,1,11650
6,Low,type2,3,10216
2,High,type2,0,8688
1,Low,type2,2,6316
5,Low,type1,1,5860
1,High,type1,1,318
2,Low,type3,3,14956
2,Low,type1,2,5523
6,Low,type3,1,4632
5,Low,type3,3,19004
4,Low,type3,1,18956
3,High,type2,2,13598
6,Low,type2,1,5373
4,High,type3,3,6431
2,Low,type3,1,16581
4,High,type3,1,3027
4,High,type1,1,14517
5,High,type3,2,11692
5,High,type1,0,18211
2,High,type2,3,4513
5,High,type3,2,8329
5,Low,type2,1,3717
5,High,type2,1,3311
2,High,type2,0,12255
4,Low,type1,0,17148
2,Low,type2,3,15228
4,Low,type3,2,16955
6,Low,type2,0,5854
2,High,type3,1,4739
5,Low,type3,0,144
4,High,type2,1,6236
3,High,type2,2,4404
6,High,type3,2,9655
3,High,type3,0,16912
3,High,type1,2,214
6,High,type3,2,15569
2,High,type2,3,16702
1,High,type1,2,11071
2,High,type1,1,7486
2,Low,type3,0,5786
6,High,type3,2,3469
2,Low,type2,2,8641
1,Low,type3,0,7907
5,Low,type2,0,18340
5,High,type2,2,12286
3,Low,type2,3,16547
3,High,type3,1,17927
3,Low,type2,0,6760
4,High,type3,2,17981
3,High,type1,0,6335
6,High,type1,2,15975
6,Low,type1,3,18328
6,Low,type2,2,12043
3,High,type3,1,18278
1,High,type1,3,1848
6,High,type1,0,15938
6,Low,type2,1,13307
2,Low,type3,1,18964
1,High,type1,0,11846
5,Low,type3,0,5510
4,High,type3,1,10963
5,High,type3,3,14798
2,Low,type3,2,15844
4,Low,type2,3,14330
3,Low,type2,3,1988
4,Low,type1,1,7830
4,High,type3,1,9673
1,High,type3,2,4310
6,Low,type3,2,13872
6,High,type2,1,8201
6,Low,type3,1,545
4,Low,type1,0,19217
6,Low,type1,3,2221
6,Low,type1,3,9934
3,Low,type3,1,5076
4,Low,type2,0,12943
5,Low,type1,2,13817
6,Low,type1,0,4981
6,High,type2,0,13289
4,Low,type2,1,17959
4,Low,type3,1,366
5,Low,type1,1,1452
6,Low,type3,3,7719
2,Low,type2,3,2844
4,Low,type1,2,10698
2,Low,type2,0,14135
2,Low,type3,2,12538
1,High,type2,1,14660
6,Low,type1,2,5697
2,Low,type2,0,15490
6,Low,type3,1,12716
5,High,type2,1,3697
6,High,type2,0,5720
1,Low,type2,0,8953
2,Low,type3,3,8305
6,Low,type2,1,10820
1,High,type1,1,13476
5,High,type3,3,9927
6,High,type2,2,16263
3,Low,type2,3,14566
2,High,type3,1,4015
1,Low,type2,3,14967
3,High,type2,2,452
5,High,type3,1,5972
2,Low,type2,1,10941
6,Low,type1,1,12164
3,Low,type2,1,16554
1,Low,type1,3,9464
1,Low,type3,0,9946
4,High,type3,2,15062
1,Low,type1,1,7669
2,Low,type3,3,4401
3,High,type2,1,14805
2,High,type2,1,10198
5,High,type2,1,12204
2,Low,type3,1,3011
6,High,type2,3,290
6,High,type1,1,14081
6,High,type2,1,11281
2,Low,type2,0,2890
6,Low,type3,3,3551
4,High,type3,3,9724
2,Low,type3,1,2379
1,High,type3,3,7133
1,High,type3,2,16230
1,High,type1,1,18974
6,High,type3,1,18613
6,High,type2,2,19295
5,High,type3,1,3792
5,Low,type3,2,11230
1,Low,type2,0,5145
5,Low,type1,3,4768
6,Low,type3,2,3215
4,Low,type3,2,3127
5,High,type3,0,19654
1,High,type3,0,4812
1,High,type2,0,4789
3,High,type1,3,10200
5,Low,type3,0,19330
2,High,type1,2,15685
3,High,type1,2,19836
6,High,type1,1,15625
2,Low,type2,2,11125
3,Low,type3,2,19955
4,High,type3,0,3429
1,High,type2,3,10058
5,Low,type3,3,2897
4,Low,type2,1,4039
6,High,type2,3,1743
5,High,type1,2,13789
1,Low,type1,0,9181
5,High,type1,0,509
4,Low,type2,3,12418
3,Low,type2,3,8215
6,Low,type1,2,2247
3,High,type1,0,17401
1,High,type2,3,5049
1,High,type3,3,5470
6,Low,type1,3,13376
5,High,type3,1,18828
4,Low,type2,0,12227
2,High,type2,0,361
4,Low,type1,3,11736
1,High,type1,2,5568
5,High,type2,2,18895
6,Low,type1,0,19235
6,Low,type3,1,1081
5,High,type3,0,10295
2,High,type2,1,579
2,High,type1,1,4724
6,Low,type1,0,15006
3,High,type2,2,9090
5,Low,type2,1,555
2,Low,type2,1,3615
6,Low,type3,2,7873
3,Low,type3,2,4384
5,Low,type1,2,18240
2,High,type2,2,6958
5,Low,type3,3,5169
4,High,type3,2,3583
3,High,type2,0,19155
2,High,type1,2,5818
6,High,type1,1,16356
1,Low,type2,1,18224
4,Low,type3,2,14267
3,Low,type2,2,19655
1,Low,type2,2,9969
4,High,type3,0,12617
6,High,type1,1,7639
2,High,type1,1,5162
5,High,type1,3,14623
2,Low,type3,3,17953
4,High,type3,1,2297
3,Low,type1,3,9077
4,High,type1,1,5796
1,Low,type2,1,3477
4,High,type2,3,7095
1,Low,type1,1,4227
6,Low,type1,1,77
4,Low,type2,1,10160
4,High,type2,1,14845
1,High,type3,1,14168
1,Low,type2,2,7019
4,High,type1,0,18945
1,Low,type3,0,18323
1,Low,type3,1,14091
2,High,type3,2,1099
1,Low,type2,3,2089
3,Low,type2,0,12754
3,Low,type1,3,18175
2,High,type2,0,344
1,Low,type3,0,1076
2,High,type3,1,10363
5,Low,type3,0,13010
1,Low,type3,3,10666
5,High,type1,1,2298
5,High,type1,1,3796
1,High,type3,0,17527
6,High,type2,2,13247
2,Low,type2,2,15741
6,High,type3,1,12162
6,High,type3,0,1773
3,High,type2,2,13765
2,High,type3,0,6624
5,High,type2,0,14014
5,High,type1,1,2442
1,High,type3,3,14767
1,High,type2,1,19870
4,High,type2,3,4226
6,High,type3,0,10545
2,Low,type3,2,7515
2,High,type3,2,2805
3,Low,type2,3,2462
6,High,type1,3,2587
2,High,type2,1,9190
2,High,type2,1,15007
5,High,type3,1,11660
1,High,type2,3,18305
6,High,type2,3,13688
4,Low,type3,1,6968
5,High,type1,0,4497
4,Low,type3,1,12694
6,High,type3,1,5322
6,High,type2,3,15004
5,High,type2,1,8938
1,High,type1,1,1536
2,Low,type3,2,9842
4,Low,type2,0,15682
5,High,type3,1,1080
3,Low,type1,2,5426
2,High,type1,0,14388
6,High,type1,0,3781
3,High,type3,3,13190
3,Low,type2,0,1591
3,Low,type3,0,15507
6,Low,type2,1,19660
2,High,type2,0,12505
6,High,type3,0,802
5,High,type2,2,18802
5,Low,type3,0,831
2,High,type3,3,14625
4,High,type2,0,3970
5,Low,type1,0,18160
4,High,type3,1,2214
5,High,type3,0,5726
1,High,type2,1,5440
4,Low,type3,3,2459
1,Low,type2,3,14647
2,Low,type2,3,14124
4,High,type3,3,6238
5,High,type1,2,6475
4,Low,type2,2,19816
5,Low,type1,1,15964
1,Low,type1,2,9070
1,Low,type1,3,1820
5,High,type2,1,17195
6,High,type3,1,7846
4,High,type2,2,7841
6,High,type3,3,13343
1,Low,type2,1,4676
4,High,type1,3,18183
5,High,type1,2,3150
4,High,type3,1,18541
5,High,type2,1,16216
4,Low,type3,3,10608
2,Low,type2,1,8452
5,High,type2,2,3465
1,High,type3,1,8423
3,Low,type3,1,1769
3,High,type1,3,3452
3,High,type2,1,11291
4,High,type1,0,8401
1,High,type1,0,16759
3,Low,type3,2,4987
6,High,type1,2,16496
3,Low,type3,3,10539
6,High,type2,2,11652
5,Low,type1,1,1687
3,High,type2,0,16977
2,High,type1,1,15231
4,High,type1,3,16420
3,Low,type1,3,18414
2,Low,type2,3,5748
1,High,type3,3,16627
5,Low,type1,1,5965
3,High,type1,0,18158
2,Low,type2,3,13959
4,Low,type1,3,12210
6,Low,type3,2,9230
4,Low,type3,2,18810
2,Low,type1,1,13031
4,Low,type3,0,6298
2,Low,type1,0,4007
3,Low,type3,3,13234
3,High,type3,3,1696
6,Low,type3,1,511
1,High,type2,1,4491
5,Low,type3,2,19806
5,High,type2,3,2694
3,High,type1,0,338
1,Low,type3,2,13756
4,High,type2,0,15968
3,Low,type1,0,19719
3,High,type2,1,14522
2,High,type3,0,18325
3,High,type3,0,7015
3,Low,type1,0,13621
1,High,type1,0,8177
3,Low,type1,1,1933
6,High,type2,3,2118
5,High,type1,0,8633
2,Low,type2,0,17184
6,High,type1,3,2234
1,High,type1,1,14960
6,Low,type1,1,18644
5,Low,type2,2,16737
1,Low,type3,2,7256
2,High,type2,0,14038
6,High,type1,0,3075
6,High,type1,2,15260
4,Low,type1,2,3126
6,High,type1,3,8057
1,High,type1,0,12741
6,High,type3,3,2645
3,Low,type3,2,12435
3,High,type3,1,812
6,High,type1,2,4451
6,Low,type3,1,5962
5,High,type2,1,10048
6,Low,type1,2,8105
6,Low,type2,0,16883
2,High,type2,3,6650
4,Low,type3,1,3259
4,High,type3,3,11254
4,High,type3,0,14431
6,High,type1,2,16539
5,Low,type2,3,8260
2,High,type3,2,18594
3,High,type2,0,2454
6,High,type1,1,13167
4,Low,type1,1,17131
5,High,type2,1,10536
1,Low,type3,0,15142
2,Low,type1,3,19577
5,High,type2,2,19727
1,Low,type1,3,15680
2,Low,type2,3,2122
3,High,type2,3,8341
4,Low,type3,1,4717
4,High,type3,1,12480
4,High,type1,0,6822
6,Low,type3,1,11215
3,Low,type2,3,12696
4,High,type1,3,11366
3,Low,type2,0,12692
6,Low,type2,2,8414
3,Low,type2,0,6048
1,Low,type2,1,2295
6,High,type2,0,16933
5,Low,type3,3,19923
5,Low,type1,3,13814
5,Low,type2,2,9134
1,High,type1,2,16607
5,Low,type1,3,12653
2,High,type1,3,1438
4,Low,type2,2,12481
5,High,type1,1,15636
5,High,type1,3,9636
5,Low,type2,3,1997
5,Low,type2,2,16775
5,Low,type2,2,12352
2,High,type1,2,5189
4,Low,type3,0,5566
5,Low,type1,3,4935
5,Low,type1,3,19859
5,High,type3,3,9664
2,Low,type3,2,3412
4,Low,type2,1,17852
6,Low,type2,1,14140
2,Low,type3,3,10745
3,Low,type3,1,5653
3,Low,type2,0,9819
6,High,type2,0,10582
5,High,type1,1,18502
4,High,type3,3,2220
2,Low,type2,0,14601
2,High,type2,2,18444
4,High,type1,2,13924
4,Low,type3,2,16316
4,High,type3,2,1335
3,High,type1,0,12228
2,Low,type2,2,3243
3,Low,type3,1,8734
3,High,type3,3,9828
6,High,type3,2,6655
6,High,type2,3,10610
1,Low,type1,3,17561
1,High,type1,1,7185
4,Low,type1,3,4719
6,Low,type2,3,3001
4,Low,type2,0,5206
5,Low,type1,2,19490
5,High,type1,0,16936
2,Low,type3,3,11868
3,High,type1,0,13222
4,High,type1,0,1347
4,High,type1,0,1120
2,High,type1,1,7474
2,High,type2,2,19172
5,Low,type1,3,19127
5,Low,type1,0,16829
2,High,type2,3,3780
5,Low,type2,1,12987
3,Low,type1,2,10906
4,Low,type1,3,8580
1,High,type1,2,12104
1,High,type3,1,9660
1,Low,type2,0,15439
2,High,type3,0,14574
5,Low,type2,2,11325
3,Low,type1,2,14809
6,High,type2,0,9102
2,Low,type2,0,10286
6,High,type2,3,18385
2,High,type3,2,4169
5,Low,type2,1,17670
5,High,type2,1,8066
3,Low,type3,2,16081
2,Low,type1,1,11852
6,High,type1,0,11402
2,Low,type3,1,7812
6,High,type3,0,8921
5,Low,type1,2,5540
4,High,type1,0,2250
2,High,type2,2,4862
1,Low,type1,3,3482
3,High,type3,2,12423
5,Low,type2,0,13569
5,Low,type1,2,15834
6,Low,type1,1,17594
3,Low,type1,2,16055
1,Low,type1,3,15217
5,Low,type2,2,12387
1,High,type1,2,15140
3,Low,type1,1,1481
2,Low,type1,1,19
6,High,type1,1,7045
6,Low,type3,1,14562
2,High,type2,1,17061
5,Low,type1,2,4288
2,Low,type1,1,14674
1,Low,type3,3,3060
2,Low,type2,1,19551
4,High,type1,3,11436
2,High,type1,3,5537
4,Low,type1,0,12748
6,High,type2,3,931
6,Low,type3,3,5774
6,Low,type2,2,4629
4,High,type3,1,8514
2,Low,type1,0,12488
1,High,type3,0,7726
3,Low,type3,3,3415
4,High,type3,1,18157
5,High,type2,1,17092
1,High,type1,2,17551
1,High,type3,3,4803
2,Low,type2,2,18934
2,High,type2,3,17079
1,Low,type1,3,13793
1,High,type1,1,7249
3,Low,type3,1,1221
1,Low,type1,0,13226
3,Low,type2,1,17801
1,Low,type2,3,7929
4,High,type2,1,12775
6,Low,type1,0,1437
4,High,type2,2,18739
4,High,type3,2,18214
1,High,type3,0,10134
5,Low,type2,1,5056
5,High,type1,3,15676
3,Low,type3,0,11629
4,High,type1,3,8872
2,High,type1,0,8123
6,Low,type3,2,771
2,High,type3,2,19786
4,Low,type1,0,19323
4,Low,type2,3,8078
5,High,type2,0,6329
5,Low,type3,0,18673
6,High,type2,2,13078
3,High,type2,3,10171
2,High,type1,2,1124
4,High,type1,1,13048
1,Low,type2,0,8310
5,Low,type3,2,10285
5,Low,type2,1,7658
6,Low,type1,3,8338
6,Low,type3,3,14859
6,High,type3,3,12872
2,High,type3,3,18116
3,Low,type1,0,14485
3,High,type1,2,4427
2,Low,type3,2,7912
2,Low,type1,2,14869
5,Low,type1,1,3375
2,High,type3,3,18024
5,High,type2,2,421
6,High,type1,0,8481
2,High,type2,2,2840
1,High,type3,0,10041
5,High,type2,1,2096
5,High,type1,1,5743
2,High,type2,0,8208
2,Low,type1,2,7888
6,High,type1,3,15020
1,High,type3,0,12467
5,High,type1,1,1819
5,Low,type3,1,6271
4,High,type2,3,10267
1,Low,type1,2,447
6,Low,type2,3,9996
5,Low,type3,3,2491
5,High,type1,2,11582
4,Low,type3,2,368
1,High,type1,3,7240
1,High,type2,1,68
6,Low,type2,0,16601
6,High,type2,3,19201
6,Low,type2,3,16735
3,Low,type3,3,17240
6,High,type2,2,2283
1,High,type3,2,19489
1,High,type3,3,6657
1,High,type2,0,11818
1,High,type1,3,15282
5,Low,type2,2,10179
3,Low,type3,3,10594
5,High,type2,3,9349
3,High,type2,2,4445
1,Low,type1,1,16798
3,Low,type2,0,5394
3,Low,type3,3,9710
