householdSize,householdIncome,householdType,numberOfCars,householdID
5,Low,type3,1,13062
4,High,type1,0,17457
6,Low,type2,1,3914
2,High,type2,1,14406
1,Low,type1,3,3288
3,High,type1,0,15361
6,High,type2,1,9281
4,Low,type3,2,6010
2,Low,type2,1,9669
6,Low,type2,1,3917
1,High,type3,2,13588
2,Low,type2,0,16369
6,High,type2,1,15202
5,High,type2,0,2934
1,Low,type1,3,6435
5,Low,type1,1,11285
5,Low,type2,0,13385
2,High,type1,1,5606
3,High,type1,3,6853
4,High,type1,3,13623
2,Low,type2,1,2446
5,High,type3,0,4570
6,High,type1,0,436
6,Low,type2,1,193
3,Low,type2,1,6115
6,High,type1,0,12818
3,High,type2,3,12553
4,Low,type2,0,15991
5,Low,type2,0,1544
4,High,type2,3,638
6,High,type2,3,16337
5,Low,type2,1,5382
1,High,type1,0,6239
6,Low,type1,1,9478
4,Low,type2,0,18522
5,High,type2,2,18392
2,Low,type1,0,3723
3,High,type1,0,18393
6,High,type3,0,18657
2,Low,type1,2,6723
1,Low,type1,2,14888
6,High,type1,0,8168
6,High,type2,3,5539
2,High,type3,0,15384
1,High,type3,2,11579
5,Low,type3,1,7077
6,High,type1,2,15840
1,Low,type1,3,8700
3,High,type3,1,15590
4,High,type2,2,1168
5,High,type3,3,19649
4,High,type2,2,11373
5,Low,type2,3,145
6,High,type2,2,12899
2,High,type1,3,12362
6,High,type3,1,6345
3,High,type1,2,16783
5,High,type1,1,17194
5,High,type3,2,9561
3,Low,type3,0,14302
4,High,type3,2,8612
6,Low,type1,3,3843
1,Low,type2,0,9602
2,High,type1,2,3538
4,Low,type3,2,368
4,High,type2,0,1690
5,Low,type3,2,10249
6,Low,type2,3,5905
3,High,type1,2,3635
1,Low,type2,0,18913
3,Low,type1,3,4882
3,Low,type2,0,10950
1,High,type1,1,7348
5,High,type3,1,19018
3,High,type2,2,17870
3,Low,type2,0,9819
4,Low,type3,3,6959
2,Low,type3,1,15116
4,Low,type1,0,8746
5,Low,type2,3,12062
6,Low,type3,0,2417
3,High,type3,3,3688
3,High,type2,3,4502
2,Low,type1,2,10139
2,High,type3,0,9908
1,Low,type3,0,12591
4,Low,type3,3,8210
2,Low,type2,3,12004
3,High,type3,3,5812
5,High,type2,2,19135
5,High,type1,3,12920
2,Low,type3,2,16747
3,Low,type1,1,1470
4,Low,type2,3,13366
6,High,type2,1,932
4,Low,type3,1,5150
3,High,type3,0,15055
1,High,type1,2,13547
5,Low,type1,1,17563
4,Low,type3,0,5566
5,Low,type1,0,7112
5,Low,type2,1,9340
5,High,type2,1,16844
3,Low,type2,0,9071
6,Low,type1,0,15864
5,High,type2,2,1273
4,Low,type1,2,10694
5,Low,type2,2,9883
5,Low,type1,1,10979
5,Low,type1,3,2074
6,High,type1,0,14786
4,High,type3,1,8514
2,High,type2,2,4161
4,High,type1,0,12915
2,Low,type3,1,7105
5,High,type3,2,6640
1,Low,type2,0,10245
5,Low,type1,3,13003
2,High,type3,2,15041
4,Low,type2,1,15423
6,Low,type1,3,4180
1,High,type1,2,4879
6,Low,type2,3,17052
4,High,type1,2,19467
5,High,type3,0,514
6,Low,type3,3,1213
1,High,type1,2,4659
1,Low,type2,0,12666
3,Low,type1,1,12965
6,Low,type3,2,8498
4,High,type2,0,8684
2,High,type2,0,17519
6,High,type1,2,8257
5,High,type1,2,15699
3,High,type2,2,15721
6,High,type1,0,17145
2,High,type1,3,17072
5,Low,type2,2,18094
6,Low,type1,0,17638
1,Low,type1,3,7979
6,High,type2,2,650
2,Low,type2,1,4794
5,High,type3,2,990
4,Low,type2,3,19136
6,High,type3,0,13968
6,High,type1,2,5481
1,Low,type1,1,10303
3,Low,type3,0,16113
1,High,type3,1,1289
5,High,type3,3,19045
1,High,type2,1,6004
1,Low,type3,3,10105
3,Low,type1,0,7169
3,High,type2,1,4651
3,Low,type3,1,14606
1,Low,type3,0,15431
3,Low,type1,2,8018
1,High,type2,0,624
3,High,type3,0,5800
6,Low,type3,1,19513
5,High,type3,3,18351
5,High,type3,3,5227
5,High,type2,0,6139
3,High,type2,3,10792
4,High,type2,1,1516
5,High,type2,0,4157
5,Low,type3,0,19673
6,High,type3,1,18552
6,Low,type2,0,6922
3,Low,type1,2,7810
3,Low,type2,3,4213
4,High,type2,2,7195
5,Low,type1,1,19354
4,Low,type2,1,15424
4,High,type2,1,15603
5,Low,type1,3,15374
4,High,type3,1,2658
1,Low,type1,3,10269
5,High,type3,1,1467
6,Low,type1,2,16887
4,High,type3,0,14541
3,Low,type1,1,970
4,High,type1,1,6387
1,Low,type3,2,3617
4,High,type1,1,13250
5,Low,type3,3,6597
3,Low,type1,3,12811
5,High,type3,1,11724
5,Low,type3,2,12572
6,High,type2,0,16106
4,Low,type2,0,2314
3,High,type1,1,4466
6,Low,type1,0,10647
2,Low,type2,2,19432
3,High,type3,1,551
5,High,type3,3,2280
6,Low,type1,1,4543
5,High,type3,1,18628
5,High,type3,2,5803
1,Low,type1,2,14095
1,Low,type3,1,9447
6,High,type3,1,19047
5,Low,type1,0,12252
3,High,type1,2,10001
1,Low,type2,0,17784
3,High,type2,1,16190
5,High,type1,1,11624
3,Low,type3,3,4937
3,Low,type2,1,18555
4,High,type2,1,9678
1,High,type1,2,9236
2,High,type1,0,16762
4,Low,type1,3,13208
6,High,type3,0,5061
5,Low,type1,3,7406
2,High,type2,2,19630
4,Low,type3,3,2459
3,High,type1,1,8729
2,Low,type3,3,16815
4,Low,type2,0,7528
6,High,type1,0,2874
5,High,type1,3,7473
3,Low,type1,0,3161
4,Low,type3,0,10595
5,Low,type3,3,6227
4,Low,type1,0,12026
3,High,type1,1,13708
1,Low,type1,2,7363
6,Low,type1,2,9532
5,Low,type3,1,18333
2,High,type2,1,14793
2,High,type3,1,3316
6,Low,type1,3,19720
1,Low,type3,3,11549
5,High,type3,2,12102
2,Low,type1,2,6054
2,High,type1,3,12153
6,Low,type1,2,9504
6,High,type3,2,12287
4,High,type1,2,7188
1,Low,type3,1,4307
4,Low,type3,2,18777
2,Low,type1,1,11679
5,Low,type3,1,12642
2,Low,type1,1,16020
3,Low,type2,0,8939
3,High,type1,2,6519
4,High,type1,0,5749
2,Low,type3,3,12946
5,High,type2,0,15101
1,High,type1,2,5568
3,Low,type3,2,9343
6,High,type1,3,14356
1,High,type3,3,1144
1,Low,type3,3,14594
6,Low,type2,2,11573
2,High,type1,2,15419
5,High,type2,0,5033
6,Low,type3,2,6714
5,High,type2,2,1093
3,Low,type1,2,11166
1,High,type1,2,3113
3,Low,type2,0,12112
5,Low,type1,2,15286
3,High,type2,2,13742
4,High,type1,3,19340
3,High,type1,0,2917
3,Low,type1,2,8687
1,Low,type1,2,10629
1,Low,type3,0,17044
5,Low,type3,1,8777
2,Low,type2,1,17343
2,Low,type3,0,5316
6,High,type3,0,2784
2,Low,type2,0,1951
5,Low,type1,2,15244
5,High,type3,2,1238
2,High,type3,2,9408
6,High,type1,0,3781
3,High,type3,2,6725
5,High,type2,0,19279
2,High,type2,1,10861
4,Low,type1,1,1661
3,Low,type1,3,16780
6,High,type2,2,7713
2,High,type2,1,11121
4,High,type1,1,5612
3,Low,type2,0,1339
5,High,type3,0,6319
5,Low,type2,1,13557
2,Low,type2,0,16421
5,High,type1,2,14782
2,High,type1,2,4923
2,High,type3,0,12552
5,Low,type3,0,15188
1,Low,type3,0,1548
4,Low,type1,3,17098
5,High,type1,1,3796
6,High,type1,3,10471
1,Low,type3,3,13499
6,Low,type1,0,8870
5,Low,type2,0,16329
3,Low,type3,2,14658
2,Low,type1,3,3320
4,Low,type2,3,2992
1,Low,type3,1,19829
4,High,type2,0,19006
1,Low,type1,0,3352
2,High,type2,2,13164
6,Low,type3,2,10625
1,Low,type2,0,9450
6,High,type3,3,2645
3,Low,type2,2,19655
3,Low,type3,0,4082
5,Low,type1,0,7001
3,Low,type1,3,16929
3,High,type3,1,9744
2,Low,type3,0,12717
6,Low,type3,1,7775
3,High,type3,3,1256
2,Low,type2,3,12214
3,High,type2,2,17692
4,High,type3,3,5865
5,High,type1,0,1441
5,High,type2,3,8140
5,High,type3,2,3985
6,Low,type3,1,11526
5,Low,type3,3,2491
6,Low,type1,2,10739
5,Low,type1,1,15948
2,Low,type2,3,5622
6,Low,type2,2,61
3,High,type3,3,15467
4,High,type3,3,19774
3,Low,type2,2,8952
5,Low,type2,0,9187
2,Low,type1,2,18472
2,High,type2,3,1805
6,High,type2,3,3310
2,High,type1,0,13146
5,High,type2,0,13347
5,High,type1,0,7865
3,Low,type2,2,17473
2,Low,type3,1,1095
6,Low,type1,3,15427
2,High,type2,3,11638
3,High,type2,2,15382
4,High,type1,2,2780
1,High,type2,0,11818
1,High,type3,2,18615
6,High,type3,1,6918
5,Low,type1,2,2796
2,Low,type3,2,16558
5,Low,type3,1,14372
3,Low,type3,0,13174
1,High,type3,0,17886
5,High,type3,2,8618
6,Low,type1,3,6732
6,Low,type2,0,10862
4,Low,type3,3,19717
4,Low,type2,3,2915
6,High,type2,3,6334
4,Low,type2,1,4621
6,Low,type2,0,18576
1,Low,type3,1,3903
2,Low,type1,3,9318
2,High,type1,2,10453
5,High,type1,2,7485
6,Low,type1,2,4888
3,High,type1,2,2701
6,High,type2,1,517
4,High,type2,3,17274
6,Low,type2,3,8847
1,High,type3,3,19572
3,Low,type2,0,8248
2,High,type2,0,19850
2,High,type3,0,2164
6,Low,type2,2,11296
5,Low,type1,1,2728
2,Low,type2,1,16149
6,High,type3,1,14615
3,High,type3,3,10780
1,High,type3,0,6559
2,Low,type3,2,7912
2,Low,type1,3,15056
4,High,type1,1,4431
1,Low,type3,2,8673
5,Low,type2,2,2191
2,High,type2,0,7938
1,High,type3,2,11433
2,Low,type3,0,14528
1,Low,type1,3,839
6,Low,type3,1,1053
3,High,type3,1,602
5,High,type3,2,13107
2,High,type3,1,10115
5,Low,type2,1,6920
1,Low,type1,1,9817
3,High,type2,0,4074
6,Low,type3,3,13427
6,High,type3,2,17724
2,Low,type3,1,15498
5,High,type1,3,14623
3,High,type3,2,14883
6,Low,type3,0,2233
3,Low,type1,0,12655
4,Low,type2,1,6482
1,Low,type1,3,467
3,High,type2,1,5290
5,High,type1,1,9331
5,Low,type3,2,11873
6,High,type2,3,5308
2,Low,type1,2,8755
1,High,type1,1,9052
1,Low,type1,1,16351
3,High,type1,1,3171
2,Low,type3,1,10056
6,Low,type2,0,9859
5,Low,type1,3,9287
2,High,type1,0,11751
5,Low,type3,2,15222
2,High,type2,1,9091
6,Low,type1,2,11749
3,Low,type3,1,1769
1,Low,type2,2,10187
3,High,type3,1,17123
5,Low,type1,0,13780
5,High,type3,2,6191
3,Low,type3,2,6828
4,High,type2,0,17402
3,Low,type3,3,472
6,Low,type3,2,7851
5,High,type2,0,6042
4,Low,type3,0,1519
4,Low,type3,1,7038
2,Low,type3,2,10543
3,Low,type1,2,1415
2,High,type2,1,16293
1,High,type2,3,17948
3,Low,type3,1,2064
6,High,type3,2,7889
2,Low,type2,0,6787
3,High,type3,0,7132
2,Low,type2,2,15118
6,Low,type3,3,13431
1,High,type2,2,10480
5,High,type1,0,14409
1,High,type1,2,19805
4,High,type1,3,8721
5,High,type2,0,4671
4,High,type3,0,371
2,Low,type3,3,4401
6,Low,type1,2,15300
4,High,type1,3,12410
1,High,type2,1,8891
2,High,type2,0,12505
2,High,type2,2,15393
3,Low,type1,0,8304
1,High,type1,1,9720
5,High,type2,2,641
3,Low,type2,3,754
1,Low,type3,3,13265
5,High,type3,3,14226
3,High,type1,2,7086
5,High,type3,2,17315
3,High,type3,3,18455
1,High,type1,0,19752
2,Low,type3,3,14007
5,High,type3,1,14741
5,High,type2,1,11104
6,Low,type3,2,835
5,High,type3,3,9232
6,Low,type3,1,9271
5,High,type3,3,18709
6,High,type3,0,13759
5,Low,type2,1,19345
5,Low,type1,3,17542
5,High,type1,1,6362
1,Low,type1,3,17666
1,Low,type3,2,18952
4,High,type1,1,17553
4,High,type1,1,11399
1,Low,type3,1,2866
2,Low,type1,2,9256
1,High,type2,0,11295
6,High,type2,2,6537
3,Low,type1,1,11327
4,Low,type3,0,6075
6,High,type3,3,4380
6,High,type2,2,16714
2,High,type1,3,483
5,Low,type2,2,12352
6,Low,type3,1,899
5,High,type2,1,2465
5,Low,type2,1,3627
6,High,type3,3,17445
2,High,type2,2,11420
1,High,type3,1,2906
6,Low,type1,0,17893
3,Low,type1,1,1606
6,Low,type1,3,5259
1,Low,type3,1,12277
4,Low,type1,0,7405
6,High,type2,2,7159
5,Low,type2,3,15891
3,High,type3,2,6942
4,Low,type3,0,1801
5,High,type1,0,19731
4,High,type1,3,17800
1,High,type2,1,5963
1,High,type1,2,10330
2,High,type2,3,17365
6,Low,type1,3,11516
1,Low,type3,2,8110
3,Low,type2,2,10515
2,High,type1,3,9123
3,High,type3,1,4551
2,Low,type2,3,132
6,Low,type3,2,4519
3,Low,type3,0,2013
6,Low,type1,0,3802
2,High,type2,3,14120
3,Low,type3,0,7004
6,Low,type3,1,13173
3,Low,type1,0,1386
1,Low,type2,2,19663
6,High,type3,3,7122
2,High,type3,1,738
5,Low,type1,2,7039
1,High,type1,3,14092
4,High,type2,3,1403
2,Low,type3,3,8305
4,Low,type2,1,12293
6,Low,type1,1,10224
1,Low,type3,3,6563
2,High,type2,1,15007
2,Low,type1,0,12238
6,High,type2,2,7022
4,High,type3,1,14669
4,Low,type1,0,177
3,Low,type3,2,19109
4,Low,type1,1,11249
6,High,type1,0,592
3,Low,type3,0,16124
6,High,type2,2,6564
1,High,type3,0,17703
2,Low,type3,3,11277
3,High,type1,3,3097
5,High,type1,1,5570
5,High,type1,3,15656
1,Low,type2,0,15250
1,High,type1,1,12555
6,High,type3,2,8235
3,Low,type3,0,17010
6,High,type3,1,17984
3,High,type3,2,11983
3,High,type1,0,8957
3,High,type2,3,4558
3,Low,type2,2,7428
2,Low,type2,2,4298
6,Low,type1,3,17669
5,Low,type2,2,13899
2,Low,type3,2,668
2,High,type3,1,13612
1,Low,type2,2,18091
6,High,type2,2,2182
6,High,type3,3,3226
2,High,type3,3,7814
2,High,type1,1,9275
2,High,type2,2,4862
3,High,type2,2,4971
6,Low,type2,1,13961
3,High,type1,3,15823
4,High,type2,0,15866
5,Low,type3,0,8770
6,Low,type2,2,7211
4,Low,type1,3,8113
3,High,type1,0,7088
1,Low,type1,0,18356
4,High,type1,0,10433
2,High,type3,3,17854
5,Low,type1,1,10808
6,Low,type2,3,6073
5,High,type3,2,18359
6,High,type2,3,7745
1,Low,type2,0,3195
2,High,type1,1,7460
4,High,type2,0,6285
1,Low,type2,0,8953
2,Low,type1,3,3690
6,High,type2,3,11875
6,High,type2,0,15259
4,Low,type1,3,14251
2,High,type2,0,11538
1,High,type2,0,11133
5,High,type2,0,3847
1,High,type3,3,9702
1,Low,type3,0,8895
3,Low,type2,2,249
6,High,type1,3,6689
3,Low,type3,1,4731
4,High,type1,1,14571
5,High,type2,2,18483
5,Low,type2,3,2156
3,High,type1,1,11559
5,High,type1,2,18632
1,Low,type2,2,12529
6,High,type3,1,16268
5,Low,type2,1,19665
1,Low,type2,3,12382
3,High,type2,2,795
4,Low,type3,0,17031
4,Low,type3,3,937
1,High,type1,1,2618
3,Low,type1,3,9077
5,High,type1,3,8124
3,Low,type1,0,10974
6,High,type2,3,9596
5,Low,type2,3,11174
3,High,type3,1,10219
4,Low,type3,3,18698
5,High,type2,0,5872
4,High,type2,2,7182
4,High,type1,2,310
2,Low,type3,3,2518
5,High,type3,1,11660
6,High,type2,3,5998
2,High,type3,2,5680
6,High,type3,2,10542
5,Low,type3,3,2598
6,High,type3,0,10355
1,Low,type2,2,14863
6,Low,type1,1,9396
3,Low,type3,2,6263
5,Low,type2,3,2544
4,Low,type1,2,11192
5,Low,type2,2,1517
4,High,type1,2,7410
6,Low,type1,2,6269
2,Low,type3,1,282
1,Low,type3,0,5939
2,High,type1,1,2486
5,High,type2,3,17254
3,Low,type1,3,6827
1,High,type3,3,14776
5,High,type2,2,15210
5,High,type2,1,6411
1,Low,type3,2,2771
3,High,type1,0,17401
3,High,type3,1,14043
4,High,type1,3,17305
5,Low,type3,3,10460
2,High,type2,0,10491
4,High,type1,0,8231
3,High,type3,2,19371
1,Low,type2,0,16156
5,Low,type2,2,12665
4,Low,type1,1,9501
6,Low,type1,1,13831
1,High,type2,1,7890
1,Low,type1,3,3524
1,High,type3,2,16250
6,Low,type1,1,4743
5,Low,type3,3,10750
1,Low,type3,2,13422
3,High,type3,1,15120
4,Low,type3,3,7210
1,Low,type2,2,17333
4,High,type1,1,18270
6,Low,type1,1,6080
1,Low,type1,1,487
2,High,type3,0,1001
4,High,type1,1,1932
1,Low,type1,2,7483
4,Low,type2,2,17489
4,High,type2,1,1676
4,Low,type3,1,6960
3,Low,type2,3,8497
1,High,type3,3,13036
4,High,type3,2,5985
1,High,type1,1,8613
5,High,type2,0,1376
2,High,type2,1,19026
6,High,type2,2,14401
5,High,type1,3,95
6,Low,type2,3,16745
3,Low,type1,3,8145
4,Low,type3,2,19443
5,High,type1,3,16114
6,High,type1,3,13821
1,Low,type1,0,5631
3,Low,type1,1,16571
5,Low,type3,0,6167
3,Low,type3,2,9397
1,Low,type1,1,9409
4,High,type2,1,1685
2,Low,type1,3,17791
5,High,type3,3,14244
2,High,type3,1,17479
2,High,type1,3,4203
4,Low,type3,2,16978
2,High,type3,1,1326
6,High,type3,1,5218
5,Low,type3,1,17760
4,High,type2,1,3343
2,Low,type2,3,11517
5,High,type1,3,9096
6,High,type1,2,17271
1,Low,type1,3,19421
5,Low,type3,0,16218
1,High,type1,1,12869
3,High,type2,1,13597
4,High,type1,3,10527
5,Low,type3,3,4825
6,High,type2,1,15349
1,High,type1,1,2900
4,High,type1,1,13280
1,Low,type1,0,18766
5,Low,type3,1,13040
5,Low,type2,3,6467
2,Low,type2,0,11416
3,High,type3,1,12314
4,High,type3,3,15692
6,Low,type1,1,18644
5,High,type3,1,15226
4,High,type2,0,7945
6,High,type3,2,3809
2,High,type3,2,4169
6,High,type2,3,7741
5,Low,type1,2,13632
5,High,type3,0,2261
1,High,type1,2,11071
2,Low,type3,3,15344
4,High,type2,0,19140
3,Low,type1,3,4801
3,High,type3,0,19496
3,High,type3,0,14742
5,High,type3,1,8669
6,Low,type3,1,1280
1,Low,type1,3,19299
4,High,type3,2,16302
3,Low,type1,0,6200
5,Low,type1,2,3164
5,Low,type1,1,9551
1,Low,type3,1,18951
3,Low,type3,1,3277
4,Low,type3,0,5616
2,Low,type1,2,2325
2,Low,type1,3,6379
5,Low,type1,1,18957
3,Low,type3,0,8278
4,High,type1,2,15658
5,Low,type1,3,18330
4,Low,type1,0,3886
4,Low,type1,3,18420
3,High,type3,2,19426
5,High,type1,2,16038
6,High,type1,2,9831
5,High,type2,3,6225
1,High,type1,0,47
2,Low,type3,2,1966
1,Low,type2,3,14628
1,High,type1,2,12158
1,Low,type3,2,7441
5,Low,type1,2,18240
5,Low,type3,2,12745
2,High,type3,1,19970
6,Low,type1,2,12512
4,High,type3,3,5436
2,Low,type1,3,7598
1,Low,type3,2,7882
1,High,type3,1,19447
5,High,type3,3,12573
5,High,type2,2,14663
1,Low,type1,3,8383
5,Low,type2,3,8260
2,High,type1,1,5162
1,High,type2,3,18914
6,High,type1,1,14020
6,Low,type2,0,5775
1,High,type3,3,14864
1,Low,type2,2,1281
4,Low,type3,2,7532
1,High,type2,0,17167
4,High,type2,2,8900
4,Low,type3,1,11300
1,Low,type2,1,3477
1,High,type2,0,15976
6,Low,type3,3,5816
1,High,type2,2,17634
1,Low,type2,1,14072
4,Low,type1,0,4619
1,Low,type2,2,9444
4,Low,type3,2,16195
4,High,type3,0,11379
5,Low,type1,0,906
2,High,type3,1,4788
1,Low,type3,3,3700
2,Low,type1,2,8693
5,Low,type3,0,5329
6,Low,type1,0,5408
6,High,type3,0,16482
6,Low,type3,2,1577
5,Low,type2,0,7328
2,High,type2,0,17992
6,Low,type1,3,1597
2,High,type1,0,777
1,Low,type2,1,337
3,Low,type1,1,19013
5,Low,type2,3,9757
2,Low,type1,0,4195
2,Low,type1,1,2115
5,High,type3,2,5304
1,Low,type1,0,3629
6,High,type1,2,9921
1,Low,type2,1,7475
5,High,type1,2,16041
6,Low,type3,2,7958
3,High,type2,1,16439
3,High,type1,2,17375
3,High,type1,1,13782
6,Low,type1,1,2557
1,High,type3,1,5064
6,High,type1,0,16886
3,Low,type1,3,6697
4,Low,type3,0,5013
3,Low,type3,3,874
5,Low,type1,1,19775
3,Low,type1,2,19028
3,High,type1,2,16768
6,Low,type1,0,8888
5,Low,type3,0,1211
5,High,type3,1,8165
5,High,type1,0,2495
4,High,type2,2,2229
6,Low,type1,1,6776
5,High,type3,2,15552
1,High,type2,1,13600
6,High,type2,2,9410
3,Low,type3,1,11407
6,Low,type1,0,18825
4,High,type2,0,974
4,Low,type2,3,17178
4,Low,type2,2,16845
4,High,type1,0,1483
1,Low,type2,3,5461
4,High,type2,2,4595
4,Low,type2,2,10935
1,High,type2,2,13607
3,Low,type2,2,14783
2,Low,type3,2,988
3,High,type1,3,16079
2,High,type3,0,17912
2,High,type1,3,18790
5,Low,type2,2,5867
2,High,type2,1,18344
2,High,type1,0,4795
1,Low,type3,0,18323
1,Low,type3,3,18513
1,Low,type2,3,3339
5,High,type2,1,6963
3,Low,type1,3,5248
4,High,type1,1,18708
2,High,type1,1,16921
4,Low,type2,2,18291
1,High,type1,2,12832
2,High,type2,0,19057
2,Low,type1,0,18949
2,High,type1,2,6898
6,High,type2,1,11646
1,High,type3,3,14297
2,Low,type3,1,8036
2,High,type1,3,9359
1,High,type3,3,5226
6,Low,type1,0,15335
3,Low,type3,0,11074
3,Low,type1,1,4125
6,Low,type3,0,17688
3,Low,type3,2,16501
1,High,type3,1,15086
1,Low,type2,0,16828
1,High,type2,3,2399
3,High,type3,3,7767
6,High,type2,1,1215
2,Low,type3,1,3313
2,Low,type3,1,14695
1,High,type1,3,1505
4,Low,type2,0,3481
2,Low,type1,2,7925
5,Low,type3,2,6750
1,High,type1,2,10391
2,High,type3,0,2640
5,High,type3,2,18865
3,Low,type3,1,7733
6,Low,type3,0,10235
2,High,type1,1,8062
4,High,type1,2,2273
5,Low,type3,2,5930
5,High,type2,2,6977
1,Low,type3,2,14238
4,Low,type1,0,9120
3,Low,type2,0,8750
5,High,type1,3,17160
1,Low,type3,0,16007
6,Low,type1,1,10387
6,High,type3,1,18425
6,High,type2,1,19702
6,Low,type3,3,3456
1,High,type1,0,13365
6,Low,type1,1,616
4,Low,type1,1,11490
3,Low,type1,1,6856
1,Low,type3,3,19755
2,High,type3,3,11274
6,High,type1,3,10864
3,Low,type2,3,9499
6,High,type3,2,10021
3,Low,type3,1,10910
3,Low,type3,0,4370
4,Low,type1,3,11693
2,Low,type1,3,15012
5,High,type3,2,17354
1,Low,type3,0,17075
1,Low,type1,3,11811
2,Low,type2,3,9446
4,Low,type2,1,12974
