householdSize,householdIncome,householdType,numberOfCars,householdID
4,High,type2,1,5205
6,High,type3,3,3660
5,High,type1,2,1682
1,Low,type2,3,8490
2,High,type3,1,772
2,High,type3,2,1016
5,High,type1,3,944
1,High,type3,2,1312
2,Low,type3,0,7811
2,Low,type2,2,491
5,High,type1,3,8926
3,High,type3,0,7632
6,Low,type1,0,549
5,Low,type3,0,9813
6,High,type2,0,6359
1,High,type1,3,9800
5,Low,type1,2,9306
5,Low,type2,1,1699
3,High,type2,0,7667
3,High,type2,1,7939
3,High,type1,1,9769
3,High,type2,0,5698
4,High,type1,1,4586
6,Low,type3,2,7783
2,High,type3,2,2469
5,High,type1,1,8598
6,Low,type3,2,37
4,Low,type1,0,2406
1,High,type1,1,1283
1,High,type2,3,2356
3,Low,type3,2,9207
6,High,type3,1,7534
4,Low,type1,3,1527
5,High,type1,2,2906
5,Low,type3,0,7848
6,Low,type2,2,3844
3,High,type1,2,5558
5,Low,type2,2,6076
4,Low,type3,1,881
1,High,type3,0,1744
5,High,type3,3,5223
1,Low,type3,0,3138
6,Low,type2,1,9923
1,High,type1,1,8628
2,Low,type2,3,8185
4,High,type2,3,1922
1,Low,type3,2,1080
3,High,type1,1,8030
2,High,type3,3,7712
6,Low,type3,3,1780
1,High,type2,1,8807
6,High,type1,3,1743
3,Low,type3,2,7522
4,High,type1,0,1338
4,Low,type1,1,4462
4,Low,type1,2,3386
3,Low,type2,1,9647
6,High,type1,3,7312
3,Low,type3,1,9679
1,Low,type1,0,4939
6,High,type3,0,9231
6,High,type1,0,7298
3,Low,type3,0,6404
6,High,type3,3,2790
2,High,type2,1,5472
4,High,type3,0,6575
2,High,type1,1,6538
4,High,type1,1,315
5,Low,type3,0,600
1,Low,type1,2,9916
4,Low,type1,2,6587
3,High,type1,2,6678
6,Low,type2,3,3439
5,High,type3,0,3511
5,High,type2,2,3941
1,Low,type3,2,6007
4,High,type2,1,6967
3,High,type3,2,6171
4,High,type1,1,2819
2,Low,type2,1,1885
3,Low,type2,1,9397
3,High,type1,1,759
3,High,type3,1,4443
2,High,type2,0,2065
1,High,type1,1,7517
4,Low,type1,3,6900
1,Low,type2,1,157
1,Low,type2,0,7854
1,Low,type1,0,7352
4,High,type2,0,6666
1,High,type3,0,2437
5,High,type2,0,9270
4,Low,type1,2,5991
4,Low,type3,1,7456
5,Low,type3,2,8424
6,High,type3,2,7510
1,Low,type1,2,8311
5,Low,type2,1,6260
3,High,type1,0,3848
6,High,type1,0,8891
2,Low,type1,2,9784
5,Low,type1,2,7160
6,Low,type3,2,5511
3,Low,type3,3,3504
1,Low,type1,0,4426
6,Low,type2,0,3569
6,High,type2,0,3787
2,Low,type3,1,9101
1,High,type2,1,7629
1,High,type2,1,4356
1,High,type3,3,4552
5,Low,type1,3,7447
1,High,type2,0,7711
4,Low,type3,3,2135
6,Low,type2,2,6200
3,Low,type2,2,3891
1,Low,type2,3,2488
4,Low,type3,1,5266
3,High,type3,0,4546
1,Low,type2,1,3347
6,Low,type1,3,2275
2,Low,type3,0,8558
2,Low,type3,0,5486
6,Low,type3,2,9756
2,Low,type1,3,3330
4,Low,type2,3,1775
2,Low,type1,1,2266
3,High,type2,2,420
5,High,type1,3,4031
1,High,type3,0,1314
3,High,type2,1,6357
6,High,type2,0,3009
3,High,type2,1,6947
6,High,type2,2,8447
4,Low,type1,2,1621
6,High,type2,2,181
1,High,type2,1,2994
5,Low,type2,1,7618
6,Low,type2,2,2939
1,High,type1,3,5111
2,High,type1,2,2617
6,High,type2,0,2946
1,High,type3,2,8317
4,Low,type3,3,899
3,Low,type1,3,4182
5,High,type3,2,5103
4,High,type1,2,1127
2,Low,type3,0,7209
2,High,type1,1,8521
4,High,type1,2,6713
6,Low,type1,2,4477
1,High,type3,0,7403
4,Low,type1,2,5905
4,High,type3,1,4601
5,High,type2,2,9187
5,High,type2,1,8722
5,Low,type2,0,4914
4,Low,type1,3,3127
1,High,type3,1,5718
1,High,type2,3,394
5,High,type3,3,7835
1,Low,type2,3,3874
3,High,type1,3,5643
2,Low,type3,3,9604
1,Low,type1,3,205
3,High,type1,3,1529
5,High,type1,2,7945
6,Low,type1,0,7743
3,High,type3,1,3784
3,Low,type3,2,3900
2,High,type1,0,5052
4,Low,type2,2,9878
6,High,type3,3,976
4,Low,type3,1,7249
4,High,type1,3,6062
1,High,type3,0,6416
6,Low,type3,0,3187
6,Low,type2,3,9811
3,High,type3,0,3766
1,High,type3,1,29
4,High,type1,3,7384
1,High,type1,0,5661
4,High,type3,1,6436
4,High,type3,3,9272
4,Low,type3,3,4104
5,Low,type2,0,7059
5,High,type3,2,9495
1,High,type2,0,2784
3,High,type1,1,2718
2,Low,type3,2,1549
5,Low,type2,2,7814
4,High,type1,2,2749
2,Low,type3,2,842
3,Low,type1,0,9203
3,Low,type1,2,7566
3,High,type3,1,9958
2,Low,type3,0,2544
1,High,type2,2,4145
5,High,type3,2,2253
1,Low,type1,1,6479
4,High,type3,2,4486
6,High,type1,1,4198
6,High,type3,2,316
2,Low,type2,1,8537
5,High,type3,2,2682
1,High,type1,1,6524
3,Low,type1,2,1872
2,High,type2,2,6914
5,High,type1,1,8699
3,Low,type1,2,6399
6,Low,type2,1,4379
1,High,type3,3,7411
5,Low,type3,1,463
4,Low,type1,3,7351
1,Low,type2,0,1495
2,High,type3,2,2685
3,Low,type2,0,7138
2,High,type2,1,6070
6,High,type3,1,6739
5,High,type2,1,1652
4,Low,type3,3,979
3,Low,type3,0,6879
2,Low,type3,3,9974
3,High,type2,1,3509
6,High,type1,3,1205
2,High,type2,2,2037
4,Low,type1,1,2369
4,Low,type1,2,216
5,Low,type2,3,7002
3,High,type3,2,9943
6,Low,type3,2,234
4,Low,type2,2,4758
2,Low,type1,2,4650
5,Low,type2,3,1502
1,High,type1,2,6940
3,Low,type1,0,2650
1,Low,type2,1,2303
5,Low,type3,1,9533
6,High,type1,0,2494
2,Low,type3,3,4774
6,Low,type3,3,9747
1,Low,type1,2,5262
5,High,type3,2,4475
4,Low,type1,2,2292
4,Low,type1,1,4541
5,Low,type2,1,6903
6,High,type3,3,1180
4,High,type1,2,294
5,High,type1,3,9553
2,High,type3,3,5110
1,Low,type1,0,8166
1,Low,type1,2,3388
3,Low,type1,0,1803
4,High,type3,1,3375
6,High,type1,2,8222
2,High,type1,0,570
3,High,type2,2,6927
1,Low,type3,1,6812
2,High,type2,3,3055
3,High,type1,2,8485
3,High,type3,1,1501
5,Low,type2,1,7259
6,Low,type2,0,2507
3,Low,type3,2,6775
2,Low,type3,1,6700
3,High,type2,0,8616
2,High,type2,2,6847
4,Low,type2,2,1996
5,High,type3,0,7333
3,Low,type3,0,2018
4,Low,type3,2,5230
3,Low,type2,1,4497
4,Low,type1,0,2122
3,Low,type3,0,5937
2,Low,type2,2,541
3,Low,type1,1,5941
3,Low,type2,3,2899
6,High,type1,2,3641
6,High,type2,0,1805
3,High,type1,1,2944
6,High,type3,2,6573
6,Low,type1,3,9566
6,Low,type3,3,9512
1,High,type3,1,5343
3,Low,type2,3,2120
6,Low,type2,0,9320
5,High,type3,1,6770
1,Low,type3,1,8578
4,High,type1,0,1687
6,High,type1,1,2104
2,High,type3,2,6266
4,Low,type1,0,2865
6,High,type2,3,8692
3,High,type2,0,6583
5,High,type3,3,2339
6,High,type3,3,5915
6,Low,type3,0,70
5,High,type1,1,8348
3,Low,type2,2,1548
6,Low,type2,1,18
1,Low,type2,2,5436
6,Low,type2,2,4001
6,High,type1,0,6776
6,Low,type1,2,8006
1,High,type3,2,2797
6,High,type1,0,2827
4,Low,type3,2,7798
1,High,type1,1,6454
4,Low,type2,1,7917
1,Low,type2,2,1884
2,Low,type3,3,5747
6,High,type3,3,9750
2,Low,type2,0,9522
1,High,type2,2,1122
6,Low,type3,3,1955
4,High,type1,3,3548
3,Low,type3,1,5344
4,Low,type2,1,6194
5,Low,type3,1,7652
6,High,type1,3,3045
4,High,type2,1,5761
2,Low,type3,1,6526
5,Low,type3,0,7046
3,High,type3,1,4796
5,Low,type1,3,8025
5,Low,type1,3,6315
3,Low,type1,3,3854
3,Low,type3,0,2715
2,High,type2,2,7691
3,High,type2,0,8933
1,High,type1,0,5926
1,Low,type3,3,3172
5,Low,type1,3,2926
4,High,type1,1,7903
4,Low,type3,3,3712
6,Low,type2,1,9271
2,Low,type2,0,2272
2,High,type3,3,807
2,Low,type2,3,2102
6,Low,type2,3,4118
6,High,type3,2,2224
3,High,type2,1,9605
6,High,type2,3,586
1,Low,type1,1,459
6,High,type1,3,9501
2,High,type2,2,6970
1,Low,type1,0,6723
3,High,type2,2,1626
3,High,type3,0,8672
2,Low,type2,2,2431
3,High,type2,0,8134
1,Low,type3,2,9682
6,Low,type1,2,7297
5,High,type3,1,134
1,Low,type3,2,190
1,Low,type3,0,4840
2,High,type3,1,7
1,High,type3,2,608
3,High,type2,1,5107
4,Low,type3,0,4310
5,Low,type3,2,6314
2,High,type2,1,9692
1,Low,type2,3,7748
2,Low,type3,3,2273
1,High,type3,0,2955
4,Low,type3,1,7896
1,Low,type2,1,5725
5,High,type2,2,9418
5,High,type2,1,9052
4,Low,type3,1,605
2,Low,type1,2,5847
5,Low,type1,1,1293
2,High,type1,1,3243
5,High,type3,3,9632
6,High,type1,3,3945
2,Low,type3,2,2212
5,Low,type2,3,3678
1,High,type3,1,933
6,High,type3,2,9150
3,High,type3,2,6391
4,Low,type3,3,1015
1,Low,type2,3,6780
3,Low,type1,2,8288
5,High,type3,0,6211
2,Low,type2,0,2943
5,Low,type3,0,7122
1,High,type2,1,4711
3,High,type1,2,1249
6,Low,type3,1,5648
4,Low,type2,3,3325
3,High,type3,0,9760
4,High,type1,1,4714
6,High,type1,1,856
6,High,type1,2,5128
2,High,type3,2,5411
6,Low,type3,3,5982
2,Low,type1,1,4982
4,Low,type2,1,1458
4,Low,type2,2,2858
2,Low,type1,2,2514
6,High,type3,1,4692
3,Low,type1,3,2648
6,High,type3,2,1115
4,High,type2,0,6912
4,Low,type3,2,9427
3,Low,type3,3,4822
2,Low,type3,0,3505
4,High,type1,1,2856
3,High,type3,0,8754
2,High,type1,1,8086
6,Low,type2,2,9530
1,High,type2,3,9748
6,High,type3,2,7438
1,Low,type2,0,7174
4,Low,type2,0,529
5,High,type2,2,5312
6,High,type3,0,1061
2,Low,type1,2,882
1,High,type3,0,7131
3,High,type2,0,5644
1,High,type1,3,8343
1,Low,type2,3,7985
2,Low,type2,0,3132
6,High,type3,2,938
4,Low,type2,1,379
1,High,type1,2,9517
6,High,type3,2,2896
3,Low,type3,0,2478
2,High,type2,3,4053
5,Low,type1,2,9654
1,Low,type2,0,467
4,High,type3,1,7890
3,High,type3,2,7063
4,High,type3,2,5391
6,Low,type3,1,8886
1,Low,type3,2,2969
2,High,type2,1,7275
1,High,type1,2,3239
1,Low,type1,0,9437
1,High,type2,3,6964
4,High,type3,2,2639
5,High,type1,3,8747
5,Low,type3,3,4283
2,High,type1,2,7826
3,Low,type1,3,2773
6,Low,type3,3,4478
3,High,type1,2,7410
5,Low,type1,0,7244
3,High,type3,1,1849
6,High,type3,3,5665
3,Low,type2,1,8387
3,Low,type1,2,3659
2,High,type3,0,8912
2,High,type3,3,9084
5,High,type2,2,7499
4,High,type1,1,6290
2,High,type1,3,4337
5,High,type2,0,1668
3,High,type3,2,6045
5,Low,type1,1,4735
1,Low,type2,1,3686
1,High,type3,0,7263
3,High,type1,1,947
6,High,type2,3,4388
5,High,type3,0,9824
1,High,type1,0,1402
2,Low,type1,2,4050
1,Low,type1,0,4174
6,High,type2,2,2760
4,High,type2,3,8740
2,High,type2,1,8240
5,Low,type3,0,1779
4,High,type1,0,6895
1,Low,type3,0,4606
5,High,type1,1,5542
5,High,type3,3,4199
5,Low,type1,1,8301
2,Low,type1,2,7616
3,Low,type1,0,3536
5,High,type3,2,3780
2,Low,type1,0,8583
2,High,type1,0,3447
5,Low,type3,0,6653
6,High,type1,3,999
4,High,type1,3,6107
2,High,type3,0,6220
4,Low,type3,3,2077
4,High,type3,2,673
3,High,type1,2,7310
5,High,type1,1,9312
1,High,type2,0,1309
6,Low,type3,2,8366
2,Low,type2,3,2070
2,High,type3,0,2640
2,Low,type2,3,762
5,Low,type3,1,9942
2,High,type1,2,7192
2,High,type1,1,1756
6,High,type2,0,9737
6,Low,type1,0,9038
2,High,type3,0,8321
3,High,type3,3,3262
4,Low,type2,2,8212
6,High,type2,1,3646
3,Low,type3,2,2258
1,Low,type1,1,9287
3,Low,type2,1,5676
5,Low,type3,2,9367
1,High,type2,0,6165
5,Low,type1,1,8928
3,Low,type3,0,1970
3,Low,type2,2,5874
2,High,type1,3,1893
6,Low,type1,3,141
5,High,type2,3,472
4,Low,type2,3,980
5,High,type3,0,3552
1,Low,type3,0,2436
1,Low,type2,3,2690
5,High,type2,1,414
3,High,type2,2,9489
3,High,type1,3,3541
3,High,type2,1,5501
5,Low,type1,0,7619
1,High,type3,1,1707
4,High,type3,2,8805
5,Low,type2,2,8335
4,Low,type2,3,2561
3,High,type2,2,7419
5,High,type2,2,3000
3,High,type3,1,5483
2,High,type1,1,95
2,High,type3,2,1173
5,High,type1,0,4499
1,High,type3,1,4005
6,Low,type1,1,2497
2,Low,type3,3,5254
6,Low,type3,3,2500
3,Low,type3,2,1617
2,High,type3,1,4917
3,High,type3,3,9007
1,High,type3,0,640
4,High,type2,1,4342
4,Low,type3,2,1639
6,High,type3,3,8193
5,Low,type2,3,8632
6,High,type3,1,7973
4,Low,type2,2,8772
4,Low,type2,0,8978
6,High,type3,1,696
5,Low,type2,2,2386
2,High,type3,3,9857
5,High,type1,1,5364
5,Low,type3,3,7370
2,High,type1,1,2460
6,High,type1,1,6777
4,High,type1,0,3181
1,Low,type1,2,9681
2,Low,type1,3,9405
5,High,type2,3,5424
3,Low,type3,0,7415
1,High,type1,3,5398
5,High,type1,1,9222
3,High,type2,0,3035
1,Low,type1,0,4985
2,Low,type3,1,8961
2,Low,type1,3,6785
5,Low,type3,2,8389
5,High,type2,1,2967
3,High,type1,0,6925
2,Low,type1,1,1764
2,Low,type1,3,1469
6,Low,type1,2,3147
5,Low,type3,1,578
6,Low,type2,1,6
2,High,type1,3,9408
3,High,type2,2,3908
4,High,type3,3,9383
3,High,type3,2,3458
3,Low,type2,2,9161
5,High,type2,0,9307
5,High,type2,1,1604
6,Low,type2,1,7103
1,High,type2,0,6012
4,Low,type1,0,3748
1,Low,type3,3,8264
1,High,type3,0,5286
2,Low,type1,1,2133
5,High,type3,2,6675
1,Low,type3,3,8283
1,Low,type1,1,389
6,Low,type1,2,3689
3,Low,type1,0,4682
3,High,type2,2,8532
2,Low,type3,2,3822
3,High,type3,0,5372
1,High,type2,0,2458
1,Low,type1,0,2832
4,High,type2,3,7271
2,Low,type2,0,4765
5,High,type2,0,9636
6,Low,type2,2,6289
6,Low,type1,2,1227
4,Low,type3,2,9139
6,High,type3,3,8068
3,Low,type1,2,7169
5,Low,type1,1,3363
6,Low,type3,2,646
1,High,type2,3,7595
5,Low,type3,3,4411
6,Low,type1,0,2318
2,Low,type2,2,1358
1,High,type3,1,9420
6,Low,type2,1,1909
4,Low,type2,1,9285
1,Low,type1,3,9005
1,High,type3,2,3474
1,Low,type1,1,4964
2,High,type3,1,9805
6,Low,type2,0,9622
2,High,type2,1,4460
1,High,type2,2,3426
5,High,type1,1,9428
3,Low,type3,1,3694
5,High,type1,0,3079
5,Low,type1,1,7300
1,Low,type2,1,9802
5,High,type3,2,796
4,Low,type3,3,2150
2,Low,type3,1,5936
3,Low,type3,1,8682
2,Low,type1,2,6976
4,Low,type1,0,568
5,High,type1,2,8000
3,High,type1,1,9295
1,Low,type1,2,6069
1,Low,type2,2,4402
2,High,type2,1,2106
1,Low,type2,1,3695
1,Low,type2,3,6412
6,Low,type2,3,2708
4,High,type3,1,7031
4,High,type2,1,6917
4,High,type1,2,7373
5,High,type3,1,859
2,High,type2,1,9363
1,High,type3,1,276
3,Low,type3,2,1008
3,High,type2,1,5351
1,High,type1,0,2678
1,Low,type2,1,7721
6,High,type1,2,4778
1,High,type2,0,4526
6,High,type2,2,9369
4,High,type2,3,7196
5,Low,type3,3,3275
3,High,type1,1,7580
3,High,type3,2,5948
1,Low,type3,3,830
1,High,type1,3,1854
4,High,type3,0,2528
2,Low,type3,0,4429
5,High,type2,1,1195
2,High,type3,2,8349
4,High,type1,3,8791
6,Low,type2,0,9646
6,High,type3,2,9969
2,High,type1,0,6428
1,High,type2,1,2047
1,Low,type1,2,2919
6,Low,type2,2,3750
4,Low,type1,3,5885
4,High,type3,2,224
5,Low,type2,3,1304
5,High,type2,2,9581
4,Low,type1,1,1938
4,Low,type1,1,5574
3,High,type1,0,2215
1,Low,type1,3,3936
5,High,type1,1,1517
1,Low,type1,1,6140
5,High,type1,3,9939
6,Low,type3,1,9823
4,Low,type1,0,5428
2,Low,type1,2,7187
5,Low,type1,0,5058
6,Low,type1,0,8400
2,High,type3,3,9291
2,Low,type1,0,1719
6,High,type3,0,6656
5,High,type2,2,5094
3,High,type1,1,2664
6,Low,type2,1,5950
3,Low,type3,0,9954
5,Low,type3,3,2748
3,Low,type1,1,4201
4,Low,type3,2,6806
6,High,type3,2,7841
2,High,type2,1,7815
2,Low,type3,0,7740
4,Low,type1,0,6108
5,High,type3,1,6995
2,High,type1,3,8656
5,High,type2,0,3867
1,Low,type2,1,6330
2,High,type3,0,3444
1,High,type3,1,2094
4,Low,type1,1,5126
2,Low,type3,3,1064
5,High,type1,2,8848
2,High,type2,2,9840
3,Low,type2,2,5507
3,Low,type1,1,1476
3,Low,type1,1,5712
4,Low,type1,1,1327
2,High,type2,0,7509
2,Low,type1,0,3105
3,High,type3,1,639
3,Low,type1,0,1357
1,High,type2,3,4098
1,High,type1,1,4733
5,High,type1,1,8910
6,High,type1,3,2411
3,Low,type1,3,2015
5,Low,type2,2,3471
2,Low,type3,0,7581
1,Low,type2,0,827
3,High,type2,0,1553
6,High,type2,0,9147
5,Low,type3,1,2359
1,High,type1,3,4824
6,High,type1,3,6959
3,Low,type2,3,8132
5,Low,type3,0,7029
6,Low,type3,2,7060
2,High,type2,1,3445
4,High,type2,0,6424
2,Low,type1,2,9664
1,High,type3,0,3804
6,Low,type1,0,6990
3,Low,type1,0,4749
4,Low,type3,2,9663
2,High,type1,2,180
2,Low,type3,0,7788
4,Low,type2,3,7119
3,Low,type1,3,3046
6,High,type2,0,801
6,High,type2,3,5927
1,High,type2,0,2498
5,High,type2,0,2848
5,High,type3,1,3795
1,Low,type1,2,5565
3,High,type1,3,8487
2,High,type2,3,6372
5,Low,type3,0,5881
5,High,type3,0,5305
5,Low,type3,3,5746
3,High,type3,0,2699
2,Low,type1,1,5118
3,High,type3,2,4936
1,High,type3,2,1845
1,Low,type1,3,4954
3,Low,type1,3,8010
4,Low,type2,0,5803
6,High,type3,3,3551
1,High,type1,3,1370
4,Low,type1,1,9124
5,High,type3,1,7273
4,Low,type1,3,170
4,High,type2,0,7791
4,High,type2,3,1405
4,Low,type2,2,9988
4,High,type1,1,1134
1,Low,type2,1,5470
5,High,type3,3,6487
6,Low,type2,1,7322
1,Low,type3,3,7615
3,Low,type2,3,3769
5,Low,type2,3,4267
6,Low,type1,0,1226
4,High,type3,1,8949
6,High,type2,0,2543
6,High,type1,1,4834
3,Low,type1,3,6275
4,High,type3,1,6845
3,High,type2,3,8186
5,Low,type1,2,2785
6,Low,type3,1,8837
2,Low,type3,3,7702
3,Low,type1,3,3468
4,High,type3,1,8133
1,Low,type2,3,3320
6,High,type2,1,3301
1,High,type3,3,5328
1,Low,type3,3,1804
4,Low,type1,3,651
6,Low,type1,3,2740
4,Low,type3,1,1455
3,Low,type2,0,8299
2,Low,type2,0,3760
6,Low,type2,2,8603
2,High,type1,2,1301
1,Low,type2,2,1581
4,High,type3,0,6738
1,High,type1,1,7749
6,High,type3,1,9826
6,Low,type2,1,6699
3,High,type1,3,6022
4,High,type1,1,892
1,Low,type3,3,7724
4,Low,type2,1,4987
1,High,type2,3,953
1,Low,type3,2,5985
4,High,type3,2,9043
5,High,type3,0,9276
4,High,type1,3,9217
5,High,type2,0,7189
2,Low,type3,2,6221
3,Low,type3,3,4903
3,Low,type1,3,8993
3,Low,type3,0,3740
6,Low,type1,0,6434
6,Low,type3,2,1505
5,High,type1,1,2310
3,High,type2,3,5429
2,Low,type1,2,9906
4,High,type3,1,6767
6,High,type3,2,7829
3,High,type3,3,5909
1,Low,type3,3,6492
2,Low,type3,1,3882
3,Low,type2,2,1760
6,High,type1,0,5378
4,Low,type1,1,8021
2,Low,type2,2,8331
6,Low,type2,1,4351
5,Low,type3,1,6906
2,Low,type3,2,1192
5,Low,type1,3,6721
4,Low,type3,2,1664
6,Low,type2,1,4133
1,Low,type1,0,6650
4,Low,type2,1,9541
3,Low,type1,3,2191
2,Low,type3,1,8513
6,High,type2,1,7221
1,High,type3,3,3234
6,Low,type3,3,1106
6,High,type2,1,5713
3,High,type1,2,5084
1,Low,type2,1,3794
6,Low,type3,3,8595
1,High,type3,1,2145
1,High,type2,0,7042
6,Low,type2,1,9611
1,Low,type2,3,7413
4,Low,type3,3,5769
4,Low,type3,0,5699
3,High,type1,0,3232
2,Low,type3,1,1224
4,High,type1,2,2730
3,Low,type3,0,7900
1,Low,type3,3,6849
3,High,type1,1,4502
3,Low,type2,0,4101
4,Low,type2,3,4367
3,High,type2,0,178
6,Low,type1,2,8089
4,High,type3,2,4643
5,Low,type3,0,9863
5,Low,type2,0,6321
6,High,type2,1,6308
5,Low,type2,1,1374
2,Low,type2,2,7976
3,High,type3,3,4529
5,High,type3,2,1418
5,High,type2,2,9675
6,Low,type2,0,1267
1,Low,type2,3,2217
1,High,type3,2,7866
2,High,type2,1,7994
1,Low,type3,3,7914
4,Low,type3,1,9023
2,Low,type3,1,8052
3,High,type1,0,4700
2,High,type1,2,2019
1,High,type3,0,708
1,High,type2,0,5512
6,High,type2,3,8664
4,Low,type3,1,5102
1,Low,type3,3,9190
1,Low,type2,1,3717
1,Low,type2,0,2245
4,High,type3,3,2192
3,High,type1,1,9162
5,High,type1,3,9959
1,High,type2,1,8057
4,Low,type3,0,5527
6,Low,type2,3,1033
3,High,type3,0,4087
5,High,type3,1,854
1,High,type2,1,8421
4,Low,type2,3,3091
4,Low,type1,2,355
4,Low,type3,1,8728
5,Low,type1,2,3933
2,High,type2,0,8363
4,High,type3,2,25
4,Low,type2,3,9089
4,Low,type3,0,5772
1,Low,type2,1,8808
1,High,type3,2,8026
4,Low,type1,1,8380
1,Low,type2,1,2028
6,High,type3,0,8785
2,High,type1,0,8001
